NOME_UHE,NO,VAZAO
6,1,875
6,2,1978
6,3,1208
6,4,995
6,5,628
6,6,553
6,7,500
6,8,349
6,9,314
6,10,349
6,11,765
6,12,1585
8,1,113
8,2,310
8,3,192
8,4,174
8,5,114
8,6,71
8,7,99
8,8,58
8,9,52
8,10,49
8,11,79
8,12,159
11,1,75
11,2,204
11,3,137
11,4,131
11,5,82
11,6,47
11,7,76
11,8,43
11,9,37
11,10,35
11,11,33
11,12,97
12,1,130
12,2,316
12,3,202
12,4,178
12,5,112
12,6,83
12,7,95
12,8,60
12,9,53
12,10,55
12,11,93
12,12,211
17,1,117
17,2,1213
17,3,915
17,4,1100
17,5,178
17,6,219
17,7,137
17,8,165
17,9,139
17,10,133
17,11,213
17,12,915
18,1,149
18,2,578
18,3,425
18,4,459
18,5,188
18,6,145
18,7,163
18,8,108
18,9,95
18,10,98
18,11,138
18,12,356
24,1,621
24,2,1240
24,3,1147
24,4,1286
24,5,699
24,6,451
24,7,367
24,8,275
24,9,215
24,10,277
24,11,486
24,12,1139
25,1,399
25,2,795
25,3,736
25,4,825
25,5,448
25,6,289
25,7,235
25,8,176
25,9,138
25,10,178
25,11,312
25,12,731
31,1,1080
31,2,2154
31,3,1994
31,4,2237
31,5,1214
31,6,784
31,7,637
31,8,477
31,9,374
31,10,481
31,11,844
31,12,1979
32,1,96
32,2,192
32,3,178
32,4,199
32,5,109
32,6,69
32,7,57
32,8,42
32,9,33
32,10,43
32,11,75
32,12,176
33,1,686
33,2,1368
33,3,1266
33,4,1420
33,5,771
33,6,498
33,7,405
33,8,304
33,9,238
33,10,306
33,11,537
33,12,1257
34,1,917
34,2,1168
34,3,1222
34,4,1244
34,5,878
34,6,678
34,7,594
34,8,548
34,9,512
34,10,626
34,11,801
34,12,1227
37,1,194
37,2,628
37,3,307
37,4,216
37,5,161
37,6,324
37,7,297
37,8,154
37,9,135
37,10,127
37,11,289
37,12,322
40,1,117
40,2,294
40,3,257
40,4,145
40,5,89
40,6,115
40,7,183
40,8,78
40,9,65
40,10,68
40,11,134
40,12,156
42,1,13
42,2,48
42,3,53
42,4,28
42,5,13
42,6,7
42,7,36
42,8,8
42,9,5
42,10,5
42,11,17
42,12,20
43,1,0
43,2,21
43,3,63
43,4,41
43,5,22
43,6,0
43,7,86
43,8,22
43,9,16
43,10,14
43,11,19
43,12,22
45,1,298
45,2,421
45,3,401
45,4,530
45,5,398
45,6,315
45,7,269
45,8,251
45,9,223
45,10,188
45,11,244
45,12,456
46,1,332
46,2,461
46,3,588
46,4,283
46,5,343
46,6,361
46,7,567
46,8,181
46,9,188
46,10,237
46,11,342
46,12,372
47,1,99
47,2,282
47,3,271
47,4,181
47,5,112
47,6,174
47,7,238
47,8,117
47,9,113
47,10,106
47,11,113
47,12,103
49,1,14
49,2,127
49,3,93
49,4,41
49,5,25
49,6,71
49,7,103
49,8,38
49,9,28
49,10,32
49,11,32
49,12,21
50,1,50
50,2,114
50,3,100
50,4,75
50,5,59
50,6,90
50,7,107
50,8,62
50,9,57
50,10,54
50,11,63
50,12,63
61,1,138
61,2,543
61,3,558
61,4,262
61,5,199
61,6,425
61,7,780
61,8,280
61,9,204
61,10,218
61,11,224
61,12,185
62,1,9
62,2,26
62,3,63
62,4,27
62,5,19
62,6,27
62,7,75
62,8,28
62,9,19
62,10,18
62,11,20
62,12,15
63,1,33
63,2,113
63,3,169
63,4,74
63,5,53
63,6,96
63,7,219
63,8,79
63,9,54
63,10,57
63,11,58
63,12,47
66,1,447
66,2,684
66,3,890
66,4,354
66,5,462
66,6,523
66,7,913
66,8,155
66,9,150
66,10,287
66,11,455
66,12,549
74,1,128
74,2,268
74,3,468
74,4,193
74,5,132
74,6,231
74,7,953
74,8,255
74,9,220
74,10,376
74,11,269
74,12,296
75,1,30
75,2,54
75,3,83
75,4,38
75,5,22
75,6,41
75,7,163
75,8,65
75,9,57
75,10,81
75,11,89
75,12,117
77,1,34
77,2,45
77,3,37
77,4,30
77,5,27
77,6,37
77,7,62
77,8,54
77,9,50
77,10,57
77,11,75
77,12,23
222,1,91
222,2,107
222,3,148
222,4,116
222,5,72
222,6,107
222,7,240
222,8,176
222,9,108
222,10,148
222,11,173
222,12,203
215,1,19
215,2,89
215,3,43
215,4,26
215,5,28
215,6,30
215,7,54
215,8,187
215,9,176
215,10,117
215,11,37
215,12,44
217,1,31
217,2,110
217,3,67
217,4,45
217,5,46
217,6,54
217,7,67
217,8,114
217,9,196
217,10,173
217,11,78
217,12,127
92,1,21
92,2,77
92,3,52
92,4,29
92,5,32
92,6,33
92,7,44
92,8,98
92,9,121
92,10,130
92,11,49
92,12,83
93,1,2
93,2,3
93,3,7
93,4,1
93,5,2
93,6,8
93,7,13
93,8,19
93,9,14
93,10,22
93,11,33
93,12,7
94,1,6
94,2,11
94,3,19
94,4,4
94,5,7
94,6,24
94,7,37
94,8,56
94,9,40
94,10,64
94,11,98
94,12,21
115,1,11
115,2,23
115,3,17
115,4,13
115,5,9
115,6,12
115,7,18
115,8,8
115,9,15
115,10,27
115,11,13
115,12,15
156,1,1340
156,2,2116
156,3,1395
156,4,1684
156,5,819
156,6,582
156,7,461
156,8,348
156,9,298
156,10,354
156,11,959
156,12,2172
169,1,4292
169,2,4828
169,3,6578
169,4,5466
169,5,7945
169,6,3357
169,7,2130
169,8,1730
169,9,1405
169,10,1624
169,11,2308
169,12,3421
172,1,69
172,2,75
172,3,225
172,4,411
172,5,309
172,6,478
172,7,68
172,8,41
172,9,32
172,10,0
172,11,0
172,12,0
178,1,0
178,2,0
178,3,0
178,4,11
178,5,0
178,6,163
178,7,24
178,8,14
178,9,11
178,10,0
178,11,0
178,12,0
227,1,1448
227,2,1828
227,3,2110
227,4,1837
227,5,1253
227,6,896
227,7,679
227,8,546
227,9,465
227,10,434
227,11,915
227,12,1315
229,1,2314
229,2,3047
229,3,3587
229,4,3062
229,5,1940
229,6,1255
229,7,837
229,8,582
229,9,425
229,10,365
229,11,1291
229,12,2059
270,1,2778
270,2,2849
270,3,3601
270,4,3524
270,5,1689
270,6,976
270,7,717
270,8,543
270,9,463
270,10,847
270,11,1556
270,12,3037
257,1,3850
257,2,4260
257,3,4375
257,4,4405
257,5,2628
257,6,1163
257,7,836
257,8,667
257,9,569
257,10,1017
257,11,1566
257,12,2266
273,1,2456
273,2,3476
273,3,2482
273,4,2085
273,5,1743
273,6,728
273,7,381
273,8,252
273,9,169
273,10,671
273,11,1173
273,12,1559
271,1,1976
271,2,3686
271,3,4388
271,4,5141
271,5,4667
271,6,2407
271,7,1344
271,8,1004
271,9,726
271,10,1240
271,11,1957
271,12,2983
275,1,15547
275,2,18386
275,3,14338
275,4,15724
275,5,12197
275,6,9071
275,7,3971
275,8,2597
275,9,1937
275,10,1445
275,11,4046
275,12,6980
279,1,456
279,2,637
279,3,973
279,4,845
279,5,507
279,6,276
279,7,185
279,8,122
279,9,80
279,10,54
279,11,115
279,12,163
285,1,23973
285,2,34370
285,3,38467
285,4,39416
285,5,28330
285,6,13790
285,7,6256
285,8,5389
285,9,6044
285,10,7996
285,11,13152
