iter,est,no,usina,Indep,Coef
1,4,13,6,16160.000000000002,-30.0
1,4,16,6,5530.0,-9.999999999999998
1,4,19,6,23360.0,-30.0
1,4,22,6,21290.0,-30.0
1,4,25,6,11600.0,-30.0
1,4,28,6,28220.000000000004,-30.0
1,4,4,6,3000.0,0.0
1,4,7,6,3000.0,0.0
1,4,10,6,3000.0,0.0
1,4,89,6,17735.0,-30.0
1,4,90,6,26210.000000000004,-30.0
1,4,91,6,32255.000000000007,-30.0
1,4,92,6,9169.999999999998,-30.0
1,4,93,6,24739.999999999996,-30.0
1,4,94,6,14929.999999999998,-30.0
1,4,95,6,36905.0,-30.0
1,4,96,6,23429.999999999993,-30.0
1,4,97,6,31130.000000000007,-30.0
1,4,98,6,41540.0,-30.0
1,4,99,6,38420.00000000001,-30.0
1,4,100,6,32689.999999999993,-30.0
1,3,85,6,25226.670711999996,-26.666672000000005
1,3,86,6,5999.9997,0.0
1,3,87,6,26269.99999999999,-30.0
1,3,88,6,61896.663468,-30.0
1,2,83,6,12991.110743555513,-17.777779555555206
1,2,84,6,65283.34396066539,-30.000024
1,1,1,6,97804.74695540714,-30.0
2,4,13,6,8719.999999999998,-9.999999999999998
2,4,16,6,3000.0,0.0
2,4,19,6,23360.0,-30.0
2,4,22,6,21290.0,-30.0
2,4,25,6,3000.0,0.0
2,4,28,6,28220.0,-30.0
2,4,4,6,3000.0,0.0
2,4,7,6,3000.0,0.0
2,4,10,6,3000.0,0.0
2,4,89,6,3000.0,0.0
2,4,90,6,12069.999999999996,-9.999999999999998
2,4,91,6,32254.999999999996,-30.0
2,4,92,6,3000.0,0.0
2,4,93,6,11579.99999999999,-9.999999999999998
2,4,94,6,3000.0,0.0
2,4,95,6,15634.999999999996,-9.999999999999998
2,4,96,6,3000.0,0.0
2,4,97,6,13709.999999999996,-9.999999999999998
2,4,98,6,41540.0,-30.0
2,4,99,6,38420.0,-30.0
2,4,100,6,14229.99999999999,-9.999999999999998
2,3,85,6,21181.669903,-16.666670000000003
2,3,86,6,5999.9997,0.0
2,3,87,6,17106.665255999993,-9.999999
2,3,88,6,61896.665933470584,-30.0
2,2,83,6,14354.444213222152,-11.111112222222006
2,2,84,6,65283.356004667214,-30.0
2,1,1,6,98258.74502211134,-30.0
3,4,13,6,8719.999999999998,-9.999999999999998
3,4,16,6,3000.0,0.0
3,4,19,6,23360.0,-30.0
3,4,22,6,21290.0,-30.0
3,4,25,6,3000.0,0.0
3,4,28,6,28220.0,-30.0
3,4,4,6,3000.0,0.0
3,4,7,6,3000.0,0.0
3,4,10,6,3000.0,0.0
3,4,89,6,9245.0,-9.999999999999998
3,4,90,6,26210.0,-30.0
3,4,91,6,32255.0,-30.0
3,4,92,6,3000.0,0.0
3,4,93,6,24740.000000000004,-30.0
3,4,94,6,8309.999999999995,-9.999999999999998
3,4,95,6,36905.0,-30.0
3,4,96,6,3000.0,0.0
3,4,97,6,31130.0,-30.0
3,4,98,6,41540.0,-30.0
3,4,99,6,38420.0,-30.0
3,4,100,6,32690.0,-30.0
3,3,85,6,21181.669903,-16.666670000000003
3,3,86,6,5999.9997,0.0
3,3,87,6,23325.553722999997,-19.99999800000001
3,3,88,6,61896.665511,-30.0
3,2,83,6,14354.444213222152,-11.111112222222006
3,2,84,6,65283.35993400064,-30.0
3,1,1,6,98258.7476390474,-30.0
4,4,13,6,8719.999999999998,-9.999999999999998
4,4,16,6,3000.0,0.0
4,4,19,6,23360.0,-30.0
4,4,22,6,21290.0,-30.0
4,4,25,6,3000.0,0.0
4,4,28,6,28220.0,-30.0
4,4,4,6,3000.0,0.0
4,4,7,6,3000.0,0.0
4,4,10,6,3000.0,0.0
4,4,89,6,17735.0,-30.0
4,4,90,6,26210.0,-30.0
4,4,91,6,32255.0,-30.0
4,4,92,6,6389.9999999999945,-9.999999999999998
4,4,93,6,24740.000000000004,-30.0
4,4,94,6,14930.000000000004,-30.0
4,4,95,6,36905.0,-30.0
4,4,96,6,11143.333333333328,-9.999999999999998
4,4,97,6,31130.0,-30.0
4,4,98,6,41540.0,-30.0
4,4,99,6,38420.0,-30.0
4,4,100,6,32690.0,-30.0
4,3,85,6,21181.669903,-16.666670000000003
4,3,86,6,5999.9997,0.0
4,3,87,6,26041.849747666667,-27.77777500000002
4,3,88,6,61896.665311000004,-30.0
4,2,83,6,14354.444213222152,-11.111112222222006
4,2,84,6,65283.36453666565,-30.0
4,1,1,6,98258.7507044223,-30.0
