iter,est,no,usina,Indep,Coef
1,4,95,6,32112.500501749942,-30.0
1,4,96,6,3000.0,0.0
1,4,97,6,31587.5009952499,-30.0
1,4,98,6,17930.0,-30.0
1,4,99,6,31505.00069149993,-30.0
1,4,100,6,23700.0,-30.0
1,4,101,6,20370.0,-30.0
1,4,102,6,8456.666666666659,-9.999999999999998
1,3,87,6,57745.00184456262,-30.000003
1,3,88,6,5999.9997,0.0
1,3,89,6,57512.50350262539,-30.000003
1,3,90,6,11410.000000000002,-30.0
1,3,91,6,59162.50112343738,-30.000003
1,3,92,6,26060.0,-30.0
1,3,93,6,35660.0,-30.0
1,3,94,6,11926.665773999992,-9.999998999999997
1,2,83,6,38895.91443855611,-17.142856714285497
1,2,84,6,55688.56785503568,-30.0
1,2,85,6,73795.70735121414,-30.0
1,2,86,6,16613.33551416664,-20.000003499999902
1,1,1,6,97298.62960214973,-30.0
2,4,95,6,14037.50016724998,-9.999999999999998
2,4,96,6,3000.0,0.0
2,4,97,6,31587.500995249895,-30.0
2,4,98,6,9309.999999999998,-9.999999999999998
2,4,99,6,31505.000691499925,-30.0
2,4,100,6,11233.33333333333,-9.999999999999998
2,4,101,6,10123.333333333332,-9.999999999999998
2,4,102,6,3000.0,0.0
2,3,87,6,57745.00157006251,-30.0
2,3,88,6,5999.9997,0.0
2,3,89,6,57512.50350262539,-30.000003
2,3,90,6,11409.999499999998,-30.0
2,3,91,6,59162.50112343738,-30.000003
2,3,92,6,26059.999500000005,-30.0
2,3,93,6,35659.999500000005,-30.0
2,3,94,6,5999.9997,0.0
2,2,83,6,38895.91444896421,-17.142854999999997
2,2,84,6,55688.56785503568,-30.0
2,2,85,6,73795.70735121414,-30.0
2,2,86,6,16695.00193899992,-15.000003000000007
2,1,1,6,97316.75955115841,-30.0
