NO,PROBABILIDADE
1,1.0
4,0.3333333
7,0.3333333
10,0.3333333
13,0.1666667
16,0.1666667
19,0.1666667
22,0.1666667
25,0.1666667
28,0.1666667
31,0.1666667
34,0.1666667
37,0.1666667
58,0.1666667
61,0.1666667
64,0.1666667
83,0.666
84,0.33299999999999996
85,0.33333359999999995
86,0.6666672000000001
87,0.3333333
88,0.6666666
89,0.0833333
90,0.1666666
91,0.2499999
92,0.2499999
93,0.1666666
94,0.0833333
