NO_PAI,NO,Abertura,PER,PROB
0,1,1,1,1.0
9,4,1,4,0.1428571
9,7,2,4,0.1428571
26,9,3,3,0.5384615
9,10,3,4,0.1428571
27,13,4,4,0.1666667
27,16,5,4,0.1666667
9,19,6,4,0.1428571
27,22,7,4,0.1666667
27,25,8,4,0.1666667
1,26,9,2,0.481
26,27,9,3,0.4615385
27,28,9,4,0.1666667
63,31,10,4,0.1428571
63,34,11,4,0.1428571
9,37,12,4,0.1428571
54,40,13,4,0.1428571
54,43,14,4,0.1428571
27,46,15,4,0.1666667
54,52,17,4,0.1428571
62,54,18,3,0.5
54,55,18,4,0.2857143
63,58,19,4,0.1428571
63,61,20,4,0.1428571
1,62,21,2,0.518
62,63,21,3,0.5
63,64,21,4,0.1428571
54,70,23,4,0.1428571
63,73,24,4,0.2857143
54,79,26,4,0.1428571
9,82,27,4,0.2857143
