NO,PROBABILIDADE
1,1.0
7,0.3333333
9,0.4285714
10,0.6666667
19,0.4
25,0.5
26,0.259
27,0.5714286
28,0.5
36,0.5555556
37,0.6
46,0.4
52,0.5
53,0.333
54,0.4444444
55,0.5
63,0.4545455
64,0.6
73,0.5
77,0.407
78,0.5454545
79,0.5
