NUM   TIPO   MODIF  MI ANOI MF ANOF
 170 IPTER     1.90 10 2024 10 2024                                                                                                                                                                     
 170 IPTER     3.73 11 2024 11 2024                                                                                                                                                                     
 170 IPTER     3.04 12 2024                                                                                                                                                                             
  43 POTEF   185.90  1 2020          TERMOBAHIA                                                                                                                                                         
  43 FCMAX    85.50  1 2020                                                                                                                                                                             
 152 POTEF    49.73  1 2020          TERMOCABO                                                                                                                                                          
  74 POTEF   120.00  1 2020          TERMOCAMACAR                                                                                                                                                       
  74 FCMAX    22.25  1 2020                                                                                                                                                                             
  58 POTEF   223.00  1 2020          TERMOCEARA                                                                                                                                                         
  58 FCMAX    42.19  1 2020  1 2020                                                                                                                                                                     
  58 FCMAX    76.95  2 2020  2 2020                                                                                                                                                                     
  58 FCMAX   100.00  3 2020                                                                                                                                                                             
 159 POTEF   143.04  1 2020          TERMOMANAUS                                                                                                                                                        
  67 POTEF   170.85  1 2020          TERMONE                                                                                                                                                            
  69 POTEF   170.85  1 2020          TERMOPB                                                                                                                                                            
  96 POTEF   532.76  1 2020          TERMOPE                                                                                                                                                            
  96 GTMIN   348.80  1 2020  4 2020                                                                                                                                                                     
  96 GTMIN   331.43  5 2020  5 2020                                                                                                                                                                     
  96 GTMIN   348.80  6 2020  3 2021                                                                                                                                                                     
  96 GTMIN   329.36  4 2021  4 2021                                                                                                                                                                     
  96 GTMIN   348.80  5 2021  3 2022                                                                                                                                                                     
  96 GTMIN   329.36  4 2022  4 2022                                                                                                                                                                     
  96 GTMIN   348.80  5 2022  3 2023                                                                                                                                                                     
  96 GTMIN   329.36  4 2023  4 2023                                                                                                                                                                     
  96 GTMIN   348.80  6 2023                                                                                                                                                                             
  96 IPTER     0.00  1 2021  3 2021                                                                                                                                                                     
  96 IPTER    33.33  4 2021  4 2021                                                                                                                                                                     
  96 IPTER    12.90  5 2021  5 2021                                                                                                                                                                     
  96 IPTER     0.00  6 2021  3 2022                                                                                                                                                                     
  96 IPTER    33.33  4 2022  4 2022                                                                                                                                                                     
  96 IPTER    12.90  5 2022  5 2022                                                                                                                                                                     
  96 IPTER     0.00  6 2022  3 2023                                                                                                                                                                     
  96 IPTER    33.33  4 2023  4 2023                                                                                                                                                                     
  96 IPTER   100.00  5 2023  5 2023                                                                                                                                                                     
  96 IPTER    13.33  6 2023  6 2023                                                                                                                                                                     
  96 IPTER     0.00  7 2023 12 2023                                                                                                                                                                     
  83 POTEF   367.90  1 2020          VALE DO ACU                                                                                                                                                        
  83 FCMAX    65.38  1 2020  1 2020                                                                                                                                                                     
  83 FCMAX    42.43  2 2020  2 2020                                                                                                                                                                     
  83 FCMAX    84.30  3 2020                                                                                                                                                                             
 201 POTEF   166.00  1 2020          APARECIDA                                                                                                                                                          
 201 GTMIN    75.00  1 2020  8 2023                                                                                                                                                                     
 201 GTMIN    90.06  9 2023  9 2023                                                                                                                                                                     
 201 GTMIN    75.00 10 2023  7 2024                                                                                                                                                                     
 201 GTMIN    87.23  8 2024  8 2024                                                                                                                                                                     
 201 GTMIN   124.12  9 2024  9 2024                                                                                                                                                                     
 201 GTMIN    98.31 10 2024 10 2024                                                                                                                                                                     
 201 GTMIN    75.00 11 2024                                                                                                                                                                             
 203 POTEF    85.38  1 2020          C. ROCHA                                                                                                                                                           
 203 GTMIN    67.00  1 2020                                                                                                                                                                             
 318 POTEF    40.00  1 2020  1 2020  FLORES LT1                                                                                                                                                         
 318 FCMAX     0.00  1 2020                                                                                                                                                                             
 319 POTEF    40.00  1 2020  1 2020  FLORES LT2                                                                                                                                                         
 319 FCMAX     0.00  1 2020                                                                                                                                                                             
  73 POTEF   165.87  1 2020          GERAMAR I                                                                                                                                                          
  70 POTEF   165.87  1 2020          GERAMAR II                                                                                                                                                         
 317 POTEF    25.00  1 2020  1 2020  IRANDUBA                                                                                                                                                           
 317 FCMAX     0.00  1 2020                                                                                                                                                                             
 204 POTEF    75.48  1 2020          JARAQUI                                                                                                                                                            
 204 FCMAX    86.95  1 2020                                                                                                                                                                             
 204 GTMIN    62.99  1 2020                                                                                                                                                                             
 205 POTEF    66.80  1 2020          MANAUARA                                                                                                                                                           
 205 FCMAX    99.43  1 2020                                                                                                                                                                             
 205 IPTER     0.39  1 2020                                                                                                                                                                             
 205 GTMIN    64.50  1 2020                                                                                                                                                                             
 212 POTEF   518.80  1 2020          MARANHAO III                                                                                                                                                       
 212 GTMIN   483.37  6 2020 11 2020                                                                                                                                                                     
 212 GTMIN   482.05  6 2021 11 2021                                                                                                                                                                     
 212 GTMIN   482.05  6 2022 11 2022                                                                                                                                                                     
 212 GTMIN   482.05  6 2023 11 2023                                                                                                                                                                     
 212 GTMIN   483.37  6 2024 11 2024                                                                                                                                                                     
 436 POTEF     1.12  1 2021 12 2022  MARAN IV L22
 437 POTEF   336.48  1 2021 12 2022  MARAN IV L7
  36 POTEF   337.60  1 2020          MARANHAO IV                                                                                                                                                        
  36 FCMAX     0.00  1 2021 12 2022                                                                                                                                                                     
  36 FCMAX   100.00  1 2023                                                                                                                                                                             
 421 POTEF     1.10  1 2021 12 2022  MARAN V L22
 422 POTEF   336.50  1 2021 12 2022  MARAN V L7
  21 POTEF   337.60  1 2020          MARANHAO V                                                                                                                                                         
  21 FCMAX     0.00  1 2021 12 2022                                                                                                                                                                     
  21 FCMAX   100.00  1 2023                                                                                                                                                                             
 140 POTEF   590.75  1 2020          MAUA 3                                                                                                                                                             
 140 FCMAX    98.69  1 2020                                                                                                                                                                             
 140 GTMIN   264.00  1 2020  2 2020                                                                                                                                                                     
 140 GTMIN   291.41  3 2020  3 2020                                                                                                                                                                     
 140 GTMIN   266.61  4 2020  4 2020                                                                                                                                                                     
 140 GTMIN   264.00  5 2020  7 2020                                                                                                                                                                     
 140 GTMIN   334.05  8 2020  8 2020                                                                                                                                                                     
 140 GTMIN   358.80  9 2020  9 2020                                                                                                                                                                     
 140 GTMIN   351.38 10 2020 10 2020                                                                                                                                                                     
 140 GTMIN   320.38 11 2020 11 2020                                                                                                                                                                     
 140 GTMIN   296.95 12 2020 12 2020                                                                                                                                                                     
 140 GTMIN   289.59  1 2021  1 2021                                                                                                                                                                     
 140 GTMIN   283.37  2 2021  2 2021                                                                                                                                                                     
 140 GTMIN   315.65  3 2021  3 2021                                                                                                                                                                     
 140 GTMIN   307.33  4 2021  4 2021                                                                                                                                                                     
 140 GTMIN   281.84  5 2021  5 2021                                                                                                                                                                     
 140 GTMIN   281.65  6 2021  6 2021                                                                                                                                                                     
 140 GTMIN   313.43  7 2021  7 2021                                                                                                                                                                     
 140 GTMIN   399.06  8 2021  8 2021                                                                                                                                                                     
 140 GTMIN   448.06  9 2021  9 2021                                                                                                                                                                     
 140 GTMIN   449.85 10 2021 10 2021                                                                                                                                                                     
 140 GTMIN   402.61 11 2021 11 2021                                                                                                                                                                     
 140 GTMIN   340.03 12 2021 12 2021                                                                                                                                                                     
 140 GTMIN   336.19  1 2022  1 2022                                                                                                                                                                     
 140 GTMIN   331.24  2 2022  2 2022                                                                                                                                                                     
 140 GTMIN   361.17  3 2022  3 2022                                                                                                                                                                     
 140 GTMIN   325.32  4 2022  4 2022                                                                                                                                                                     
 140 GTMIN   299.83  5 2022  5 2022                                                                                                                                                                     
 140 GTMIN   305.95  6 2022  6 2022                                                                                                                                                                     
 140 GTMIN   338.97  7 2022  7 2022                                                                                                                                                                     
 140 GTMIN   414.26  8 2022  8 2022                                                                                                                                                                     
 140 GTMIN   469.54  9 2022  9 2022                                                                                                                                                                     
 140 GTMIN   474.85 10 2022 10 2022                                                                                                                                                                     
 140 GTMIN   417.13 11 2022 11 2022                                                                                                                                                                     
 140 GTMIN   363.14 12 2022 12 2022                                                                                                                                                                     
 140 GTMIN   375.56  1 2023  1 2023                                                                                                                                                                     
 140 GTMIN   350.17  2 2023  2 2023                                                                                                                                                                     
 140 GTMIN   385.98  3 2023  3 2023                                                                                                                                                                     
 140 GTMIN   343.87  4 2023  4 2023                                                                                                                                                                     
 140 GTMIN   337.38  5 2023  5 2023                                                                                                                                                                     
 140 GTMIN   346.50  6 2023  6 2023                                                                                                                                                                     
 140 GTMIN   376.16  7 2023  7 2023                                                                                                                                                                     
 140 GTMIN   462.77  8 2023  8 2023                                                                                                                                                                     
 140 GTMIN   491.33  9 2023  9 2023                                                                                                                                                                     
 140 GTMIN   469.11 10 2023 10 2023                                                                                                                                                                     
 140 GTMIN   390.96 11 2023 11 2023                                                                                                                                                                     
 140 GTMIN   370.36 12 2023 12 2023                                                                                                                                                                     
 140 GTMIN   394.53  1 2024  1 2024                                                                                                                                                                     
 140 GTMIN   369.81  2 2024  2 2024                                                                                                                                                                     
 140 GTMIN   408.38  3 2024  3 2024                                                                                                                                                                     
 140 GTMIN   376.14  4 2024  4 2024                                                                                                                                                                     
 140 GTMIN   372.43  5 2024  5 2024                                                                                                                                                                     
 140 GTMIN   383.03  6 2024  6 2024                                                                                                                                                                     
 140 GTMIN   413.29  7 2024  7 2024                                                                                                                                                                     
 140 GTMIN   491.33  8 2024 10 2024                                                                                                                                                                     
 140 GTMIN   435.74 11 2024 11 2024                                                                                                                                                                     
 140 GTMIN   413.44 12 2024                                                                                                                                                                             
 206 POTEF   110.00  1 2020          MAUA B3                                                                                                                                                            
 206 FCMAX     0.00  1 2020                                                                                                                                                                             
 141 POTEF   150.00  1 2020          MAUA B4                                                                                                                                                            
 141 FCMAX     0.00  1 2020                                                                                                                                                                             
 446 POTEF    26.96  1 2021 12 2022  N.VEN 2 L22
 447 POTEF   151.25  1 2021 12 2022  N.VEN 2 L7
  46 POTEF   178.21  1 2020          N.VENECIA 2                                                                                                                                                        
  46 FCMAX     0.00  1 2021 12 2022                                                                                                                                                                     
  46 FCMAX   100.00  1 2023                                                                                                                                                                             
 228 POTEF     5.54  2 2022          O. CANOAS 1                                                                                                                                                        
 228 GTMIN     2.25  2 2022                                                                                                                                                                             
 116 POTEF    56.28  1 2020          PARNAIBA IV                                                                                                                                                        
 239 POTEF   363.20  1 2024          PARNAIBA V                                                                                                                                                         
 207 POTEF    66.00  1 2020          PONTA NEGRA                                                                                                                                                        
 207 IPTER     0.53  1 2020                                                                                                                                                                             
 207 GTMIN    64.00  1 2020                                                                                                                                                                             
 176 POTEF   360.14  1 2020          PORTO ITAQUI                                                                                                                                                       
 209 POTEF    93.04  1 2020          TAMBAQUI                                                                                                                                                           
 209 FCMAX    70.54  1 2020                                                                                                                                                                             
 209 GTMIN    63.00  1 2020                                                                                                                                                                             
 109 TEIFT     0.00  1 2020  2 2020  ALTOS
 111 TEIFT     0.00  1 2020  2 2020  ARACATI
 113 TEIFT     0.00  1 2020  2 2020  BATURITE
 117 TEIFT     0.00  1 2020  2 2020  CAMPO MAIOR
 119 TEIFT     0.00  1 2020  2 2020  CAUCAIA
 121 TEIFT     0.00  1 2020  2 2020  CRATO
 125 TEIFT     0.00  1 2020  2 2020  ENGUIA PECEM
 127 TEIFT     0.00  1 2020  2 2020  IGUATU
 133 TEIFT     0.00  1 2020  2 2020  JUAZEIRO N
 135 TEIFT     0.00  1 2020  2 2020  MARAMBAIA
 138 TEIFT     0.00  1 2020  2 2020  NAZARIA
 107 TEIFT     0.00  1 2020  2 2020  PAMPA SUL
  42 TEIFT     0.00  1 2020  2 2020  FORTALEZA
  83 TEIFT     0.00  1 2020  2 2020  VALE DO ACU
  58 TEIFT     0.00  1 2020  2 2020  TERMOCEARA
