etapa,iter,est,node,prob,Submercado,Demanda,GT,GH,Deficit,Excesso,AFL,Vini,VolArm,CustoPresente,CMO
FW,5,1,1,1.0,1,2000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,20000.0,30.0
FW,5,2,26,0.444,1,2000.0,605.0000000000007,1394.9999999999993,0.0,0.0,2109.0,0.0,714.0000000000007,8150.00000000002,30.0
FW,5,2,71,0.555,1,2000.0,2000.0,0.0,0.0,0.0,706.0,0.0,706.0,50000.0,30.0
FW,5,3,27,1.0,1,2000.0,499.99999999999955,1500.0000000000005,0.0,0.0,1157.0,714.0000000000007,371.00000000000017,4999.999999999985,30.0
FW,5,3,72,1.0,1,2000.0,994.0000000000013,1005.9999999999987,0.0,0.0,837.0,706.0,537.000000000001,19820.000000000036,30.0
FW,5,4,10,0.25,1,2000.0,499.9999999999998,1500.0000000000002,0.0,0.0,1129.0,371.00000000000017,0.0,4999.9999999999945,30.0
FW,5,4,19,0.25,1,2000.0,740.9999999999998,1259.0000000000002,0.0,0.0,888.0,371.00000000000017,0.0,12229.999999999993,30.0
FW,5,4,28,0.25,1,2000.0,902.9999999999998,1097.0000000000002,0.0,0.0,726.0,371.00000000000017,0.0,17089.999999999993,30.0
FW,5,4,37,0.25,1,2000.0,823.9999999999998,1176.0000000000002,0.0,0.0,805.0,371.00000000000017,0.0,14719.999999999995,30.0
FW,5,4,46,0.2,1,2000.0,898.9999999999991,1101.000000000001,0.0,0.0,564.0,537.000000000001,0.0,16969.999999999975,30.0
FW,5,4,52,0.2,1,2000.0,499.9999999999991,1500.000000000001,0.0,0.0,963.0,537.000000000001,0.0,4999.9999999999745,30.0
FW,5,4,64,0.2,1,2000.0,843.9999999999991,1156.000000000001,0.0,0.0,619.0,537.000000000001,0.0,15319.99999999997,30.0
FW,5,4,73,0.4,1,2000.0,1076.9999999999993,923.000000000001,0.0,0.0,386.0,537.000000000001,0.0,22309.99999999997,30.0
