"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf";"mediaLimSup";"stdOrig";"stdRed";"stdLimInf";"stdLimSup";"chi2_lower";"chi2_upper";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"11";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;15;34,466;34,564;1,96;0,826;33,64;35,292;9,418;9,435;8,868;10,041;562,789;438,998;-0,054;-0,05;-0,998;-0,968;0,174;0,002;1;0,893;0,152;0,041;0,903;0,969;0,423
"12";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;16;1,302;1,292;1,96;0,051;1,251;1,353;0,582;0,606;0,548;0,621;562,789;438,998;-0,165;-0,244;-0,6;-0,618;0,022;0,006;1;0,829;0,894;0,795;0,881;0,513;0,811
"13";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;17;604,094;604,02;1,96;16,363;587,731;620,457;186,686;188,149;175,788;199,035;562,789;438,998;-0,728;-0,714;-0,646;-0,653;2,586;0,016;1;0,996;0,161;0,078;0,993;0,879;0,493
"14";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;18;386,248;386,262;1,96;9,294;376,954;395,542;106,032;106,985;99,842;113,046;562,789;438,998;-0,969;-0,959;-0,402;-0,412;1,746;0,01;1;0,999;0,312;0,093;0,998;0,89;0,032
"15";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;22;128,724;128,562;1,96;5,601;123,123;134,325;63,904;63,815;60,173;68,131;562,789;438,998;0,241;0,231;-1,482;-1,499;0,642;0,01;1;0,974;0,503;0,319;0,985;0,959;0,453
"16";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;23;38,174;38,256;1,96;1,03;37,144;39,204;11,746;11,757;11,06;12,523;562,789;438,998;-0,413;-0,422;-0,753;-0,712;0,254;0,01;1;0,928;0,821;0,47;0,941;0,979;0,073
"17";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;24;324,426;324,254;1,96;9,916;314,51;334,342;113,131;113,865;106,527;120,615;562,789;438,998;0,035;0,039;-1,292;-1,278;1,632;0,01;1;0,984;0,195;0,036;0,993;0,866;0,793
"18";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;25;360,788;358,808;1,96;12,299;348,489;373,087;140,319;141,133;132,127;149,601;562,789;438,998;0,602;0,623;-0,635;-0,588;3,624;0,018;1;0,856;0,223;0,269;0,872;0,935;0,154
"19";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;28;6,434;6,428;1,96;0,343;6,091;6,777;3,911;3,863;3,683;4,17;562,789;438,998;0,204;0,227;-0,61;-0,609;0,082;0,012;1;0,984;0,01;0,002;0,99;0,821;0,465
"20";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;31;327,794;327,164;1,96;12,076;315,718;339,87;137,775;136,342;129,732;146,889;562,789;438,998;0,279;0,269;-1,057;-1,058;1,958;0,006;1;0,953;0,636;0,572;0,942;0,801;0,105
"21";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;32;75,386;75,306;1,96;1,862;73,524;77,248;21,241;21,223;20,001;22,646;562,789;438,998;-0,672;-0,657;-0,6;-0,588;0,296;0,004;1;0,961;0,714;0,865;0,955;0,986;0,077
"22";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;33;1155,436;1157,444;1,96;37,84;1117,596;1193,276;431,702;432,895;406,501;460,26;562,789;438,998;1,18;1,198;0,089;0,141;5,732;0,02;1;0,952;0,081;0,039;0,958;0,971;0,008
"23";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;34;606,58;606,092;1,96;14,953;591,627;621,533;170,59;170,988;160,632;181,875;562,789;438,998;-0,492;-0,493;-1,006;-1,008;1,792;0,012;1;0,971;0,529;0,246;0,976;0,965;0,014
"24";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;47;470,14;470,722;1,96;24,258;445,882;494,398;276,752;274,999;260,596;295,06;562,789;438,998;1,234;1,23;-0,094;-0,114;3,874;0,024;1;0,978;0,884;0,554;0,98;0,929;0,167
"25";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;48;9,846;9,88;1,96;0,449;9,397;10,295;5,126;5,105;4,827;5,465;562,789;438,998;1,049;1,027;0,287;0,221;0,142;0,02;1;0,932;0,691;0,594;0,939;0,936;0,906
"26";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;49;187,3;187,626;1,96;8,997;178,303;196,297;102,649;102,709;96,656;109,439;562,789;438,998;1,305;1,295;0,597;0,571;1,894;0,014;1;0,967;0,874;0,601;0,971;0,992;0,75
"27";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;50;161,792;161,71;1,96;5,443;156,349;167,235;62,103;62,161;58,477;66,211;562,789;438,998;0,663;0,676;0,014;0,05;1,302;0,026;1;0,986;0,815;0,685;0,988;0,981;0,531
"28";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;51;13,982;13,974;1,96;0,525;13,457;14,507;5,985;5,944;5,636;6,381;562,789;438,998;0,647;0,655;-0,144;-0,116;0,14;0,02;1;0,986;0,81;0,748;0,987;0,907;0,64
"29";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;52;28,192;28,194;1,96;0,994;27,198;29,186;11,345;11,356;10,682;12,095;562,789;438,998;0,655;0,652;-0,048;-0,056;0,222;0,02;1;0,998;0,762;0,664;0,999;0,991;0,64
"30";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;57;338,108;338,648;1,96;14,34;323,768;352,448;163,6;160,005;154,05;174,422;562,789;438,998;1,236;1,206;0,644;0,592;4,356;0,018;1;0,966;0,769;0,796;0,973;0,75;0,268
"31";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;61;302,45;301,934;1,96;8,391;294,059;310,841;95,733;95,367;90,145;102,066;562,789;438,998;1,052;1,057;0,396;0,414;2,288;0,016;1;0,945;0,934;0,749;0,948;0,962;0,722
"32";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;62;58,68;58,89;1,96;0,673;58,007;59,353;7,681;7,583;7,232;8,189;562,789;438,998;0,3;0,229;-0,419;-0,583;0,298;0,02;1;0,722;0,717;0,432;0,761;0,797;0,904
"33";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;63;131,856;132,138;1,96;1,265;130,591;133,121;14,427;14,3;13,585;15,382;562,789;438,998;0,361;0,289;-0,515;-0,644;0,502;0,016;1;0,8;0,546;0,313;0,828;0,865;0,97
"34";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;71;70,822;71,064;1,96;3,345;67,477;74,167;38,165;38,749;35,937;40,69;562,789;438,998;0,138;0,232;-0,956;-0,742;1,698;0,024;1;0,936;0,288;0,346;0,943;0,738;0,993
"35";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;72;4,812;4,802;1,96;0,181;4,631;4,993;2,06;2,014;1,94;2,197;562,789;438,998;0,252;0,22;-0,556;-0,511;0,062;0,006;1;0,949;0,092;0,05;0,951;0,696;0,872
"36";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;73;19,278;19,198;1,96;0,724;18,554;20,002;8,261;7,983;7,779;8,808;562,789;438,998;0,288;0,274;-0,672;-0,705;0,28;0,012;1;0,898;0,046;0,008;0,918;0,561;0,926
"37";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;74;487,166;487,022;1,96;35,582;451,584;522,748;405,943;405,135;382,245;432,796;562,789;438,998;1,243;1,236;-0,063;-0,07;4,972;0,018;1;0,996;0,623;0,698;0,996;0,972;0,278
"38";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;76;94,562;93,946;1,96;3,493;91,069;98,055;39,85;38,446;37,524;42,486;562,789;438,998;0,35;0,323;-0,722;-0,749;1,356;0,01;1;0,838;0,048;0,009;0,849;0,594;0,794
"39";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;77;52,494;52,736;1,96;4,713;47,781;57,207;53,769;53,097;50,63;57,326;562,789;438,998;1,438;1,437;1,567;1,775;1,754;0,01;1;0,953;0,969;0,73;0,954;0,875;0,711
"40";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;78;21,472;21,624;1,96;1,751;19,721;23,223;19,975;19,689;18,809;21,296;562,789;438,998;1,334;1,311;1,202;1,314;0,612;0,012;1;0,921;0,936;0,703;0,92;0,855;0,648
"41";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;81;53,988;54,24;1,96;4,773;49,215;58,761;54,451;53,869;51,272;58,053;562,789;438,998;1,346;1,334;1,244;1,383;1,62;0,012;1;0,952;0,952;0,665;0,944;0,907;0,771
"42";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;88;316,662;311,894;1,96;28,334;288,328;344,996;323,254;318,469;304,384;344,638;562,789;438,998;1,46;1,489;0,735;0,875;6;0,01;1;0,848;0,764;0,848;0,861;0,854;0,32
"43";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;89;74,676;73,556;1,96;7,124;67,552;81,8;81,271;80,112;76,526;86,647;562,789;438,998;1,506;1,528;0,762;0,872;1,424;0,02;1;0,858;0,857;0,829;0,875;0,847;0,473
"44";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;92;264,088;263,62;1,96;19,703;244,385;283,791;224,785;224,05;211,663;239,655;562,789;438,998;0,552;0,564;-1,288;-1,264;2,632;0,012;1;0,979;0,601;0,258;0,98;0,926;0,393
"45";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;93;40,776;40,768;1,96;3,647;37,129;44,423;41,608;41,975;39,18;44,361;562,789;438,998;1,345;1,382;0,545;0,654;0,82;0,008;1;0,998;0,971;0,597;0,994;0,902;0,422
"46";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;94;76,784;76,324;1,96;5,477;71,307;82,261;62,485;61,529;58,837;66,618;562,789;438,998;1,711;1,73;1,938;1,976;1,604;0,02;1;0,924;0,751;0,997;0,944;0,847;0,506
"47";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;97;114,488;113,592;1,96;5,096;109,392;119,584;58,144;58,301;54,75;61,991;562,789;438,998;0,944;1,017;1,267;1,442;2,084;0,018;1;0,843;0,417;0,535;0,853;0,97;0,165
"48";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;98;183,822;182,568;1,96;17,003;166,819;200,825;193,979;191,812;182,655;206,811;562,789;438,998;1,202;1,222;0,229;0,313;3,886;0,012;1;0,933;0,831;0,46;0,932;0,865;0,738
"49";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;99;92,234;92,128;1,96;1,023;91,211;93,257;11,668;11,772;10,987;12,44;562,789;438,998;-0,173;-0,179;-0,529;-0,567;0,254;0,008;1;0,907;0,767;0,677;0,936;0,872;0,009
"50";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;101;141,388;142,066;1,96;8,68;132,708;150,068;99,027;99,488;93,246;105,578;562,789;438,998;0,629;0,611;-0,997;-1,042;1,25;0,008;1;0,93;0,47;0,141;0,932;0,913;0,779
"51";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;102;323,66;321,824;1,96;14,715;308,945;338,375;167,877;168,358;158,076;178,982;562,789;438,998;0,901;1,042;0,597;1,041;7,34;0,024;1;0,888;0,58;0,855;0,902;0,962;0,185
"52";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;103;11,336;11,222;1,96;0,528;10,808;11,864;6,029;5,926;5,677;6,427;562,789;438,998;0,601;0,595;-0,471;-0,272;0,298;0,018;1;0,805;0,268;0,157;0,823;0,73;0,154
"53";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;104;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"54";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;109;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"55";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;110;32,726;32,722;1,96;0,796;31,93;33,522;9,081;9,062;8,551;9,682;562,789;438,998;0,329;0,377;-0,606;-0,655;0,228;0,008;1;0,995;0,349;0,28;0,998;0,963;0,501
"56";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;111;150,59;148,948;1,96;9,299;141,291;159,889;106,091;104,953;99,898;113,11;562,789;438,998;0,669;0,636;-0,17;-0,195;2,942;0,03;1;0,841;0,577;0,491;0,817;0,867;0,771
"57";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;112;1,81;1,788;1,96;0,172;1,638;1,982;1,966;1,852;1,851;2,096;562,789;438,998;1,78;1,714;3,611;3,316;0,102;0,026;1;0,881;0,307;0,694;0,892;0,645;0,98
"58";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;113;40,042;39,658;1,96;3,327;36,715;43,369;37,951;36,233;35,736;40,462;562,789;438,998;2,018;1,897;4,698;4,042;1,492;0,024;1;0,893;0,378;0,922;0,897;0,69;0,909
"59";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;114;44,008;43,6;1,96;3,56;40,448;47,568;40,612;38,901;38,241;43,298;562,789;438,998;2,039;1,929;4,853;4,264;1,628;0,026;1;0,894;0,411;0,959;0,898;0,689;0,892
"60";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;115;15,236;15,334;1,96;0,872;14,364;16,108;9,944;9,994;9,364;10,602;562,789;438,998;1,551;1,557;1,067;1,108;0,234;0,016;1;0,899;0,967;0,939;0,91;0,945;0,917
"61";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;116;7,944;7,912;1,96;0,243;7,701;8,187;2,768;2,788;2,606;2,951;562,789;438,998;0,431;0,421;-0,502;-0,542;0,088;0,018;1;0,882;0,095;0,036;0,911;0,898;0,603
"62";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;117;21,756;21,77;1,96;0,505;21,251;22,261;5,766;5,814;5,429;6,147;562,789;438,998;0,44;0,412;-0,463;-0,551;0,19;0,02;1;0,975;0,092;0,034;0,978;0,895;0,66
"63";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;118;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"64";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;119;41,092;41,15;1,96;1,013;40,079;42,105;11,552;11,604;10,878;12,316;562,789;438,998;0,437;0,406;-0,5;-0,58;0,338;0,014;1;0,949;0,102;0,036;0,948;0,94;0,678
"65";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;134;77,61;77,574;1,96;3,406;74,204;81,016;38,86;38,996;36,592;41,431;562,789;438,998;0,451;0,433;-1,149;-1,177;0,7;0,016;1;0,991;0,501;0,451;0,994;0,939;0,636
"66";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;141;323,1;323,008;1,96;9,148;313,952;332,248;104,361;103,21;98,269;111,265;562,789;438,998;-0,101;-0,048;-1,003;-1,021;2,812;0,024;1;0,991;0,61;0,912;0,989;0,814;0,212
"67";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;144;246,962;246,78;1,96;6,786;240,176;253,748;77,415;76,722;72,896;82,536;562,789;438,998;0,024;0,07;-1,153;-1,155;1,934;0,016;1;0,976;0,695;0,85;0,982;0,818;0,2
"68";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;145;168,928;169,47;1,96;2,662;166,266;171,59;30,367;31,277;28,594;32,376;562,789;438,998;0,29;0,259;-1,057;-1,211;1,626;0,036;0,995;0,822;0,436;0,124;0,838;0,559;0,029
"69";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;148;139,696;139,606;1,96;4,057;135,639;143,753;46,286;45,861;43,584;49,348;562,789;438,998;-0,043;0,01;-0,962;-0,971;1,17;0,018;1;0,98;0,569;0,823;0,986;0,838;0,224
"70";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;149;140,578;139,872;1,96;2,359;138,219;142,937;26,914;27,416;25,343;28,694;562,789;438,998;0,208;0,229;-0,075;-0,212;1,186;0,018;1;0,739;0,325;0,419;0,766;0,758;0,719
"71";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;154;155,942;155,856;1,96;1,654;154,288;157,596;18,874;18,872;17,772;20,122;562,789;438,998;1,325;1,327;0,481;0,478;0,298;0,006;1;0,953;0,063;0,026;0,951;1;0,027
"72";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;155;102,332;102,758;1,96;5,033;97,299;107,365;57,418;58,047;54,066;61,216;562,789;438,998;0,563;0,616;-0,359;-0,211;1,23;0,01;1;0,924;0,041;0,044;0,933;0,859;0,634
"73";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;156;678,074;677,77;1,96;35,575;642,499;713,649;405,86;407,756;382,167;432,708;562,789;438,998;0,635;0,645;-1,022;-0,985;5,46;0,012;1;0,992;0,068;0,147;0,995;0,909;0,822
"74";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;158;44,926;44,496;1,96;1,274;43,652;46,2;14,539;14,299;13,69;15,501;562,789;438,998;0,668;0,685;0,073;0,206;0,526;0,014;1;0,7;0,46;0,337;0,75;0,814;0,055
"75";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;160;13,21;13,256;1,96;0,307;12,903;13,517;3,504;3,516;3,299;3,736;562,789;438,998;0,424;0,39;-0,527;-0,591;0,074;0,004;1;0,866;0,102;0,061;0,899;0,928;0,744
"76";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;161;112,96;113,112;1,96;2,632;110,328;115,592;30,028;30,174;28,275;32,014;562,789;438,998;0,437;0,405;-0,508;-0,582;0,828;0,014;1;0,948;0,103;0,04;0,95;0,919;0,678
"77";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;166;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"78";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;168;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"79";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;169;1258,154;1260,858;1,96;37,99;1220,164;1296,144;433,412;432,224;408,111;462,082;562,789;438,998;-0,101;-0,099;-0,707;-0,72;7,072;0,018;1;0,936;0,965;0,572;0,957;0,956;0,062
"80";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;171;0;0;1,96;0;0;0;0;0;0;0;562,789;438,998;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"81";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;172;2083,486;2085,882;1,96;66,74;2016,746;2150,226;761,414;761,048;716,965;811,782;562,789;438,998;-0,298;-0,297;-1,124;-1,121;7,5;0,012;1;0,968;0,525;0,483;0,975;0,988;0,394
"82";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;173;2083,486;2085,882;1,96;66,74;2016,746;2150,226;761,414;761,048;716,965;811,782;562,789;438,998;-0,298;-0,297;-1,124;-1,121;7,5;0,012;1;0,968;0,525;0,483;0,961;0,988;0,394
"83";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;175;2083,486;2085,882;1,96;66,74;2016,746;2150,226;761,414;761,048;716,965;811,782;562,789;438,998;-0,298;-0,297;-1,124;-1,121;7,5;0,012;1;0,968;0,525;0,483;0,973;0,992;0,394
"84";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;176;2083,486;2085,882;1,96;66,74;2016,746;2150,226;761,414;761,048;716,965;811,782;562,789;438,998;-0,298;-0,297;-1,124;-1,121;7,5;0,012;1;0,968;0,525;0,483;0,969;0,991;0,394
"85";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;178;2083,486;2085,882;1,96;66,74;2016,746;2150,226;761,414;761,048;716,965;811,782;562,789;438,998;-0,298;-0,297;-1,124;-1,121;7,5;0,012;1;0,968;0,525;0,483;0,97;0,987;0,394
"86";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;183;2,866;2,854;1,96;0,106;2,76;2,972;1,212;1,17;1,141;1,292;562,789;438,998;0,238;0,255;-1,132;-1,122;0,044;0,008;1;0,896;0,516;0,3;0,906;0,553;0,668
"87";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;188;67,796;67,348;1,96;3,732;64,064;71,528;42,577;42,517;40,092;45,394;562,789;438,998;0,344;0,353;-1,201;-1,188;0,692;0,018;1;0,892;0,548;0,468;0,894;0,97;0,668
"88";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;190;408,656;409,518;1,96;5,734;402,922;414,39;65,413;65,832;61,594;69,74;562,789;438,998;0,941;0,994;0,306;0,435;1,298;0,016;1;0,866;0,063;0,042;0,876;0,927;0,059
"89";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;191;108,764;108,678;1,96;3,341;105,423;112,105;38,118;38,245;35,893;40,639;562,789;438,998;0,549;0,548;-0,957;-0,928;0,814;0,012;1;0,977;0,06;0,012;0,98;0,944;0,484
"90";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;196;37,108;37,132;1,96;0,693;36,415;37,801;7,907;7,888;7,445;8,43;562,789;438,998;-0,482;-0,487;-0,623;-0,619;0,132;0,006;1;0,969;0,038;0,023;0,967;0,96;0,473
"91";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;204;2274,83;2271,204;1,96;38,632;2236,198;2313,462;440,737;438,221;415,008;469,892;562,789;438,998;0,264;0,252;-1,646;-1,643;7,954;0,02;1;0,915;0,945;0,184;0,93;0,838;0,011
"92";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;205;133,46;133,354;1,96;2,478;130,982;135,938;28,269;28,286;26,619;30,139;562,789;438,998;0,114;0,105;-0,973;-0,915;0,942;0,03;1;0,961;0,78;0,916;0,975;0,99;0,005
"93";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;206;15,618;15,594;1,96;0,605;15,013;16,223;6,905;6,889;6,502;7,362;562,789;438,998;-0,118;-0,126;-1,137;-1,121;0,084;0,008;1;0,964;0,242;0,217;0,965;0,946;0,657
"94";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;207;2,702;2,628;1,96;0,152;2,55;2,854;1,739;1,705;1,638;1,854;562,789;438,998;0,294;0,309;-0,496;-0,423;0,078;0,014;1;0,579;0,009;0,019;0,664;0,75;0,385
"95";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;209;343,536;344,004;1,96;9,196;334,34;352,732;104,916;105,427;98,791;111,856;562,789;438,998;-0,398;-0,406;-0,763;-0,713;2,332;0,012;1;0,954;0,901;0,516;0,972;0,916;0,067
"96";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;211;139,798;140,752;1,96;4,372;135,426;144,17;49,878;49,803;46,967;53,178;562,789;438,998;0,994;0,961;0,769;0,678;1,526;0,024;1;0,805;0,573;0,712;0,804;0,988;0,175
"97";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;215;225,422;221,922;1,96;25,502;199,92;250,924;290,948;290,532;273,964;310,195;562,789;438,998;1,833;1,883;2,145;2,458;5,356;0,032;0,999;0,877;0,992;0,917;0,902;0,984;0,442
"98";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;216;39,492;38,934;1,96;3,662;35,83;43,154;41,775;41,214;39,337;44,539;562,789;438,998;1,49;1,512;0,751;0,869;0,746;0,008;1;0,862;0,819;0,849;0,876;0,85;0,393
"99";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;217;115,868;115,87;1,96;9,522;106,346;125,39;108,63;109,618;102,288;115,816;562,789;438,998;1,555;1,582;1,098;1,171;2,01;0,026;1;1;0,987;0,783;1;0,892;0,742
"100";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;220;28,868;28,836;1,96;2,574;26,294;31,442;29,365;29,572;27,651;31,307;562,789;438,998;1,343;1,379;0,529;0,639;0,6;0,014;1;0,989;0,982;0,592;0,992;0,929;0,391
"101";"avaliaArvores/A_5_50_2";"BKAssimetrico";3;250;222;133,62;134,194;1,96;12,075;121,545;145,695;137,766;136,265;129,723;146,879;562,789;438,998;1,409;1,406;1,438;1,627;4,158;0,012;1;0,957;0,984;0,719;0,956;0,889;0,814
