"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"2087";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;220;15,678;15,678;1,96;2564,408;13,48;17,876;12,79;18,566;2,198;2,888;13,842;13,388;12,545;11,913;162,053;144,538;69,287;55,132;18,066;19,461;22,592;25,363;1455,277;2156,815;3356,48;4158,643;25,071;23,828;23,607;26,729;562,789;438,998;23,172;27,282;584,125;421,385;11,847;13,325;192,868;234,427;1,386;0,124;0,207;1;0;0,63;1;0,89;0,725
"2088";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;97;35,72;35,72;1,96;2564,408;32,346;39,094;31,285;40,155;3,374;4,435;32,436;31,8;29,905;28,401;844,839;708,426;400,17;309,694;39,615;41,048;43,323;46,682;2328,251;2623,06;2772,52;3581,764;38,496;32,348;36,249;41,042;562,789;438,998;35,58;41,891;584,125;421,385;4,37;4,032;28,079;28,383;3,553;0,104;0,403;1;0,121;0,677;1;0,699;0,621
"2089";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;93;22,232;22,232;1,96;2564,408;19,124;25,34;18,147;26,317;3,108;4,085;19,63;19,11;17,76;17,02;315,243;280,052;133,815;110,332;25,662;26,949;32,445;38,018;2913,532;3745,802;7289,508;10923,802;35,46;33,703;33,39;37,806;562,789;438,998;32,774;38,588;584,125;421,385;11,873;13,355;193,545;235,244;1,929;0,128;0,179;1;0;0,633;1;0,925;0,781
"2090";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;111;80,586;80,586;1,96;2564,408;74,502;86,67;72,59;88,582;6,084;7,996;74,894;73,217;70,537;68,29;3002,405;2612,169;1205,238;1033,525;86,63;88,822;92,037;95,887;7311,664;8043,074;4911,614;5496,354;69,409;51,785;65,357;74,001;562,789;438,998;64,153;75,532;584,125;421,385;4,238;2,703;26,32;9,689;8,66;0,116;0,274;1;0;0,324;1;0,516;0,771
"2091";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;103;6,284;6,284;1,96;2564,408;5,712;6,856;5,533;7,035;0,572;0,751;5,746;5,552;5,303;5,141;27,72;23,617;10,237;7,841;6,886;7,04;7,456;7,852;59,151;67,206;52,755;60,511;6,521;5,131;6,14;6,952;562,789;438,998;6,027;7,096;584,125;421,385;3,751;3,232;17,527;13,316;0,758;0,202;0,005;1;0;0,276;1;0,551;0,703
"2092";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;286;30,248;30,248;1,96;2564,408;28,393;32,103;27,81;32,686;1,855;2,438;28,552;27,8;26,712;25,686;301,027;275,152;162,196;142,373;32,172;32,701;34,552;36,185;623,529;702,354;775,289;957,302;21,16;18,667;19,925;22,56;562,789;438,998;19,557;23,026;584,125;421,385;3,017;3,132;14,136;18,026;1,938;0,084;0,676;1;0,594;0,776;1;0,704;0,532
"2093";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;222;169,478;169,478;1,96;2564,408;151,447;187,509;145,781;193,175;18,031;23,697;153,251;151,041;133,228;122,948;31574,035;29704,326;16795,11;13861,095;188,036;192,207;212,203;234,222;53379,922;58230,962;64732,802;77502,421;205,712;190,447;193,703;219,32;562,789;438,998;190,133;223,857;584,125;421,385;2,571;2,618;7,698;8,066;13,469;0,092;0,561;1;0,104;0,542;1;0,738;0,561
"2094";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;78;26,936;26,936;1,96;2564,408;24,073;29,799;23,174;30,698;2,863;3,762;24,162;23,426;21,02;19,457;768,667;699,455;382,454;295,31;29,55;30,189;34,207;36,359;1338,939;1432,712;1616,293;1952,351;32,662;30,239;30,755;34,822;562,789;438,998;30,188;35,543;584,125;421,385;2,572;2,619;7,703;8,064;2,136;0,09;0,589;1;0,105;0,546;1;0,72;0,558
"2095";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;101;42,53;42,53;1,96;2564,408;38,9;46,16;37,76;47,3;3,63;4,77;39,047;38,008;35,362;34,024;1070,662;904,521;454,51;323,235;46,254;47,758;51,129;53,548;2479,449;2737,35;2743,986;3517,276;41,411;35,906;38,993;44,15;562,789;438,998;38,275;45,063;584,125;421,385;3,897;3,731;21,015;19,476;4,078;0,114;0,294;1;0,07;0,904;1;0,681;0,331
"2096";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;77;68,122;68,122;1,96;2564,408;60,873;75,371;58,596;77,648;7,249;9,526;60,868;58,668;52,739;49,896;5040,544;4725,836;2620,505;2258,702;75,734;77,995;85,317;91,672;8843,517;9365,075;10253,165;11494,295;82,697;76,561;77,869;88,167;562,789;438,998;76,434;89,991;584,125;421,385;2,572;2,618;7,703;8,068;5,414;0,092;0,561;1;0,104;0,542;1;0,705;0,563
"2097";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;71;73,018;73,018;1,96;2564,408;66,23;79,806;64,097;81,939;6,788;8,921;66,773;65,106;59,529;56,559;3624,777;3050,988;1825,415;1423,775;80,21;82,364;90,215;96,829;9195,186;10355,276;14707,211;19663,051;77,447;72,782;72,926;82,57;562,789;438,998;71,582;84,278;584,125;421,385;4,296;4,636;27,91;33,451;5,41;0,082;0,705;1;0;0,224;1;0,867;0,445
"2098";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;76;79,9;79,9;1,96;2564,408;73,653;86,147;71,69;88,11;6,247;8,21;73,914;72,188;67,967;64,26;3636,165;3386;1746,092;1459,198;86,392;87,932;93,984;98,955;6688,152;7252,382;7882,891;9641,146;71,274;64,286;67,113;75,988;562,789;438,998;65,876;77,56;584,125;421,385;2,857;2,934;10,58;11,824;5,709;0,118;0,256;1;0,013;0,48;1;0,703;0,54
"2099";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;102;162,794;162,794;1,96;2564,408;147,952;177,636;143,289;182,299;14,842;19,505;148,442;143,6;136,153;130,509;18425,442;15652,864;7003,078;5430,739;178,205;181,417;194,564;205,842;40281,487;45202,891;35200,237;42349,644;169,326;133,104;159,441;180,527;562,789;438,998;156,502;184,261;584,125;421,385;3,761;3,224;17,602;13,287;19,625;0,11;0,334;1;0;0,272;1;0,559;0,955
"2100";"avaliaArvores/A_125_2_2_Teste";"KMeansAssimetricoProbQuad";2;125;88;75,394;75,394;1,96;2564,408;69,21;81,578;67,267;83,521;6,184;8,127;69,448;68,202;64,689;61,927;3022,94;2560,519;1270,595;982,705;82,006;84,192;89,026;91,692;7447,225;8309,984;7256,006;8124,941;70,55;60,632;66,431;75,217;562,789;438,998;65,207;76,773;584,125;421,385;4,221;3,552;23,771;15,592;5,83;0,126;0,192;1;0,582;0,744;1;0,623;0,896
"2101";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;269;684,186;684,186;1,96;2564,408;661,519;706,853;654,397;713,975;22,667;29,789;660,872;652,748;655,342;646,583;59600,588;57802,953;46665,068;44718,466;707,442;715,354;714,691;721,498;74279,404;76436,746;64228,974;67226,892;258,598;235,298;243,502;275,704;562,789;438,998;239,013;281,407;584,125;421,385;0,15;-0,007;-0,502;-0,33;24,216;0,046;0,872;1;0,095;0,055;1;0,534;0,875
"2102";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;204;794,78;794,78;1,96;2564,408;767,382;822,178;758,773;830,787;27,398;36,007;766,816;759,996;759,1;749,174;87061,26;83281,822;71741,47;67888,501;821,377;826,558;830,146;838,115;107209,423;110405,341;95834,305;100240,199;312,58;289,441;294,332;333,257;562,789;438,998;288,907;340,151;584,125;421,385;0,543;0,467;-0,549;-0,605;22,962;0,044;0,904;1;0,174;0,15;1;0,514;0,782
"2103";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;191;98,474;98,474;1,96;2564,408;86,709;110,239;83,012;113,936;11,765;15,462;87,12;83,648;83,639;78,716;12851,318;11720,466;10702,547;8487,777;110,665;116,089;116,327;122,067;23734,689;26294,833;24913,516;27119,683;134,229;130,914;126,393;143,109;562,789;438,998;124,063;146,069;584,125;421,385;2,811;2,904;9,362;10,223;4,008;0,032;0,996;1;0,672;0,822;1;0,844;0,545
"2104";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;280;2,4;2,4;1,96;2564,408;2,311;2,489;2,283;2,517;0,089;0,117;2,318;2,29;2,284;2,256;0,926;0,9;0,753;0,725;2,486;2,508;2,512;2,546;1,131;1,16;1,01;1,045;1,014;0,936;0,955;1,081;562,789;438,998;0,937;1,103;584,125;421,385;0,336;0,269;-0,548;-0,491;0,136;0,064;0,502;1;0,158;0,399;1;0,494;0,809
"2105";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;228;104,49;104,49;1,96;2564,408;100,246;108,734;98,912;110,068;4,244;5,578;100,686;99,881;99,204;97,664;1097,9;1035,125;933,057;875,982;108,93;110,327;110,78;112,645;3920,458;4241,509;4138,817;5311,371;48,424;45,808;45,597;51,627;562,789;438,998;44,757;52,695;584,125;421,385;4,962;4,772;43,27;43,188;1,96;0,026;1;1;0,33;0,676;1;0,863;0,863
"2106";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;277;130,924;130,924;1,96;2564,408;128,016;133,832;127,103;134,745;2,908;3,821;128,157;127,412;127,068;126,024;848,803;788,992;679,412;602,757;133,856;135,22;134,983;136,331;1350,838;1447,556;1336,004;1457,46;33,171;31,323;31,235;35,366;562,789;438,998;30,659;36,097;584,125;421,385;2,109;2,076;5,059;5,078;1,472;0,044;0,904;1;0,314;0,606;1;0,622;0,618
"2107";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;291;498,42;498,42;1,96;2564,408;485,511;511,329;481,454;515,386;12,909;16,966;485,914;482,424;482,548;478,272;16313,041;15480,927;12659,133;11872,435;511,016;514,969;515,394;521,28;29235,512;32453,186;27530,715;31238,92;147,28;136,262;138,683;157,023;562,789;438,998;136,126;160,271;584,125;421,385;1,925;1,899;9,504;10,786;8,804;0,034;0,991;1;0,17;0,367;1;0,653;0,76
"2108";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;271;2041,43;2041,43;1,96;2564,408;1918,369;2164,491;1879,701;2203,159;123,061;161,729;1934,838;1908,292;1870,024;1830,754;1687342,154;1629237,471;1434434,044;1336880,357;2166,558;2206,212;2218,876;2288,468;2259790,883;2326433,339;2206250,783;2322553,293;1403,963;1349,296;1322,005;1496,838;562,789;438,998;1297,636;1527,8;584,125;421,385;1,15;1,162;0,846;0,879;58,038;0,044;0,904;1;0,49;0,554;1;0,617;0,669
"2109";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;297;6,452;6,452;1,96;2564,408;6,231;6,673;6,162;6,742;0,221;0,29;6,234;6,174;6,172;6,112;5,711;5,551;4,698;4,472;6,688;6,772;6,744;6,814;7,063;7,281;6,215;6,428;2,521;2,327;2,374;2,688;562,789;438,998;2,33;2,743;584,125;421,385;0,555;0,459;-0,529;-0,648;0,236;0,052;0,758;1;0,156;0,203;1;0,534;0,737
"2110";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;296;43,5;43,5;1,96;2564,408;43,027;43,973;42,878;44,122;0,473;0,622;43,064;42,922;42,941;42,796;17,082;14,798;11,611;9,633;43,986;44,164;44,128;44,352;42,807;50,848;42,582;50,717;5,398;4,92;5,082;5,755;562,789;438,998;4,989;5,874;584,125;421,385;4,053;4,031;25,236;26,704;0,358;0,076;0,291;1;0,101;0,53;1;0,692;0,537
"2111";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;290;686,228;686,228;1,96;2564,408;640,268;732,188;625,827;746,629;45,96;60,401;639,181;623,695;628,324;608,117;220071,274;201189,429;176575,55;162215,014;734,691;743,281;747,655;767,821;340989,809;359087,588;278429,593;296439,567;524,34;474,618;493,731;559,026;562,789;438,998;484,63;570,589;584,125;421,385;1,769;1,372;4,337;1,608;34,98;0,046;0,872;1;0,078;0,527;1;0,498;0,438
"2112";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;285;23413,208;23413,208;1,96;2564,408;23401,132;23425,284;23397,337;23429,079;12,076;15,871;23400,93;23398,759;23398,056;23392,902;16773,735;16240,534;12610,25;11749,798;23425,399;23428,836;23428,389;23432,816;21306,945;21729,854;18420,287;19179,459;137,774;124,598;129,732;146,888;562,789;438,998;127,34;149,927;584,125;421,385;0,302;0,316;-0,008;0,473;14,286;0,056;0,673;1;0,075;0,03;1;0,502;0,848
"2113";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;273;800,006;800,006;1,96;2564,408;704,394;895,618;674,351;925,661;95,612;125,655;705,862;684,747;684,181;659,36;859772,085;783287,516;716875,632;608369,604;892,802;927,814;934,99;968,738;1577250,084;1670225,172;1645360,096;1839920,685;1090,807;1063,859;1027,13;1162,966;562,789;438,998;1008,197;1187,022;584,125;421,385;2,811;2,904;9,363;10,223;32,632;0,034;0,991;1;0,672;0,822;1;0,861;0,549
"2114";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;257;763,09;763,09;1,96;2564,408;671,891;854,289;643,234;882,946;91,199;119,856;680,251;653,707;646,434;601,379;788993,249;677573,224;626919,82;486142,292;857,816;895,3;895,534;947,514;1403834,532;1533103,477;1502811,074;1617419,706;1040,463;1014,754;979,724;1109,291;562,789;438,998;961,665;1132,237;584,125;421,385;2,811;2,904;9,361;10,222;31,118;0,032;0,996;1;0,672;0,821;1;0,88;0,546
"2115";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;288;3184,762;3184,762;1,96;2564,408;3145,016;3224,508;3132,527;3236,997;39,746;52,235;3144,874;3134,213;3132,133;3119,131;176239,701;166435,21;157768,609;145605,104;3225,761;3235,269;3245,279;3259,45;234960,424;247831,313;241208,163;260383,625;453,451;445,835;426,98;483,448;562,789;438,998;419,11;493,448;584,125;421,385;1,052;1,043;0,975;0,97;12,166;0,012;1;1;0,781;0,808;1;0,8;0,927
"2116";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;145;117,746;117,746;1,96;2564,408;113,722;121,77;112,457;123,035;4,024;5,289;114,258;112,926;113,212;112,23;647,153;544,469;388,608;348,381;121,862;123,271;123,563;125,1;4168,053;4792,804;4045,417;5851,234;45,914;41,404;43,233;48,951;562,789;438,998;42,436;49,963;584,125;421,385;7,857;8,385;81,727;95,989;2,724;0,06;0,586;1;0,067;0,478;1;0,806;0,502
"2117";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;279;700,144;700,144;1,96;2564,408;682,084;718,204;676,409;723,879;18,06;23,735;683,456;676,706;678,259;672,245;34674,564;32242,35;26634,766;24579,041;718,673;726,41;725,219;731,698;52426,683;57042,22;44131,473;47594,429;206,04;186,387;194,012;219,67;562,789;438,998;190,436;224,214;584,125;421,385;1,231;0,908;3,812;2,036;15;0,044;0,904;1;0,076;0,217;1;0,521;0,718
"2118";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;287;712,03;712,03;1,96;2564,408;698,341;725,719;694,04;730,02;13,689;17,99;697,836;694,214;693,86;687,876;20743,316;19488,255;16189,335;14809,035;725,779;730,474;729,335;734,22;28323,782;29469,148;25426,089;27113,742;156,171;143,482;147,054;166,502;562,789;438,998;144,343;169,946;584,125;421,385;-0,715;-0,781;1,1;1,708;11,082;0,036;0,982;1;0,134;0,219;1;0,51;0,772
"2119";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;270;1104,072;1104,072;1,96;2564,408;987,646;1220,498;951,063;1257,081;116,426;153,009;984,606;945,347;956,255;893,919;1371715,821;1256457,931;1152039,516;975738,524;1221,056;1258,664;1264,727;1312,661;2178115,447;2322533,646;2183951,51;2314131,503;1328,269;1264,118;1250,729;1416,136;562,789;438,998;1227,675;1445,429;584,125;421,385;2,08;2,027;4,636;4,618;58,352;0,036;0,982;1;0,386;0,74;1;0,658;0,501
"2120";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;227;1124,762;1124,762;1,96;2564,408;1079,061;1170,463;1064,7;1184,824;45,701;60,062;1084,961;1071,733;1068,111;1048,663;134921,127;121749,355;109029,589;102382,508;1174,852;1184,998;1186,028;1211,328;455678,814;516977,693;471939,833;592116,948;521,392;493,305;490,955;555,883;562,789;438,998;481,905;567,381;584,125;421,385;4,961;4,773;43,253;43,2;21,044;0,024;1;1;0,331;0,674;1;0,847;0,864
"2121";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;230;20,478;20,478;1,96;2564,408;19,687;21,269;19,439;21,517;0,791;1,039;19,718;19,512;19,54;19,166;42,008;37,595;34,637;31,092;21,322;21,59;21,59;21,94;127,903;141,307;133,486;156,957;9,023;8,446;8,496;9,62;562,789;438,998;8,34;9,819;584,125;421,385;4,517;4,212;33,845;32,069;0,392;0,03;0,998;1;0,244;0,69;1;0,79;0,868
"2122";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;253;96,7;96,7;1,96;2564,408;85,143;108,257;81,512;111,888;11,557;15,188;85,86;82,428;82,166;77,929;12631,926;11432,148;9931,628;8352,696;109,003;112,763;112,231;117,453;22874,359;25144,749;23566,3;26399,51;131,847;128,588;124,15;140,568;562,789;438,998;121,861;143,476;584,125;421,385;2,811;2,903;9,362;10,222;3,952;0,04;0,952;1;0,672;0,821;1;0,861;0,545
"2123";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;229;2256,644;2256,644;1,96;2564,408;2169,543;2343,745;2142,175;2371,113;87,101;114,469;2176,893;2155,465;2149,434;2128,318;527164,267;458119,205;431496,569;376362,305;2346,763;2370,615;2380,426;2414,43;1559606,653;1720427,833;1641772,598;1869627,962;993,705;931,195;935,696;1059,441;562,789;438,998;918,449;1081,355;584,125;421,385;4,505;4,184;33,653;31,626;36,668;0,02;1;1;0,252;0,701;1;0,778;0,855
"2124";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;275;5825,37;5825,37;1,96;2564,408;5488,473;6162,267;5382,612;6268,128;336,897;442,758;5475,963;5404,579;5381,239;5274,402;10344562,541;9487964,054;8317704,742;7220298,354;6201,138;6284,156;6298,502;6479,086;19787416,573;21026208,39;20611515,976;23737018,253;3843,566;3773,447;3619,192;4097,824;562,789;438,998;3552,48;4182,589;584,125;421,385;2,707;2,791;10,051;10,673;112,53;0,028;0,999;1;0,761;0,709;1;0,892;0,866
"2125";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;190;392,806;392,806;1,96;2564,408;379,096;406,516;374,788;410,824;13,71;18,018;380,251;374,259;374,411;367,65;19366,377;18294,428;15781,041;14244,949;406,602;409,615;412,608;419,184;30158,304;32966,015;30473,984;33650,792;156,414;148,883;147,283;166,761;562,789;438,998;144,568;170,21;584,125;421,385;1,635;1,685;4,933;5,124;8,516;0,052;0,758;1;0,388;0,461;1;0,66;0,785
"2126";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;255;194,166;194,166;1,96;2564,408;167,186;221,146;158,709;229,623;26,98;35,457;167,864;160,893;156,849;149,804;72230,389;66876,616;56236,861;47111,213;221,924;230,151;232,094;247,449;118212,93;127081,524;119221,369;132704,573;307,804;294,748;289,836;328,166;562,789;438,998;284,493;334,954;584,125;421,385;2,524;2,55;6,15;6,346;12,902;0,052;0,758;1;0,45;0,777;1;0,706;0,306
"2127";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;188;164,322;164,322;1,96;2564,408;132,775;195,869;122,863;205,781;31,547;41,459;134,278;127,111;125,588;115,467;83033,104;68547,101;62076,376;49407,597;198,627;207,269;206,019;214,962;185291,983;210799,134;170270,184;188910,682;359,906;334,853;338,896;383,714;562,789;438,998;332,649;391,652;584,125;421,385;4,064;3,545;20,259;14,538;15,26;0,066;0,462;1;0,203;0,919;1;0,692;0,253
"2128";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;254;382,084;382,084;1,96;2564,408;208,47;555,698;153,917;610,251;173,614;228,167;233,108;198,572;185,659;136,218;1019930,779;538877,081;487577,307;212691,741;568,314;646,419;633,688;740,226;7858651,161;9481211,62;8643926,896;11459632,021;1980,713;1901,015;1865,086;2111,74;562,789;438,998;1830,707;2155,422;584,125;421,385;9,646;9,436;106,94;104,832;50,176;0,08;0,236;1;0,475;0,995;1;0,92;0,125
"2129";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;158;39,002;39,002;1,96;2564,408;34,453;43,551;33,024;44,98;4,549;5,978;34,486;33,184;33,27;32,017;1647,956;1310,343;1258,285;1095,048;43,578;44,96;45,826;48,209;3816,934;4271,053;4216,608;4723,383;51,896;50,21;48,866;55,329;562,789;438,998;47,965;56,473;584,125;421,385;3,78;3,933;18,536;20,549;1,766;0,048;0,837;1;0,569;0,817;1;0,863;0,46
"2130";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;155;148,04;148,04;1,96;2564,408;129;167,08;123,017;173,063;19,04;25,023;129,59;124,914;122,103;115,411;35601,598;33223,471;29081,422;23621,761;167,665;173,353;177,45;186,501;59698,158;63147,123;63094,995;71151,06;217,227;212,382;204,546;231,597;562,789;438,998;200,776;236,387;584,125;421,385;2,55;2,638;6,437;7,041;6,384;0,04;0,952;1;0,704;0,837;1;0,841;0,474
"2131";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;169;1031,748;1031,748;1,96;2564,408;975,371;1088,125;957,656;1105,84;56,377;74,092;977,738;960,733;956,929;938,505;370246,796;361992,799;331091,935;311594,229;1088,735;1105,046;1112,96;1141,801;454126,977;474353,721;449888,405;460336,344;643,193;626,394;605,645;685,741;562,789;438,998;594,482;699,926;584,125;421,385;0,853;0,839;-0,621;-0,606;19,368;0,03;0,998;1;0,653;0,722;1;0,619;0,796
"2132";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;156;874,092;874,092;1,96;2564,408;804,693;943,491;782,887;965,297;69,399;91,205;808,245;788,362;779,032;757,41;514472,226;491282,373;442625,548;412314,193;944,282;970,178;965,669;999,122;731969,124;777724,601;744504,925;793606,929;791,749;769,06;745,53;844,125;562,789;438,998;731,788;861,586;584,125;421,385;1,546;1,613;2,108;2,509;29,8;0,036;0,982;1;0,619;0,677;1;0,72;0,633
"2133";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;148;132,088;132,088;1,96;2564,408;113,852;150,324;108,122;156,054;18,236;23,966;115,721;111,935;108,587;102,988;32253,244;30491,307;25471,913;22376,659;150,538;157,224;157,119;165,032;55596,888;59313,811;50516,313;54483,269;208,048;191,975;195,903;221,811;562,789;438,998;192,292;226,399;584,125;421,385;2,708;2,387;7,827;5,625;10,186;0,062;0,543;1;0,155;0,772;1;0,564;0,331
"2134";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;141;308,694;308,694;1,96;2564,408;266,042;351,346;252,64;364,748;42,652;56,054;268,191;254,571;253,504;238,041;173708,049;149807,402;135119,305;116336,259;353,52;367,085;366,249;379,951;303741,881;326064,29;273161,249;295967,267;486,603;449,016;458,197;518,792;562,789;438,998;449,751;529,524;584,125;421,385;2,707;2,386;7,822;5,619;23,784;0,062;0,543;1;0,155;0,772;1;0,574;0,337
"2135";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;149;171,978;171,978;1,96;2564,408;157,341;186,615;152,742;191,214;14,637;19,236;157,333;153,275;152,369;146,269;21718,386;20354,286;16295,691;14088,07;186,383;191,139;191,014;202,134;34621,935;36768,755;32600,43;36335,759;166,989;155,56;157,241;178,035;562,789;438,998;154,342;181,718;584,125;421,385;2,266;2,222;5,386;5,339;9,028;0,05;0,799;1;0,211;0,623;1;0,583;0,38
"2136";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;123;173,63;173,63;1,96;2564,408;162,015;185,245;158,365;188,895;11,615;15,265;162,314;157,92;158,408;153,966;13860,359;12856,178;10928,296;10049,722;185,318;187,857;188,965;194,009;21519,492;22679,942;20275,566;22197,974;132,514;124,919;124,779;141,28;562,789;438,998;122,479;144,203;584,125;421,385;1,816;1,835;4,269;4,654;7,09;0,036;0,982;1;0,299;0,597;1;0,62;0,627
"2137";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;262;91,794;91,794;1,96;2564,408;82,954;100,634;80,177;103,411;8,84;11,617;83,672;81,872;80,167;76,748;8255,86;7706,179;6570,2;5841,489;100,339;102,859;104,373;107,858;12119,663;12572,144;11565,234;12698,787;100,849;94,922;94,961;107,52;562,789;438,998;93,211;109,744;584,125;421,385;1,887;1,845;3,246;3,138;4,652;0,06;0,586;1;0,287;0,554;1;0,594;0,455
"2138";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;130;87,312;87,312;1,96;2564,408;82,203;92,421;80,598;94,026;5,109;6,714;82,191;80,502;80,846;79,428;2712,019;2493,153;2119,763;1973,359;92,599;94,494;94,06;95,955;4076,367;4359,208;3574,527;3895,764;58,287;53,275;54,884;62,143;562,789;438,998;53,873;63,428;584,125;421,385;1,633;1,486;3,313;2,528;4,148;0,056;0,673;1;0,112;0,354;1;0,532;0,47
"2139";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;259;97,408;97,408;1,96;2564,408;93,309;101,507;92,022;102,794;4,099;5,386;93,154;92,486;92,679;91,031;1573,104;1435,315;1243,063;1124,134;101,322;102,374;102,978;105,11;2869,468;3066,303;2659,403;3039,647;46,759;42,853;44,03;49,852;562,789;438,998;43,218;50,884;584,125;421,385;2,421;2,201;10,628;9,582;2,776;0,044;0,904;1;0,123;0,436;1;0,579;0,562
"2140";"avaliaArvores/A_125_2_2_Teste";"KMeansSimetricoLinear";3;250;252;0;0;1,96;2564,408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562,789;438,998;0;0;584,125;421,385;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
