TIPO,CASO,FALHA,EST,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,1.0,0.25
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGas,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,52.0,67.23
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGas,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,6.0,9.73
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,6.0,9.73
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,55.00000000000001,72.22
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,50.0,69.91
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,55.00000000000001,72.7
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,55.00000000000001,72.79
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,44.0,66.28
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGas,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,48.0,70.43
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,2.0,0.84
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,24.0,43.07
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,61.0,74.71
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,67.0,75.54
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,54.0,61.28
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,67.0,77.01
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,65.0,76.14
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,57.99999999999999,64.66
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,1.48
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,10.0,1.86
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,8.0,1.55
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,10.0,2.95
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,10.0,1.76
avaliaArvores/A_125_2_2_Teste,NeuralGas,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,61.0,67.55
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,FALHA_W-TEST,2,FALHOU_AO_MENOS_UMTESTE,33.0,8.35
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,22.0,14.65
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,22.0,14.65
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,23.0,22.81
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,46.0,37.19
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,49.0,46.33
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,31.0,35.28
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,35.0,41.67
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,3.12
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,28.000000000000004,23.41
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,19.0,13.35
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,16.0,7.53
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,24.0,16.37
avaliaArvores/A_125_2_2_Teste,NeuralGas,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,35.0,36.19
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,FALHA_F_TEST,3,FALHOU_AO_MENOS_UMTESTE,65.0,57.67
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,40.0,35.48
avaliaArvores/A_125_2_2_Teste,BKSimetrico,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,55.00000000000001,48.62
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,44.0,34.64
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,41.0,41.52
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,50.0,47.88
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,41.0,45.75
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,46.0,48.02
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,36.0,23.77
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,39.0,24.8
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,FALHA_F_TEST,2,FALHOU_AO_MENOS_UMTESTE,40.0,21.69
