"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"Brunner_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"11";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;275;5825,37;5811,924;1,96;2564,408;5488,473;6162,267;5382,612;6268,128;336,897;442,758;5509,205;5456,792;5301,988;5199,273;10366640,294;9491956,7;8389525,384;7169801,538;6189,663;6319,726;6342,954;6583,906;19631402,575;21020996,651;21923937,158;24166541,569;3843,566;3840,64;3619,192;4097,824;562,789;438,998;3552,48;4182,589;584,125;421,385;2,707;2,707;10,051;10,001;48,15;0,012;1;0,964;0,193;0,56;0,063;0,597;0,346;0,068
"12";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;169;1031,748;1024,058;1,96;2564,408;975,371;1088,125;957,656;1105,84;56,377;74,092;974,967;958,83;932,543;916,114;370718,961;354335,803;336467,319;322231,829;1090,318;1102,159;1117,96;1147,272;455626,119;465050,744;478159,652;504906,963;643,193;639,335;605,645;685,741;562,789;438,998;594,482;699,926;584,125;421,385;0,853;0,867;-0,621;-0,602;11,002;0,016;1;0,877;0,672;0,931;0,15;0,327;0,636;0,156
"13";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;156;874,092;872,004;1,96;2564,408;804,693;943,491;782,887;965,297;69,399;91,205;802,722;786,492;761,033;735,817;518844,739;492022,052;461754,954;411867,849;948,627;964,396;994,707;1030,375;733964,121;777136,636;855372,903;908547,856;791,749;797,95;745,53;844,125;562,789;438,998;731,788;861,586;584,125;421,385;1,546;1,531;2,108;2,006;15,264;0,022;1;0,973;0,179;0,565;0,295;0,214;0,939;0,302
"14";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;237;400,57;396,874;1,96;2564,408;372,019;429,121;363,048;438,092;28,551;37,522;371,214;363,796;351,248;337,456;87075,55;81829,118;78106,961;69796,007;431,563;441,385;447,833;462,03;125110,894;131654,327;139523,986;154125,731;325,728;329,902;306,714;347,276;562,789;438,998;301,06;354,459;584,125;421,385;1,56;1,571;2,133;2,09;10,42;0,02;1;0,885;0,594;0,532;0,284;0,115;0,079;0,286
"15";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;32;75,192;74,816;1,96;2564,408;71,715;78,669;70,622;79,762;3,477;4,57;71,758;70,632;69,312;67,85;1389,22;1308,887;1272,958;1192,62;78,731;79,709;80,575;82,798;1771,922;1826,617;1865,988;1966,327;39,668;39,595;37,352;42,292;562,789;438,998;36,664;43,167;584,125;421,385;0,777;0,752;-0,056;-0,185;0,892;0,012;1;0,903;0,97;0,809;0,257;1;0,513;0,262
"16";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;61;454,426;445,502;1,96;2564,408;401,024;507,828;384,244;524,608;53,402;70,182;403,809;390,909;369,94;348,503;217622,787;190807,111;140796,628;105728,49;513,561;533,837;532,231;565,353;562586,445;615099,801;634298,543;785604,926;609,25;594,2;573,684;649,553;562,789;438,998;563,11;662,989;584,125;421,385;4,34;4,28;23,42;22,674;12,128;0,012;1;0,848;0,026;0,221;0,3;0,979;0,873;0,296
"17";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;49;123,072;120,478;1,96;2564,408;109,774;136,37;105,596;140,548;13,298;17,476;110,902;108,767;101,923;97,761;13637,153;11144,734;9382,416;7743,505;137,903;141,978;144,853;155,433;34669,649;38985,428;42373,722;56887,259;151,709;150,891;142,853;161,745;562,789;438,998;140,22;165,091;584,125;421,385;4,478;4,538;25,781;26,248;4,13;0,02;1;0,825;0,083;0,474;0,52;0,377;0,692;0,517
"18";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;24;551,38;552,052;1,96;2564,408;490,682;612,078;471,609;631,151;60,698;79,771;492,032;478,136;456,845;433,005;333232,293;294627,087;255299,728;201368,675;612,405;639,126;661,007;684,547;641498,705;690386,137;772779,181;899633,291;692,491;706,73;652,066;738,301;562,789;438,998;640,047;753,573;584,125;421,385;3,102;3,14;11,998;12,188;12,8;0,018;1;0,99;0,052;0,672;0,187;0,151;0,134;0,193
"19";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;6;773,326;764,904;1,96;2564,408;724,568;822,084;709,247;837,405;48,758;64,079;725,36;712,803;685,396;665,941;265087,908;250776,339;238328,912;220397,936;821,117;840,549;851,458;867,864;354013,941;372254,08;397495,14;423145,669;556,266;555,792;523,793;593,064;562,789;438,998;514,138;605,332;584,125;421,385;1,128;1,122;0,963;0,978;13,79;0,034;0,998;0,845;0,345;0,609;0,285;0,036;0,553;0,285
"20";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;34;489,47;486,28;1,96;2564,408;470,928;508,012;465,101;513,839;18,542;24,369;471,634;465,129;457,291;448,075;39380,138;38060,995;36203,429;34437,596;508,855;516,34;517,272;526,296;50037,764;51758,834;53607,737;57347,85;211,545;211,81;199,196;225,539;562,789;438,998;195,524;230,204;584,125;421,385;0,842;0,836;-0,043;-0,036;4,954;0,026;1;0,846;0,994;0,968;0,239;0,395;0,155;0,243
"21";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;266;2671,656;2660,268;1,96;2564,408;2547,071;2796,241;2507,924;2835,388;124,585;163,732;2549,464;2527,722;2473,559;2425,725;1542371,662;1409403,605;1241153,239;1102475,254;2787,269;2851,345;2891,298;2965,552;2545052,753;2650046,293;3051558,984;3343362,362;1421,353;1416,818;1338,379;1515,378;562,789;438,998;1313,709;1546,724;584,125;421,385;2,316;2,345;6,748;6,901;26,828;0,016;1;0,918;0,006;0,113;0,528;0,958;0,653;0,52
"22";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;31;487,67;486,718;1,96;2564,408;435,622;539,718;419,267;556,073;52,048;68,403;438,044;423,677;411,783;391,047;243430,156;203656,036;194518,271;157238,998;539,535;559,761;572,409;614,408;488991,88;536052,93;556474,082;678874,268;593,8;595,901;559,136;633,081;562,789;438,998;548,829;646,176;584,125;421,385;3,182;3,162;12,384;12,176;8,412;0,012;1;0,984;0,045;0,677;0,147;0,642;0,562;0,153
"23";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;245;478,202;478,154;1,96;2564,408;466,631;489,773;462,995;493,409;11,571;15,207;467,438;464,096;458,866;453,442;15110,294;14294,56;13504,863;12625,055;489,889;493,821;497,631;501,98;20165,243;21119,466;20983,563;22727,73;132,008;130,32;124,302;140,741;562,789;438,998;122,011;143,652;584,125;421,385;0,668;0,61;0,737;0,532;2,904;0,01;1;0,996;0,865;0,657;0,31;0,763;0,039;0,315
"24";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;47;199,884;194,844;1,96;2564,408;185,863;213,905;181,458;218,31;14,021;18,426;187,292;183,427;174,587;167,915;17499,446;16152,132;13477,083;11593,878;214,467;218,436;219,831;226,996;36168,287;41121,338;41611,193;50084,75;159,957;154,162;150,619;170,538;562,789;438,998;147,843;174,066;584,125;421,385;3,19;3,075;17,58;15,789;5,252;0,02;1;0,678;0,41;0,413;0,299;0,393;0,402;0,298
"25";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;8;43,658;43,336;1,96;2564,408;41,133;46,183;40,339;46,977;2,525;3,319;41,181;40,033;39,274;37,867;717,552;687,192;662,186;600,117;46,24;47,074;47,772;48,648;942,62;970,005;1020,66;1098,205;28,811;29,057;27,129;30,717;562,789;438,998;26,629;31,352;584,125;421,385;0,967;0,964;0,335;0,318;0,746;0,016;1;0,886;0,602;0,564;0,5;0,448;0,229;0,505
"26";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;17;436,778;432,292;1,96;2564,408;415,601;457,955;408,947;464,609;21,177;27,831;415,948;411,046;398,837;391,114;48882,898;46490,15;43177,19;38738,183;457,363;462,383;468,508;477,617;68981,481;72607,626;76610,404;83100,786;241,599;240,997;227,496;257,581;562,789;438,998;223,302;262,91;584,125;421,385;1,368;1,346;2,206;2,091;6,974;0,024;1;0,811;0,213;0,539;0,288;0,296;0,383;0,291
"27";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;242;42,908;42,91;1,96;2564,408;39,852;45,964;38,892;46,924;3,056;4,016;39,996;39,196;38,49;37,061;842,335;759;637,583;528,384;46,215;47,409;48,218;50,519;1719,514;1891,134;2067,772;2447,373;34,866;34,304;32,831;37,172;562,789;438,998;32,225;37,941;584,125;421,385;3,348;3,286;16,784;16,253;0,902;0,012;1;0,999;0,259;0,772;0,408;0,223;0,834;0,414
"28";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;25;423,626;419,488;1,96;2564,408;396,909;450,343;388,514;458,738;26,717;35,112;396,005;389,094;375,411;366,562;74773,382;70025,511;65547,23;60563,85;452,111;457,133;469,785;479,634;111876,097;120497,941;125086,183;137057,703;304,802;308,091;287,009;324,965;562,789;438,998;281,718;331,687;584,125;421,385;1,716;1,675;3,391;2,822;9,594;0,022;1;0,862;0,464;0,786;0,402;0,187;0,86;0,407
"29";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;12;83,834;83,296;1,96;2564,408;78,988;88,68;77,466;90,202;4,846;6,368;79,123;77,762;75,636;73,296;2673,461;2521,363;2420,08;2244,501;88,705;90,231;91,566;94,112;3467,189;3570,248;3800,648;4087,362;55,285;55,755;52,057;58,942;562,789;438,998;51,098;60,161;584,125;421,385;0,968;0,964;0,333;0,316;1,39;0,02;1;0,901;0,607;0,567;0,486;0,792;0,687;0,491
"30";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;246;896,604;894,79;1,96;2564,408;870,572;922,636;862,392;930,816;26,032;34,212;870,717;862,562;852,624;841,447;74701,83;71770,746;67751,124;62824,24;920,763;927,784;940,558;955,436;101338,387;103989,568;110739,893;117208,441;296,994;295,334;279,657;316,641;562,789;438,998;274,502;323,19;584,125;421,385;0,805;0,754;1,083;0,963;8,106;0,02;1;0,937;0,797;0,893;0,359;0,673;0,95;0,361
"31";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;240;108,702;108,688;1,96;2564,408;100,954;116,45;98,52;118,884;7,748;10,182;101,182;99,086;97,318;93,941;5366,671;4696,043;3929,836;3433,266;116,49;119,512;122,233;126,777;10743,206;12192,414;12836,818;15495,319;88,393;86,919;83,233;94,241;562,789;438,998;81,699;96,19;584,125;421,385;3,351;3,291;16,817;16,297;2,31;0,012;1;0,998;0,263;0,779;0,413;0,859;0,575;0,418
"32";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;63;147,816;147,506;1,96;2564,408;139,541;156,091;136,941;158,691;8,275;10,875;139,284;137,202;134,462;131,141;6450,06;5764,71;4909,794;4266,73;156,86;160,588;162,038;168,752;11704,151;12510,505;13349,179;15526,616;94,409;92,996;88,898;100,654;562,789;438,998;87,259;102,736;584,125;421,385;2,801;2,785;9,497;9,36;1,622;0,018;1;0,966;0,079;0,262;0,456;0,783;0,803;0,452
"33";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;50;66,216;65,314;1,96;2564,408;62,555;69,877;61,405;71,027;3,661;4,811;62,622;61,772;59,938;58,474;1194,435;1075,537;923,209;745,455;69,92;71,144;71,99;74,767;2380,613;2670,715;2821,807;3226,225;41,766;41,135;39,328;44,529;562,789;438,998;38,603;45,45;584,125;421,385;3,051;3,005;13,556;12,835;1,326;0,018;1;0,779;0,209;0,508;0,396;0,644;0,094;0,396
"34";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;33;1146,166;1140,748;1,96;2564,408;1080,502;1211,83;1059,869;1232,463;65,664;86,297;1083,417;1057,118;1040,993;1005,824;460481,163;430482,935;406247,828;383663,943;1217,809;1231,813;1254,842;1284,804;662901,443;698917,003;715651,981;779380,153;749,143;743,973;705,41;798,7;562,789;438,998;692,408;815,221;584,125;421,385;1,422;1,356;2,366;1,992;15,662;0,01;1;0,925;0,573;0,736;0,175;0,256;0,638;0,178
"35";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;62;63,052;62,912;1,96;2564,408;59,521;66,583;58,412;67,692;3,531;4,64;59,77;58,32;57,529;55,842;1171,289;1047,095;919,279;770,288;66,867;68,04;68,464;70,235;2162,505;2300,575;2388,582;2764,852;40,279;39,689;37,928;42,944;562,789;438,998;37,229;43,832;584,125;421,385;2,798;2,782;9,476;9,35;0,72;0,016;1;0,964;0,079;0,265;0,458;0,008;0,68;0,454
"36";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;243;31,268;31,04;1,96;2564,408;30,083;32,453;29,711;32,825;1,185;1,557;30,052;29,672;29,126;28,548;159,661;154,475;145,495;137,43;32,536;32,907;32,94;33,818;206,872;213,213;220,387;230,809;13,516;13,517;12,727;14,41;562,789;438,998;12,492;14,708;584,125;421,385;0,839;0,835;-0,055;-0,051;0,328;0,01;1;0,828;0,999;0,967;0,249;0,824;0,293;0,254
"37";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;11;115,476;114,714;1,96;2564,408;108,802;122,15;106,704;124,248;6,674;8,772;109,33;108,135;102,927;99,959;4964,949;4809,409;4561,933;4205,91;122,067;124,933;126,259;129,432;6539,809;6845;7154,066;7746,599;76,147;76,789;71,702;81,184;562,789;438,998;70,38;82,864;584,125;421,385;0,971;0,968;0,341;0,327;1,946;0,02;1;0,898;0,603;0,568;0,49;0,947;0,253;0,495
"38";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;18;356,712;355,244;1,96;2564,408;337,406;376,018;331,34;382,084;19,306;25,372;337,29;331,702;322,797;314,791;35209,304;32861,685;29405,089;25837,176;375,793;382,645;386,853;397,067;62599,691;67493,375;71830,78;84088,658;220,252;220,095;207,395;234,822;562,789;438,998;203,572;239,68;584,125;421,385;2,416;2,491;8,586;9,312;3,74;0,01;1;0,932;0,063;0,624;0,216;0,259;0,662;0,223
"39";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;215;202,372;199,72;1,96;2564,408;176,814;227,93;168,783;235,961;25,558;33,589;179,211;174,441;161,485;151,07;55615,117;49973,137;44162,435;32354,21;228,648;235,54;245,992;265,168;120046,102;132256,827;149565,942;180073,327;291,583;292,533;274,561;310,871;562,789;438,998;269,5;317,302;584,125;421,385;3,562;3,582;17,655;17,622;6,896;0,022;1;0,907;0,003;0,467;0,573;0,067;0,054;0,569
"40";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;94;97,312;96,966;1,96;2564,408;91,795;102,829;90,062;104,562;5,517;7,25;92,156;90,841;88,525;86,786;2762,849;2546,103;2241,373;1876,35;102,97;105,452;107,028;109,446;5603,729;6070,803;7058,778;8228,455;62,936;63,7;59,262;67,1;562,789;438,998;58,17;68,488;584,125;421,385;3,022;3,108;14,295;14,727;1,926;0,026;1;0,944;0,167;0,923;0,631;0,521;0,053;0,633
"41";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;74;491,69;481,058;1,96;2564,408;451,544;531,836;438,929;544,451;40,146;52,761;453,316;442,288;416,495;402,907;154733,995;142068,027;130153,953;116577,152;533,241;549,113;546,235;565,573;281641,443;312332,033;338960,817;375882,061;458,018;461,97;431,28;488,316;562,789;438,998;423,331;498,417;584,125;421,385;2,496;2,593;9,335;9,592;17,36;0,028;1;0,766;0,01;0,365;0,912;0,791;0,716;0,911
"42";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;115;24,094;23,15;1,96;2564,408;22,42;25,768;21,894;26,294;1,674;2,2;22,448;22,052;20,861;20,254;256,215;226,781;178,17;151,171;25,746;26,304;25,668;26,479;501,57;547,904;425,7;473,002;19,099;16,643;17,984;20,363;562,789;438,998;17,653;20,784;584,125;421,385;2,969;2,39;13,104;7,749;1;0,024;1;0,487;0,388;0,974;0,837;0,597;0,115;0,836
"43";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;92;101,658;98,028;1,96;2564,408;87,962;115,354;83,658;119,658;13,696;18;89,217;86,6;79,489;75,572;10715,315;9118,084;6837,956;5457,442;116,384;121,852;123,766;130,473;46396,92;53477,186;62677,872;81054,94;156,254;152,592;147,133;166,591;562,789;438,998;144,42;170,037;584,125;421,385;6,936;7,308;73,014;80,41;4,494;0,028;1;0,761;0;0,684;0,485;0,58;0,543;0,484
"44";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;217;58,446;57,134;1,96;2564,408;51,274;65,618;49,021;67,871;7,172;9,425;51,701;49,977;46,375;44,28;4488,05;3966,517;3518,701;2968,141;65,573;67,244;69,597;74,75;9173,154;9829,123;10416,706;11911,924;81,821;79,983;77,045;87,234;562,789;438,998;75,625;89,038;584,125;421,385;3,342;3,115;14,685;12;3,448;0,018;1;0,834;0,286;0,905;0,527;0,096;0,573;0,526
"45";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;93;24,4;23,992;1,96;2564,408;21,22;27,58;20,221;28,579;3,18;4,179;21,441;20,194;19,621;18,868;499,67;375,87;352,435;268,321;27,499;28,779;29,855;31,583;2265,127;2721,668;3238,142;3990,292;36,276;36,351;34,158;38,676;562,789;438,998;33,529;39,476;584,125;421,385;6,768;6,773;61,124;60,905;0,868;0,016;1;0,885;0;0,606;0,53;1;0,487;0,529
"46";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;222;212,236;207,688;1,96;2564,408;191,568;232,904;185,073;239,399;20,668;27,163;192,086;187,248;173,014;166,03;43011,926;39491,429;33957,705;29497,411;234,307;239,227;244,686;260,812;68746,05;72632,278;83125,656;91895,276;235,799;235,96;222,034;251,397;562,789;438,998;217,941;256,597;584,125;421,385;2,096;2,309;5,32;6,642;7,884;0,018;1;0,804;0,089;0,613;0,802;0,842;0,305;0,801
"47";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;77;85,3;83,456;1,96;2564,408;76,991;93,609;74,38;96,22;8,309;10,92;76,88;74,815;71,027;67,776;6872,643;6456,54;5718,092;5204,11;93,598;96,029;96,919;100,245;11021,11;11669,396;12865,395;14059,071;94,795;94,838;89,261;101,065;562,789;438,998;87,616;103,156;584,125;421,385;2,095;2,308;5,314;6,632;3,188;0,018;1;0,802;0,09;0,616;0,804;0,633;0,774;0,803
"48";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;76;89,224;89,36;1,96;2564,408;82,256;96,192;80,066;98,382;6,968;9,158;82,568;80,508;77,525;74,518;4671,148;4285,428;3700,39;3194,803;96,583;99,459;101,644;105,577;8165,39;8554,328;9352,131;10095,755;79,5;79,259;74,859;84,759;562,789;438,998;73,479;86,512;584,125;421,385;2,568;2,46;8,274;6,924;2,44;0,016;1;0,982;0,273;0,55;0,963;0,022;0,662;0,962
"49";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";2;25;271;1626,074;1528,604;1,96;2564,408;1527,135;1725,013;1496,047;1756,101;98,939;130,027;1534,159;1492,818;1095,166;1014,609;1001089,114;970563,454;257249,866;133091,387;1730,736;1755,918;2103,414;2233,409;1573328,765;1680107,916;2521279,48;3125645,901;1128,762;1007,02;1062,869;1203,432;562,789;438,998;1043,277;1228,325;584,125;421,385;1,919;1,816;4,723;3,756;156,13;0,116;0,988;0,649;0,204;0,336;0,281;0,944;0,375;0,269
"50";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";2;25;285;22832,804;22835,798;1,96;2564,408;22829,381;22836,227;22828,305;22837,303;3,423;4,499;22829,521;22828,902;22818,83;22814,552;1336,367;1286,784;600,262;488,077;22836,343;22837,169;22853,889;22859,485;1722,883;1794,548;2220,469;2515,995;39,056;35,836;36,776;41,64;562,789;438,998;36,098;42,501;584,125;421,385;0,53;0,48;0,11;-0,262;5,726;0,116;0,988;0,694;0,971;0,787;0,313;0,951;0,3;0,329
