"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"Brunner_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"1";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;271;2041,43;2032,608;1,96;2564,408;1918,369;2164,491;1879,701;2203,159;123,061;161,729;1920,984;1888,711;1837,856;1785,492;1694573,162;1612639,071;1513625,051;1402029,601;2170,1;2194,648;2262,027;2351,946;2272064,337;2352726,48;2466875,27;2714824,299;1403,963;1400,909;1322,005;1496,838;562,789;438,998;1297,636;1527,8;584,125;421,385;1,15;1,173;0,846;0,97;29,41;0,016;1;0,935;0,626;0,532;0,036;0,242;0,191;0,038
"2";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;285;23413,208;23420,252;1,96;2564,408;23401,132;23425,284;23397,337;23429,079;12,076;15,871;23400,695;23397,513;23400,552;23396,694;16894,725;15954,507;15310,478;14302,605;23425,283;23429,097;23441,305;23446,383;21411,941;22246,499;23444,637;24892,389;137,774;136,937;129,732;146,888;562,789;438,998;127,34;149,927;584,125;421,385;0,302;0,328;-0,008;-0,013;7,632;0,028;1;0,509;0,418;0,525;0,669;0,47;0,042;0,671
"3";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;273;800,006;796,888;1,96;2564,408;704,394;895,618;674,351;925,661;95,612;125,655;704,063;684,153;643,036;621,498;838563,692;762341,295;667401,489;552245,811;899,466;936,687;968,514;1010,227;1549572,1;1669212,884;1804958,253;2012445,305;1090,807;1087,833;1027,13;1162,966;562,789;438,998;1008,197;1187,022;584,125;421,385;2,811;2,804;9,363;9,301;10,25;0,008;1;0,971;0,695;0,587;0,057;0,284;0,387;0,06
"4";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;257;763,09;760,104;1,96;2564,408;671,891;854,289;643,234;882,946;91,199;119,856;682,205;661,733;618,982;582,751;803216,987;744917,897;622337,434;543917,242;851,811;881,988;920,323;976,413;1424766,88;1531277,111;1634148,091;1842114,533;1040,463;1037,598;979,724;1109,291;562,789;438,998;961,665;1132,237;584,125;421,385;2,811;2,804;9,361;9,301;9,778;0,01;1;0,97;0,695;0,587;0,057;0,105;0,956;0,06
"5";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;288;3184,762;3184,588;1,96;2564,408;3145,016;3224,508;3132,527;3236,997;39,746;52,235;3146,344;3132,921;3123,269;3102,149;174878,49;169292,7;156187,324;146388,172;3224,625;3233,788;3250,946;3276,499;238367,263;247149,14;261262,762;292133,218;453,451;454,55;426,98;483,448;562,789;438,998;419,11;493,448;584,125;421,385;1,052;1,057;0,975;1,076;10,11;0,018;1;0,996;0,636;0,68;0,266;1;0,704;0,271
"6";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;279;700,144;705,692;1,96;2564,408;682,084;718,204;676,409;723,879;18,06;23,735;683,597;680,241;677,178;669,393;34433,197;32411,235;30257,986;27584,186;718,31;724,138;736,085;747,964;51608,241;54411,688;58819,145;65157,325;206,04;204,781;194,012;219,67;562,789;438,998;190,436;224,214;584,125;421,385;1,231;1,227;3,812;3,825;7,404;0,038;0,99;0,728;0,207;0,749;0,509;0,447;0,106;0,51
"7";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;287;712,03;718,798;1,96;2564,408;698,341;725,719;694,04;730,02;13,689;17,99;697,577;695,028;695,151;688,501;20572,87;19869,799;17565,708;16403,109;724,908;729,324;740,717;745,757;28045,905;29539,823;28911,734;30368,441;156,171;151,273;147,054;166,502;562,789;438,998;144,343;169,946;584,125;421,385;-0,715;-0,781;1,1;1,414;7,78;0,03;1;0,569;0,513;0,6;0,624;0,709;0,428;0,625
"8";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;270;1104,072;1102,898;1,96;2564,408;987,646;1220,498;951,063;1257,081;116,426;153,009;1000,269;958,063;935,63;884,356;1375649,289;1231163,2;1188542,953;1064741,771;1224,656;1248,501;1320,48;1367,046;2171288,738;2272099,336;2520183,256;2859512,703;1328,269;1333,344;1250,729;1416,136;562,789;438,998;1227,675;1445,429;584,125;421,385;2,08;2,124;4,636;5,013;18,926;0,016;1;0,991;0,917;0,61;0,076;0,95;0,583;0,079
"9";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;227;1124,762;1121,788;1,96;2564,408;1079,061;1170,463;1064,7;1184,824;45,701;60,062;1082,559;1072,356;1057,873;1041,584;128575,369;119364,071;115479,253;106836,556;1170,801;1188,528;1204,458;1232,36;451466,201;521418,745;567189,434;749616,815;521,392;513,45;490,955;555,883;562,789;438,998;481,905;567,381;584,125;421,385;4,961;4,752;43,253;40,676;9,254;0,014;1;0,941;0,326;0,775;0,113;0,017;0,754;0,119
"10";"avaliaArvoresRepresentativo/A_25_10_2";"BKAssimetrico";3;250;229;2256,644;2252,208;1,96;2564,408;2169,543;2343,745;2142,175;2371,113;87,101;114,469;2174,856;2138,533;2120,955;2083,623;524611,283;458233,134;412742,716;368149,403;2348,459;2375,701;2407,13;2445,324;1570801,139;1853596,455;2015667,252;2302198,663;993,705;991,12;935,696;1059,441;562,789;438,998;918,449;1081,355;584,125;421,385;4,505;4,514;33,653;33,8;16,344;0,016;1;0,954;0,278;0,998;0,074;0,519;0,101;0,077
