0.000000,2633.193498,2759.712847,1378.122999,2369.331973,2550.332331,1441.484651,3313.405952,2144.792764,2478.281461
2633.193498,0.000000,3412.793431,2989.930601,3749.523170,3734.777503,2626.758078,5103.143835,2155.828843,2720.875778
2759.712847,3412.793431,0.000000,2333.874890,2556.733267,1557.260415,2881.492495,2913.918324,3178.887699,1873.758255
1378.122999,2989.930601,2333.874890,0.000000,2010.844350,2064.642826,1932.704582,2837.308584,2562.553999,2328.516266
2369.331973,3749.523170,2556.733267,2010.844350,0.000000,2512.709494,2895.564539,1901.729476,2650.466751,2696.754160
2550.332331,3734.777503,1557.260415,2064.642826,2512.709494,0.000000,2840.965153,2888.875560,3146.084392,1740.020115
1441.484651,2626.758078,2881.492495,1932.704582,2895.564539,2840.965153,0.000000,3498.908544,2806.535230,2837.164606
3313.405952,5103.143835,2913.918324,2837.308584,1901.729476,2888.875560,3498.908544,0.000000,4129.483382,3750.406911
2144.792764,2155.828843,3178.887699,2562.553999,2650.466751,3146.084392,2806.535230,4129.483382,0.000000,2368.077490
2478.281461,2720.875778,1873.758255,2328.516266,2696.754160,1740.020115,2837.164606,3750.406911,2368.077490,0.000000
