NO,PROBABILIDADE
1,1.0
4,0.3333333
7,0.3333333
10,0.3333333
13,0.1666667
16,0.1666667
19,0.1666667
22,0.1666667
25,0.1666667
28,0.1666667
83,0.33299999999999996
84,0.666
85,0.6666666
86,0.3333333
87,0.5000004
88,0.5000004
89,0.2222222
90,0.2222222
91,0.2222222
92,0.1111111
93,0.1111111
94,0.1111111
95,0.2222222
96,0.3333333
97,0.1111111
98,0.1111111
99,0.1111111
100,0.1111111
