"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"Brunner_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"1";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;271;2041,43;2032,608;1,96;2564,408;1918,369;2164,491;1879,701;2203,159;123,061;161,729;1927,541;1889,835;1836,148;1789,342;1682535,846;1622235,16;1524561,413;1394106,019;2174,881;2213,074;2243,908;2316,121;2270024,421;2379704,436;2473642,575;2640645,703;1403,963;1400,909;1322,005;1496,838;562,789;438,998;1297,636;1527,8;584,125;421,385;1,15;1,173;0,846;0,97;29,41;0,016;1;0,935;0,626;0,532;0,036;0,957;0,958;0,038
"2";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;285;23413,208;23420,252;1,96;2564,408;23401,132;23425,284;23397,337;23429,079;12,076;15,871;23401,189;23398,078;23401,66;23396,6;16648,936;16186,685;14973,38;14270,902;23424,224;23428,301;23440,808;23447,794;21578,88;22325,786;22987,416;24695,565;137,774;136,937;129,732;146,888;562,789;438,998;127,34;149,927;584,125;421,385;0,302;0,328;-0,008;-0,013;7,632;0,028;1;0,509;0,418;0,525;0,669;0,391;0,658;0,671
"3";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;273;800,006;796,888;1,96;2564,408;704,394;895,618;674,351;925,661;95,612;125,655;704,257;683,784;648,828;624,388;865557,006;806655,058;693772,076;601081,474;894,242;928,791;959,466;1013,072;1546648,111;1711358,113;1807649,444;1970571,061;1090,807;1087,833;1027,13;1162,966;562,789;438,998;1008,197;1187,022;584,125;421,385;2,811;2,804;9,363;9,301;10,25;0,008;1;0,971;0,695;0,587;0,057;0,565;0,872;0,06
"4";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;257;763,09;760,104;1,96;2564,408;671,891;854,289;643,234;882,946;91,199;119,856;679,486;652,935;617,99;575,884;780612,708;700136,898;617611,861;524619,239;856,756;894,697;912,081;966,529;1411808,14;1575691,346;1668010,452;1957605,672;1040,463;1037,598;979,724;1109,291;562,789;438,998;961,665;1132,237;584,125;421,385;2,811;2,804;9,361;9,301;9,778;0,01;1;0,97;0,695;0,587;0,057;0,04;0,532;0,06
"5";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;288;3184,762;3184,588;1,96;2564,408;3145,016;3224,508;3132,527;3236,997;39,746;52,235;3146,696;3137,919;3123,498;3097,079;173587,079;164647,726;156684,296;147367,66;3224,486;3233,838;3250,882;3274,236;238698,629;246149,502;261331,073;285702,229;453,451;454,55;426,98;483,448;562,789;438,998;419,11;493,448;584,125;421,385;1,052;1,057;0,975;1,076;10,11;0,018;1;0,996;0,636;0,68;0,266;0,257;0,918;0,271
"6";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;279;700,144;705,692;1,96;2564,408;682,084;718,204;676,409;723,879;18,06;23,735;682,723;678,221;677,594;668;34678,05;32765,052;30121,133;27999,4;719,42;722,551;737,167;747,921;52120,395;56951,962;59354,866;71348,89;206,04;204,781;194,012;219,67;562,789;438,998;190,436;224,214;584,125;421,385;1,231;1,227;3,812;3,825;7,404;0,038;0,99;0,728;0,207;0,749;0,509;0,067;0,692;0,51
"7";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;287;712,03;718,798;1,96;2564,408;698,341;725,719;694,04;730,02;13,689;17,99;698,224;693,907;696,888;687,543;20763,148;19913,224;17653,6;16285,985;726,72;729,678;740,387;750,221;28322,906;29352,166;29830,748;32411,331;156,171;151,273;147,054;166,502;562,789;438,998;144,343;169,946;584,125;421,385;-0,715;-0,781;1,1;1,414;7,78;0,03;1;0,569;0,513;0,6;0,624;0,912;0,216;0,625
"8";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;270;1104,072;1102,898;1,96;2564,408;987,646;1220,498;951,063;1257,081;116,426;153,009;997,547;958,921;919,043;844,231;1417260,685;1291507,011;1183996,065;1060424,712;1222,457;1260,547;1302,793;1399,284;2143974,386;2305661,274;2518416,361;2827477,112;1328,269;1333,344;1250,729;1416,136;562,789;438,998;1227,675;1445,429;584,125;421,385;2,08;2,124;4,636;5,013;18,926;0,016;1;0,991;0,917;0,61;0,076;0,5;0,817;0,079
"9";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;227;1124,762;1121,788;1,96;2564,408;1079,061;1170,463;1064,7;1184,824;45,701;60,062;1082,097;1072,816;1056,475;1040,102;133892,828;123491,521;115427,069;105563,1;1172,621;1187,897;1198,264;1224,651;442874,92;490322,582;548834,665;675964,26;521,392;513,451;490,955;555,883;562,789;438,998;481,905;567,381;584,125;421,385;4,961;4,752;43,253;40,676;9,254;0,014;1;0,941;0,326;0,775;0,113;0,654;0,726;0,119
"10";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;229;2256,644;2252,208;1,96;2564,408;2169,543;2343,745;2142,175;2371,113;87,101;114,469;2181,641;2162,372;2127,988;2094,721;533436,749;470920,373;429130,468;365894,399;2346,136;2370,527;2408,814;2460,323;1561747,818;1725222,123;1951243,797;2248739,301;993,705;991,12;935,696;1059,441;562,789;438,998;918,449;1081,355;584,125;421,385;4,505;4,514;33,653;33,8;16,344;0,016;1;0,954;0,278;0,998;0,074;0,263;0,368;0,077
"11";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;275;5825,37;5811,924;1,96;2564,408;5488,473;6162,267;5382,612;6268,128;336,897;442,758;5509,969;5429,236;5306,776;5194,208;10522495,597;9390991,255;8231264,127;6692796,938;6144,282;6295,704;6385,557;6612,431;19346726,136;20830132,639;22720440,564;25012607,452;3843,566;3840,64;3619,192;4097,824;562,789;438,998;3552,48;4182,589;584,125;421,385;2,707;2,707;10,051;10,001;48,15;0,012;1;0,964;0,193;0,56;0,063;0,001;0,756;0,068
"12";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;169;1031,748;1024,058;1,96;2564,408;975,371;1088,125;957,656;1105,84;56,377;74,092;976,462;958,844;934,263;909,851;368903,76;352315,507;335556,202;320144,469;1087,853;1109,874;1117,552;1142,393;453923,513;463344,363;477900,513;509616,844;643,193;639,335;605,645;685,741;562,789;438,998;594,482;699,926;584,125;421,385;0,853;0,867;-0,621;-0,602;11,002;0,016;1;0,877;0,672;0,931;0,15;0,742;0,765;0,156
"13";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;156;874,092;872,004;1,96;2564,408;804,693;943,491;782,887;965,297;69,399;91,205;804,729;783,849;760,839;734,706;522547,117;487894,239;464678,156;418147,63;943,639;967,361;988,04;1025,671;726964,505;759552,335;831779,236;900791,132;791,749;797,95;745,53;844,125;562,789;438,998;731,788;861,586;584,125;421,385;1,546;1,531;2,108;2,006;15,264;0,022;1;0,973;0,179;0,565;0,295;0,724;0,238;0,302
"14";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;237;400,57;396,874;1,96;2564,408;372,019;429,121;363,048;438,092;28,551;37,522;373,63;365,474;352,663;338,223;87498,872;80987,574;80660,827;73090,416;428,389;435,574;444,026;458,741;125672,15;130994,677;140827,716;149950,044;325,728;329,902;306,714;347,276;562,789;438,998;301,06;354,459;584,125;421,385;1,56;1,571;2,133;2,09;10,42;0,02;1;0,885;0,594;0,532;0,284;0,4;0,103;0,286
"15";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;32;75,192;74,816;1,96;2564,408;71,715;78,669;70,622;79,762;3,477;4,57;71,741;70,712;69,546;67,427;1379,57;1299,987;1272,004;1221,619;78,487;79,354;80,488;82,282;1750,199;1817,925;1922,894;2007,69;39,668;39,595;37,352;42,292;562,789;438,998;36,664;43,167;584,125;421,385;0,777;0,752;-0,056;-0,185;0,892;0,012;1;0,903;0,97;0,809;0,257;0,157;0,47;0,262
"16";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;61;454,426;445,502;1,96;2564,408;401,024;507,828;384,244;524,608;53,402;70,182;398,646;385,635;368,827;343,164;212667,927;183336,538;150151,34;119663,187;507,392;537,502;539,322;569,89;540470,41;604441,926;647780,198;782413,275;609,25;594,2;573,684;649,553;562,789;438,998;563,11;662,989;584,125;421,385;4,34;4,28;23,42;22,674;12,128;0,012;1;0,848;0,026;0,221;0,3;0,073;0,207;0,296
"17";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;49;123,072;120,478;1,96;2564,408;109,774;136,37;105,596;140,548;13,298;17,476;110,702;108,276;100,462;95,717;13846,186;12087,591;8707,07;6914,608;136,322;140,062;144,484;152,126;34228,529;38574,382;44488,593;51906,374;151,709;150,891;142,853;161,745;562,789;438,998;140,22;165,091;584,125;421,385;4,478;4,538;25,781;26,248;4,13;0,02;1;0,825;0,083;0,474;0,52;0,594;0,294;0,517
"18";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;24;551,38;552,052;1,96;2564,408;490,682;612,078;471,609;631,151;60,698;79,771;492,696;472,508;458,816;442,571;329998,334;276131,103;264964,547;204421,969;614,08;632,84;665,534;699,295;637788,656;693659,202;806171,949;894804,373;692,491;706,73;652,066;738,301;562,789;438,998;640,047;753,573;584,125;421,385;3,102;3,14;11,998;12,188;12,8;0,018;1;0,99;0,052;0,672;0,187;0,018;0,671;0,193
"19";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;6;773,326;764,904;1,96;2564,408;724,568;822,084;709,247;837,405;48,758;64,079;724,051;712,459;684,168;661,394;264848,454;253193,043;237769,28;216919,307;826,215;836,213;846,325;880,106;357857,994;372986,921;385617,751;404341,63;556,266;555,792;523,793;593,064;562,789;438,998;514,138;605,332;584,125;421,385;1,128;1,122;0,963;0,978;13,79;0,034;0,998;0,845;0,345;0,609;0,285;0,766;0,929;0,285
"20";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;34;489,47;486,28;1,96;2564,408;470,928;508,012;465,101;513,839;18,542;24,369;471,152;464,61;456,336;446,384;39406,86;37531,4;35548,842;33646,231;508,562;513,328;517,865;526,794;50095,096;51916,609;53926,235;56877,861;211,545;211,81;199,196;225,539;562,789;438,998;195,524;230,204;584,125;421,385;0,842;0,836;-0,043;-0,036;4,954;0,026;1;0,846;0,994;0,968;0,239;0,937;0,295;0,243
"21";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;266;2671,656;2660,268;1,96;2564,408;2547,071;2796,241;2507,924;2835,388;124,585;163,732;2546,944;2511,705;2468,403;2435,322;1499334,025;1396708,223;1287605,129;1072431,531;2802,25;2849,4;2870,513;2951,563;2563079,547;2778954,505;3037505,618;3332309,651;1421,353;1416,818;1338,379;1515,378;562,789;438,998;1313,709;1546,724;584,125;421,385;2,316;2,345;6,748;6,901;26,828;0,016;1;0,918;0,006;0,113;0,528;0,273;0,535;0,52
"22";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;31;487,67;486,718;1,96;2564,408;435,622;539,718;419,267;556,073;52,048;68,403;436,581;420,653;409,333;383,961;240045,939;204429,998;189802,261;147653,508;540,121;556,501;574,373;604,436;461596,013;522297,887;563001,305;610004,428;593,8;595,901;559,136;633,081;562,789;438,998;548,829;646,176;584,125;421,385;3,182;3,162;12,384;12,176;8,412;0,012;1;0,984;0,045;0,677;0,147;1;0,448;0,153
"23";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;245;478,202;478,154;1,96;2564,408;466,631;489,773;462,995;493,409;11,571;15,207;466,583;461,766;460,433;455,245;14893,59;14231,128;13400,057;12357,593;490,633;493,714;497,674;503,552;19881,235;20697,945;21350,986;23019,526;132,008;130,32;124,302;140,741;562,789;438,998;122,011;143,652;584,125;421,385;0,668;0,61;0,737;0,532;2,904;0,01;1;0,996;0,865;0,657;0,31;0,961;0,655;0,315
"24";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;47;199,884;194,844;1,96;2564,408;185,863;213,905;181,458;218,31;14,021;18,426;186,794;180,966;174,696;169,599;17023,412;15021,899;13541,169;12017,342;213,816;217,654;217,458;225,077;36617,419;39754,084;40307,126;50697,999;159,957;154,162;150,619;170,538;562,789;438,998;147,843;174,066;584,125;421,385;3,19;3,075;17,58;15,789;5,252;0,02;1;0,678;0,41;0,413;0,299;0,785;0,337;0,298
"25";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;8;43,658;43,336;1,96;2564,408;41,133;46,183;40,339;46,977;2,525;3,319;41,074;40,178;39,554;38,345;714,951;687,109;684,729;642,179;46,214;47,238;47,774;49,06;942,756;982,584;1028,508;1106,815;28,811;29,057;27,129;30,717;562,789;438,998;26,629;31,352;584,125;421,385;0,967;0,964;0,335;0,318;0,746;0,016;1;0,886;0,602;0,564;0,5;0,925;0,655;0,505
"26";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;17;436,778;432,292;1,96;2564,408;415,601;457,955;408,947;464,609;21,177;27,831;416,391;411,79;398,647;390,079;48399,52;45801,003;42515,511;39091,747;459,801;467,226;469,958;480,927;69713,808;73022,17;76442,555;84293,506;241,599;240,997;227,496;257,581;562,789;438,998;223,302;262,91;584,125;421,385;1,368;1,346;2,206;2,091;6,974;0,024;1;0,811;0,213;0,539;0,288;0,822;0,758;0,291
"27";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;242;42,908;42,91;1,96;2564,408;39,852;45,964;38,892;46,924;3,056;4,016;40;38,763;38,385;36,918;803,928;702,458;620,585;563,31;45,975;46,786;48,315;50,973;1732,987;1893,855;2002,427;2321,279;34,866;34,304;32,831;37,172;562,789;438,998;32,225;37,941;584,125;421,385;3,348;3,286;16,784;16,253;0,902;0,012;1;0,999;0,259;0,772;0,408;0,834;0,039;0,414
"28";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;25;423,626;419,488;1,96;2564,408;396,909;450,343;388,514;458,738;26,717;35,112;397,228;389,509;375,448;365,682;75886,118;70247,109;68101,829;59999,777;450,964;464,077;462,295;478,784;113165,732;117522,249;126973,181;139862,713;304,802;308,091;287,009;324,965;562,789;438,998;281,718;331,687;584,125;421,385;1,716;1,675;3,391;2,822;9,594;0,022;1;0,862;0,464;0,786;0,402;0,685;0,904;0,407
"29";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;12;83,834;83,296;1,96;2564,408;78,988;88,68;77,466;90,202;4,846;6,368;79,155;78,278;75,334;73,197;2664,837;2556,109;2424,571;2199,229;88,833;90,373;91,206;93,043;3459,717;3609,39;3734,227;4081,844;55,285;55,755;52,057;58,942;562,789;438,998;51,098;60,161;584,125;421,385;0,968;0,964;0,333;0,316;1,39;0,02;1;0,901;0,607;0,567;0,486;0,13;0,522;0,491
"30";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;246;896,604;894,79;1,96;2564,408;870,572;922,636;862,392;930,816;26,032;34,212;872,505;863,128;854,875;842,342;75577,27;72260,888;68963,64;65502,298;921,986;930,991;938,724;956,212;101497,165;107572,973;110939,469;123653,324;296,994;295,334;279,657;316,641;562,789;438,998;274,502;323,19;584,125;421,385;0,805;0,754;1,083;0,963;8,106;0,02;1;0,937;0,797;0,893;0,359;0,19;0,349;0,361
"31";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;240;108,702;108,688;1,96;2564,408;100,954;116,45;98,52;118,884;7,748;10,182;101,585;98,805;97,626;93,997;5133,529;4530,594;4034,927;3511,202;116,804;118,63;122,192;125,02;11189,398;12675,427;13241,84;14932,503;88,393;86,919;83,233;94,241;562,789;438,998;81,699;96,19;584,125;421,385;3,351;3,291;16,817;16,297;2,31;0,012;1;0,998;0,263;0,779;0,413;0,861;0,669;0,418
"32";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;63;147,816;147,506;1,96;2564,408;139,541;156,091;136,941;158,691;8,275;10,875;140,014;137,577;135,808;131,808;6327,253;5800,722;4947,994;4411,234;156,709;158,64;161,598;167,039;11653,569;12440,616;13277,791;15859,561;94,409;92,996;88,898;100,654;562,789;438,998;87,259;102,736;584,125;421,385;2,801;2,785;9,497;9,36;1,622;0,018;1;0,966;0,079;0,262;0,456;0,786;0,864;0,452
"33";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;50;66,216;65,314;1,96;2564,408;62,555;69,877;61,405;71,027;3,661;4,811;62,601;61,418;59,309;58,022;1185,532;1076,661;873,285;702,767;69,753;71,362;71,911;74,763;2359,317;2624,813;2825,938;3257,058;41,766;41,135;39,328;44,529;562,789;438,998;38,603;45,45;584,125;421,385;3,051;3,005;13,556;12,835;1,326;0,018;1;0,779;0,209;0,508;0,396;0,008;0,57;0,396
"34";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;33;1146,166;1140,748;1,96;2564,408;1080,502;1211,83;1059,869;1232,463;65,664;86,297;1083,555;1072,137;1039,589;1008,421;466209,294;443029,212;408124,988;380771,471;1211,573;1228,028;1243,371;1283,663;671404,962;696518,679;716798,677;778251,502;749,143;743,973;705,41;798,7;562,789;438,998;692,408;815,221;584,125;421,385;1,422;1,356;2,366;1,992;15,662;0,01;1;0,925;0,573;0,736;0,175;0,647;0,387;0,178
"35";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;62;63,052;62,912;1,96;2564,408;59,521;66,583;58,412;67,692;3,531;4,64;59,618;58,812;57,595;56,176;1182,259;1047,416;875,803;659,218;66,564;67,309;68,64;70,308;2122,17;2259,941;2394,577;2632,846;40,279;39,689;37,928;42,944;562,789;438,998;37,229;43,832;584,125;421,385;2,798;2,782;9,476;9,35;0,72;0,016;1;0,964;0,079;0,265;0,458;0,643;0,281;0,454
"36";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;243;31,268;31,04;1,96;2564,408;30,083;32,453;29,711;32,825;1,185;1,557;30,052;29,788;29,136;28,704;159,517;153,368;147,206;138,21;32,464;32,736;32,985;33,696;204,73;212,293;220,726;233,245;13,516;13,517;12,727;14,41;562,789;438,998;12,492;14,708;584,125;421,385;0,839;0,835;-0,055;-0,051;0,328;0,01;1;0,828;0,999;0,967;0,249;0,804;0,843;0,254
"37";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;11;115,476;114,714;1,96;2564,408;108,802;122,15;106,704;124,248;6,674;8,772;108,822;106,598;104,277;100,816;4985,93;4682,275;4708,365;4311,275;121,86;124,207;125,636;128,745;6597,858;6916,44;7129,487;7405,22;76,147;76,789;71,702;81,184;562,789;438,998;70,38;82,864;584,125;421,385;0,971;0,968;0,341;0,327;1,946;0,02;1;0,898;0,603;0,568;0,49;0,551;0,921;0,495
"38";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;18;356,712;355,244;1,96;2564,408;337,406;376,018;331,34;382,084;19,306;25,372;337,74;334,619;326,22;317,801;35661,627;32562,498;29198,724;26253,532;374,54;380,427;387,446;396,344;62595,885;66911,912;72427,974;86614,912;220,252;220,095;207,395;234,822;562,789;438,998;203,572;239,68;584,125;421,385;2,416;2,491;8,586;9,312;3,74;0,01;1;0,932;0,063;0,624;0,216;0,237;0,123;0,223
"39";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;215;202,372;199,72;1,96;2564,408;176,814;227,93;168,783;235,961;25,558;33,589;178,176;170,86;158,653;149,926;55770,308;51170,283;42025,51;32726,092;227,442;237,147;245,099;260,692;121731,684;137295,855;153695,941;172796,761;291,583;292,533;274,561;310,871;562,789;438,998;269,5;317,302;584,125;421,385;3,562;3,582;17,655;17,622;6,896;0,022;1;0,907;0,003;0,467;0,573;0,084;0,008;0,569
"40";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;94;97,312;96,966;1,96;2564,408;91,795;102,829;90,062;104,562;5,517;7,25;92,288;91,053;88,272;85,616;2777,433;2455,877;2158,295;1788,203;102,771;104,464;106,842;108,956;5381,109;5765,189;6940,261;8503,269;62,936;63,7;59,262;67,1;562,789;438,998;58,17;68,488;584,125;421,385;3,022;3,108;14,295;14,727;1,926;0,026;1;0,944;0,167;0,923;0,631;1;0,847;0,633
"41";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;74;491,69;481,058;1,96;2564,408;451,544;531,836;438,929;544,451;40,146;52,761;453,654;439,621;415,594;400,216;153458,228;143478,236;125898,289;108359,369;529,771;542,545;550,467;575,057;276640,5;294515,301;349660,813;402016,213;458,018;461,97;431,28;488,316;562,789;438,998;423,331;498,417;584,125;421,385;2,496;2,593;9,335;9,592;17,36;0,028;1;0,766;0,01;0,365;0,912;0,08;0,344;0,911
"42";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;115;24,094;23,15;1,96;2564,408;22,42;25,768;21,894;26,294;1,674;2,2;22,551;22,112;20,87;20,204;252,88;229,211;171,43;154,728;25,776;26,284;25,602;26,609;500,403;549,988;411,835;481,487;19,099;16,643;17,984;20,363;562,789;438,998;17,653;20,784;584,125;421,385;2,969;2,39;13,104;7,749;1;0,024;1;0,487;0,388;0,974;0,837;1;0,298;0,836
"43";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;92;101,658;98,028;1,96;2564,408;87,962;115,354;83,658;119,658;13,696;18;88,761;86,794;80,328;77,509;10604,881;9089,574;6720,17;5840,22;116,294;120,961;124,148;133,677;45776,796;53525,109;62579,445;78211,732;156,254;152,592;147,133;166,591;562,789;438,998;144,42;170,037;584,125;421,385;6,936;7,308;73,014;80,41;4,494;0,028;1;0,761;0;0,684;0,485;0,374;0,289;0,484
"44";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;217;58,446;57,134;1,96;2564,408;51,274;65,618;49,021;67,871;7,172;9,425;51,359;49,937;46,04;42,727;4469,955;3800,691;3495,722;2758,643;65,571;67,007;69,096;72,406;9189,535;9823,951;10103,301;11440,376;81,821;79,983;77,045;87,234;562,789;438,998;75,625;89,038;584,125;421,385;3,342;3,115;14,685;12;3,448;0,018;1;0,834;0,286;0,905;0,527;0,017;0,862;0,526
"45";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;93;24,4;23,992;1,96;2564,408;21,22;27,58;20,221;28,579;3,18;4,179;21,491;20,81;19,649;18,645;556,068;427,9;358,264;271,565;27,811;28,735;29,854;31,847;2318,943;2552,583;3025,997;4137,192;36,276;36,351;34,158;38,676;562,789;438,998;33,529;39,476;584,125;421,385;6,768;6,773;61,124;60,905;0,868;0,016;1;0,885;0;0,606;0,53;0,649;0,491;0,529
"46";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;222;212,236;207,688;1,96;2564,408;191,568;232,904;185,073;239,399;20,668;27,163;191,115;183,736;176,353;168,282;42900,53;39772,109;35461,942;31889,318;232,972;240,473;245,203;257,517;70175,18;75443,52;83512,165;98998,619;235,799;235,96;222,034;251,397;562,789;438,998;217,941;256,597;584,125;421,385;2,096;2,309;5,32;6,642;7,884;0,018;1;0,804;0,089;0,613;0,802;0,439;0,716;0,801
"47";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;77;85,3;83,456;1,96;2564,408;76,991;93,609;74,38;96,22;8,309;10,92;76,614;73,873;70,228;67,374;6807,613;6355,541;5715;5272,438;93,605;96,199;97,793;101,194;11173,633;11900,282;13648,889;14439,556;94,795;94,838;89,261;101,065;562,789;438,998;87,616;103,156;584,125;421,385;2,095;2,308;5,314;6,632;3,188;0,018;1;0,802;0,09;0,616;0,804;0,369;0,227;0,803
"48";"avaliaArvoresRepresentativo/A_50_5_2";"BKAssimetrico";3;250;76;89,224;89,36;1,96;2564,408;82,256;96,192;80,066;98,382;6,968;9,158;82,131;80,726;78,141;75,315;4713,685;4264,363;3885,738;3399,918;96,704;98,621;101,5;105,249;8174,562;9023,707;9214,883;10429,699;79,5;79,259;74,859;84,759;562,789;438,998;73,479;86,512;584,125;421,385;2,568;2,46;8,274;6,924;2,44;0,016;1;0,982;0,273;0,55;0,963;0,307;0,826;0,962
