TIPO,CASO,FALHA,EST,TESTE,NPOSTOS,PERC.ENA
avaliaArvoresRepresentativo/A_50_5_2,BKAssimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,BKSimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,KMeansAssimetricoProb,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,KMeansSimetricoProbQuad,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,NeuralGas,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,NeuralGasSimetrico,FALHA_T_TEST,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,BKAssimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,2.0,0.26
avaliaArvoresRepresentativo/A_50_5_2,BKSimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,21.0,30.76
avaliaArvoresRepresentativo/A_50_5_2,KMeansAssimetricoProb,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,KMeansSimetricoProbQuad,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,NeuralGas,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,NeuralGasSimetrico,FALHA_T_TEST,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvoresRepresentativo/A_50_5_2,BKAssimetrico,FALHA_W-TEST,3,FALHOU_AO_MENOS_UMTESTE,2.0,3.52
