NO,PROBABILIDADE
1,1.0
9,0.5
10,1.0
18,0.5
19,1.0
26,0.222
27,0.5
28,1.0
36,0.5
37,1.0
45,0.3333333
46,1.0
50,0.222
51,0.5
52,1.0
62,0.222
63,0.5
64,1.0
71,0.333
72,0.6666667
73,1.0
