NOME_UHE,NO,VAZAO
6,1,0.0
6,83,2109.0
6,84,706.0
6,85,1214.0
6,86,1157.0
6,87,2017.0
6,88,652.5000000000001
6,89,1588.0
6,90,920.5000000000002
6,91,1884.0000000000005
6,92,841.5
6,93,1280.0
6,94,1048.3333333333333
6,95,1505.3333333333333
6,96,422.25
6,97,847.0
6,98,730.5
6,99,1169.0
6,100,600.75
6,101,1036.5
6,102,1361.0
6,103,923.0
