NO_PAI,NO,Abertura,PER,PROB
0,1,1,1,1.0
1,83,1,2,0.222
1,84,2,2,0.222
1,85,3,2,0.222
1,86,4,2,0.33299999999999996
83,87,1,3,0.5000001000000001
83,88,2,3,0.5000001000000001
84,89,1,3,0.5000001000000001
84,90,2,3,0.5000001000000001
85,91,1,3,0.5000001000000001
85,92,2,3,0.5000001000000001
86,93,1,3,0.5555555
86,94,2,3,0.4444444
87,95,1,4,0.9999998999999999
88,96,1,4,0.9999998999999999
89,97,1,4,0.9999998999999999
90,98,1,4,0.9999998999999999
91,99,1,4,0.9999998999999999
92,100,1,4,0.9999998999999999
93,101,1,4,1.0
94,102,1,4,1.0
