iter,est,no,usina,Indep,Coef
1,4,4,6,3000.0,0.0
1,4,7,6,6590.000000000002,-30.0
1,4,10,6,3000.0,0.0
1,4,13,6,31429.999999999993,-30.0
1,4,16,6,16160.0,-30.0
1,4,19,6,23360.0,-30.0
1,4,22,6,32689.999999999993,-30.0
1,4,25,6,16159.999999999998,-30.0
1,3,3,6,6000.0,0.0
1,3,6,6,31480.000000000004,-30.0
1,3,9,6,6000.0,0.0
1,3,12,6,56319.99999999999,-30.0
1,3,15,6,32049.999999999996,-30.0
1,3,18,6,52240.0,-30.0
1,3,21,6,35049.99999999999,-30.0
1,3,24,6,8856.666666666664,-10.0
1,2,2,6,19580.0,-30.0
1,2,5,6,45060.0,-30.0
1,2,8,6,34820.0,-30.0
1,2,11,6,85140.0,-30.0
1,2,14,6,60870.0,-30.0
1,2,17,6,38969.99999999999,-30.0
1,2,20,6,48629.999999999985,-30.0
1,2,23,6,7766.666666666665,-10.0
1,1,1,6,92604.58333333334,-30.0
2,4,4,6,3000.0,0.0
2,4,7,6,5530.0,-9.999999999999998
2,4,10,6,3000.0,0.0
2,4,13,6,13809.99999999999,-9.999999999999998
2,4,16,6,8719.999999999995,-9.999999999999998
2,4,19,6,11119.999999999995,-9.999999999999998
2,4,22,6,14229.99999999999,-9.999999999999998
2,4,25,6,8719.999999999995,-9.999999999999998
2,3,3,6,6000.0,0.0
2,3,6,6,17159.999999999993,-9.999999999999996
2,3,9,6,6000.0,0.0
2,3,12,6,56320.0,-30.0
2,3,15,6,32049.999999999996,-30.0
2,3,18,6,24079.999999999985,-9.999999999999996
2,3,21,6,18349.999999999985,-9.999999999999996
2,3,24,6,12189.999999999993,-9.999999999999996
2,2,2,6,19580.0,-30.0
2,2,5,6,45060.00000000001,-30.000000000000004
2,2,8,6,34820.0,-30.0
2,2,11,6,85140.0,-30.0
2,2,14,6,60870.0,-30.0
2,2,17,6,38969.99999999999,-30.000000000000004
2,2,20,6,48629.999999999985,-30.000000000000004
2,2,23,6,11099.999999999996,-9.999999999999996
2,1,1,6,93021.25,-30.0
3,4,4,6,3000.0,0.0
3,4,7,6,6590.000000000003,-30.0
3,4,10,6,3000.0,0.0
3,4,13,6,31430.0,-30.0
3,4,16,6,16160.000000000002,-30.0
3,4,19,6,23360.0,-30.0
3,4,22,6,32690.0,-30.0
3,4,25,6,3000.0,0.0
3,3,3,6,6000.0,0.0
3,3,6,6,31479.999999999996,-30.0
3,3,9,6,6000.0,0.0
3,3,12,6,56320.0,-30.0
3,3,15,6,32049.999999999996,-30.0
3,3,18,6,52239.99999999999,-30.0
3,3,21,6,35050.0,-30.0
3,3,24,6,12189.999999999995,-10.0
3,2,2,6,19580.0,-30.0
3,2,5,6,45060.00000000001,-30.000000000000004
3,2,8,6,34820.0,-30.0
3,2,11,6,85140.0,-30.0
3,2,14,6,60870.0,-30.0
3,2,17,6,38969.99999999999,-30.000000000000004
3,2,20,6,48629.999999999985,-30.000000000000004
3,2,23,6,11099.999999999996,-9.999999999999998
3,1,1,6,93021.25,-30.0
