NO,PROBABILIDADE
1,1.0
3,1.0
4,1.0
7,0.5
10,0.5
39,1.0
40,1.0
75,1.0
76,1.0
83,0.037
84,0.037
85,0.296
86,0.296
87,0.296
88,0.037
89,0.75
90,0.25
91,0.625
92,0.375
93,0.375
94,0.625
95,0.5000001000000001
96,0.5000001000000001
97,0.6000000000000001
98,0.4
99,0.6666666
100,0.3333333
101,0.6666666
102,0.3333333
103,0.4
104,0.6000000000000001
