"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"646";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;121;96,028;96,028;1,96;2564,408;89,766;102,29;87,799;104,257;6,262;8,229;90,038;88,343;84,565;82,058;3912,442;3515,426;2563,69;2202,105;102,366;103,524;109,741;113,901;6361,275;6632,491;7520,731;8677,665;71,438;67,497;67,267;76,163;562,789;438,998;66,028;77,739;584,125;421,385;2,248;2,431;6,134;6,996;5,339;0,096;0,347;1;0,483;0,603;1;0,74;0,012
"647";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;197;43,632;43,632;1,96;2564,408;40,64;46,624;39,7;47,564;2,992;3,932;40,554;39,97;38,712;37,371;799,065;707,147;454,35;352,774;46,71;47,574;50,309;52,41;1588,176;1697,106;1962,885;2302,28;34,133;31,868;32,141;36,391;562,789;438,998;31,548;37,144;584,125;421,385;3,071;3,566;12,685;16,488;3,008;0,092;0,399;1;0,013;0,355;1;0,776;0,043
"648";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;281;86,932;86,932;1,96;2564,408;85,882;87,982;85,552;88,312;1,05;1,38;85,898;85,628;85,12;84,719;111,734;100,713;69,913;62,156;87,96;88,382;88,946;89,722;178,286;191,867;204,936;267,652;11,975;10,866;11,276;12,768;562,789;438,998;11,069;13,032;584,125;421,385;1,73;2,176;5,441;8,468;1,216;0,118;0,143;1;0,08;0,391;1;0,68;0,001
"649";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;263;0;0;1,96;2564,408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562,789;438,998;0;0;584,125;421,385;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"650";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;196;47,412;47,412;1,96;2564,408;43,883;50,941;42,774;52,05;3,529;4,638;43,952;43,176;41,145;39,57;1221,476;1134,933;779,537;652,163;50,933;52,018;55,276;58,056;2062,017;2205,207;2420,152;2821,243;40,265;38,099;37,914;42,929;562,789;438,998;37,216;43,817;584,125;421,385;2,379;2,56;6,488;7,545;2,784;0,104;0,257;1;0,898;0,686;1;0,77;0,014
"651";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;134;182,656;182,656;1,96;2564,408;161,096;204,216;154,321;210,991;21,56;28,335;161,022;153,273;145,547;137,105;41136,527;36569,694;27457,502;21256,947;205,37;212,008;228,127;245,123;80915,24;88124,682;102792,778;113997,087;245,976;239,98;231,616;262,247;562,789;438,998;227,347;267,672;584,125;421,385;3,062;3,25;10,684;11,778;14,562;0,1;0,3;1;0,066;0,337;1;0,911;0,004
"652";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;203;11,486;11,486;1,96;2564,408;10,558;12,414;10,266;12,706;0,928;1,22;10,596;10,274;9,896;9,54;83,76;77,42;48,203;41,043;12,466;12,736;13,428;13,967;145,086;154,412;143,216;161,073;10,59;9,342;9,972;11,291;562,789;438,998;9,788;11,524;584,125;421,385;2,491;2,431;7,416;6,554;1,019;0,116;0,156;1;0,075;0,687;1;0,576;0,026
"653";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;129;214,83;214,83;1,96;2564,408;202,262;227,398;198,313;231,347;12,568;16,517;202,659;200,685;192,632;186,64;16731,35;15757,524;10621,937;9394,866;228,7;230,786;238,756;251,595;24642,094;26419,381;27105,101;31091,138;143,383;130,858;135,013;152,868;562,789;438,998;132,524;156,031;584,125;421,385;1,633;1,873;3,309;4,72;14,535;0,084;0,516;1;0,375;0,693;1;0,616;0,03
"654";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;198;40,202;40,202;1,96;2564,408;37,294;43,11;36,38;44,024;2,908;3,822;37,279;36,322;35,755;34,392;729,632;640,422;417,909;318,592;43,168;44,04;45,972;48,456;1483,475;1656,914;1749,911;2135,897;33,175;30,594;31,238;35,37;562,789;438,998;30,663;36,101;584,125;421,385;3,172;3,569;13,765;16,497;2,869;0,096;0,347;1;0,007;0,331;1;0,723;0,054
"655";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;283;65,284;65,284;1,96;2564,408;52,805;77,763;48,884;81,684;12,479;16,4;53,551;49,748;44,952;40,247;13373,331;11138,823;7890,716;5617,384;78,316;82,789;93,854;100,742;28510,152;32973,355;37560,565;47558,228;142,369;131,699;134,058;151,787;562,789;438,998;131,587;154,927;584,125;421,385;3,749;3,969;17,359;21,321;7,966;0,134;0,067;1;0,052;0,308;1;0,763;0,002
"656";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;122;13,984;13,984;1,96;2564,408;13,074;14,894;12,788;15,18;0,91;1,196;13,138;12,836;12,404;12,046;82,822;77,176;54,05;46,81;14,908;15,202;15,927;16,824;136,344;143,84;158,82;187,664;10,382;9,805;9,775;11,068;562,789;438,998;9,595;11,297;584,125;421,385;2,252;2,433;6,167;7,008;0,777;0,118;0,143;1;0,483;0,586;1;0,748;0,013
"657";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;125;73,876;73,876;1,96;2564,408;68,458;79,294;66,756;80,996;5,418;7,12;68,373;67,075;63,609;60,325;3163,008;3015,634;2196,534;1945,883;79,421;80,928;85,475;89,621;4442,727;4701,72;4850,125;5516,701;61,808;58,393;58,2;65,897;562,789;438,998;57,127;67,26;584,125;421,385;1,491;1,667;1,799;2,492;5,062;0,102;0,278;1;0,756;0,861;1;0,664;0,038
"658";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;183;2,022;2,022;1,96;2564,408;1,818;2,226;1,754;2,29;0,204;0,268;1,812;1,768;1,645;1,565;4,349;4,117;3,17;2,775;2,234;2,29;2,496;2,624;6,463;6,796;7,431;8,275;2,326;2,242;2,19;2,48;562,789;438,998;2,15;2,531;584,125;421,385;1,726;1,88;2,734;3,266;0,187;0,12;0,131;1;0,49;0,441;1;0,781;0,006
"659";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;201;24,572;24,572;1,96;2564,408;22,582;26,562;21,956;27,188;1,99;2,616;22,75;22,19;21,291;20,674;387,487;354,542;215,024;183,903;26,591;27,372;28,212;29,497;660,031;717,683;631,648;729,42;22,708;20,029;21,382;24,21;562,789;438,998;20,988;24,711;584,125;421,385;2,482;2,43;7,347;6,579;2,164;0,094;0,373;1;0,071;0,694;1;0,577;0,024
"660";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;237;400,57;400,57;1,96;2564,408;372,019;429,121;363,048;438,092;28,551;37,522;372,92;363,638;351,198;338,745;87404,116;83350,369;64518,612;57109,535;431,53;440,669;461,161;481,208;126998,256;134845,729;137304,234;149766,323;325,728;309,707;306,714;347,276;562,789;438,998;301,06;354,459;584,125;421,385;1,56;1,731;2,133;2,819;23,179;0,136;0,06;1;0,148;0,043;1;0,708;0
"661";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;248;9,808;9,808;1,96;2564,408;9,391;10,225;9,26;10,356;0,417;0,548;9,382;9,268;9,072;8,815;18,944;18,082;14,311;12,925;10,236;10,356;10,661;10,871;27,052;28,594;30,859;34,871;4,759;4,528;4,481;5,074;562,789;438,998;4,398;5,179;584,125;421,385;1,336;1,417;2,514;2,86;0,295;0,098;0,323;1;0,418;0,241;1;0,723;0
"662";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;238;66,418;66,418;1,96;2564,408;62,645;70,191;61,46;71,376;3,773;4,958;62,836;62,125;60,384;58,375;1295,41;1145,733;882,605;691,04;70,273;71,929;75,267;78,082;2448,452;2670,797;3091,636;3778,81;43,042;41,561;40,529;45,889;562,789;438,998;39,782;46,838;584,125;421,385;2,888;3,147;10,519;12,07;2,817;0,106;0,238;1;0,012;0,132;1;0,869;0
"663";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;22;117,562;117,562;1,96;2564,408;108,326;126,798;105,424;129,7;9,236;12,138;108,811;106,772;99,705;94,842;9132,201;8615,935;7208,533;6256,741;126,55;129,012;139,265;143,651;13161,867;13876,544;15512,114;17671,761;105,374;104,354;99,222;112,344;562,789;438,998;97,393;114,668;584,125;421,385;1,653;1,708;2,447;2,609;2,871;0,058;0,908;1;0,03;0,075;1;0,931;0
"664";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;301;28,092;28,092;1,96;2564,408;26,253;29,931;25,675;30,509;1,839;2,417;26,349;25,602;24,954;24,259;348,337;323,987;218,465;191,714;29,903;30,407;32,027;33,539;532,454;568,828;599,751;682,176;20,986;19,347;19,761;22,374;562,789;438,998;19,397;22,837;584,125;421,385;1,869;2,231;4,002;5,885;2,045;0,126;0,099;1;0,028;0,268;1;0,658;0,012
"665";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;32;75,192;75,192;1,96;2564,408;71,715;78,669;70,622;79,762;3,477;4,57;71,882;70,948;68,209;66,552;1371,946;1320,056;1122,207;1037,741;78,435;79,428;82,116;84,014;1767,826;1821,098;1937,742;2054,185;39,668;38,411;37,352;42,292;562,789;438,998;36,664;43,167;584,125;421,385;0,777;0,86;-0,056;0,168;1,876;0,066;0,804;1;0,939;0,87;1;0,727;0
"666";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;14;64,736;64,736;1,96;2564,408;61,296;68,176;60,215;69,257;3,44;4,521;61,444;60,205;58,725;57,215;1214,596;1137,8;807,573;695,536;68,386;69,314;71,719;74,293;1882,96;1994,295;2101,799;2709,546;39,251;36,63;36,96;41,847;562,789;438,998;36,278;42,713;584,125;421,385;1,953;2,167;4,562;5,856;2,759;0,086;0,485;1;0,037;0,184;1;0,689;0,01
"667";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;247;236,322;236,322;1,96;2564,408;226,311;246,333;223,166;249,478;10,011;13,156;226,926;223,897;219,097;215,18;10725,531;10271,623;8308,026;7557,769;246,225;249,984;256,586;266,261;15515,474;16601,658;18127,082;19967,517;114,21;108,671;107,542;121,765;562,789;438,998;105,56;124,284;584,125;421,385;1,334;1,404;2,487;2,806;5,73;0,076;0,645;1;0,439;0,286;1;0,7;0
"668";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;1;166,5;166,5;1,96;2564,408;155,5;177,5;152,044;180,956;11;14,456;155,463;153,31;146,489;141,95;12735,981;11731,952;9269,106;8367,812;176,538;180,109;189,407;200,596;19128,076;20491,047;22883,171;24918,222;125,495;121,505;118,169;133,796;562,789;438,998;115,99;136,564;584,125;421,385;1,723;1,872;3,797;4,407;6,094;0,086;0,485;1;0,4;0,604;1;0,822;0,008
"669";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;52;11,086;11,086;1,96;2564,408;10,475;11,697;10,282;11,89;0,611;0,804;10,514;10,348;10,094;9,85;32,874;29,377;19,851;15,587;11,762;11,934;12,358;12,797;68,376;74,924;81,916;98,61;6,976;6,583;6,569;7,438;562,789;438,998;6,448;7,591;584,125;421,385;3,046;3,433;13,45;16,628;0,526;0,134;0,067;1;0,005;0,201;1;0,783;0,004
"670";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;51;5,216;5,216;1,96;2564,408;4,931;5,501;4,842;5,59;0,285;0,374;4,96;4,81;4,75;4,657;6,972;5,768;4,242;3,607;5,508;5,584;5,811;5,978;14,73;15,664;18,341;21,151;3,246;3,057;3,057;3,461;562,789;438,998;3;3,532;584,125;421,385;3,126;3,522;14,139;17,417;0,27;0,218;0;1;0,005;0,193;1;0,806;0,001
"671";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;207;2,624;2,624;1,96;2564,408;2,35;2,898;2,264;2,984;0,274;0,36;2,374;2,318;2,159;2,004;6,66;5,856;4,563;3,804;2,914;3,01;3,234;3,448;13,532;14,615;17,296;19,537;3,126;3,095;2,943;3,333;562,789;438,998;2,889;3,402;584,125;421,385;3,185;3,261;12,486;12,87;0,177;0,132;0,074;1;0,481;0,591;1;0,957;0
"672";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;28;6,172;6,172;1,96;2564,408;5,508;6,836;5,299;7,045;0,664;0,873;5,52;5,362;4,947;4,688;40,081;35,626;27,205;20,36;6,878;7,042;7,684;8,212;77,027;84,688;102,766;115,998;7,577;7,518;7,135;8,078;562,789;438,998;7,003;8,245;584,125;421,385;3,17;3,219;12,33;12,576;0,253;0,118;0,143;1;0,544;0,563;1;0,96;0
"673";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;61;454,426;454,426;1,96;2564,408;401,024;507,828;384,244;524,608;53,402;70,182;400,067;386,734;368,781;353,11;217589,976;176549,443;113276,327;86066,754;509,678;531,01;581,71;632,443;537798,926;594288,952;743722,355;1025215,186;609,25;579,044;573,684;649,553;562,789;438,998;563,11;662,989;584,125;421,385;4,34;4,712;23,42;27,282;35,159;0,126;0,099;1;0,003;0,334;1;0,855;0,026
"674";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;49;123,072;123,072;1,96;2564,408;109,774;136,37;105,596;140,548;13,298;17,476;110,214;107,477;102,259;97,804;13028,447;11191,997;6746,392;5080,66;137,231;141,436;157,353;171,018;34843,333;38349,684;51078,396;59070,999;151,709;144,779;142,853;161,745;562,789;438,998;140,22;165,091;584,125;421,385;4,478;4,929;25,781;30,724;8,023;0,122;0,119;1;0,002;0,286;1;0,868;0,011
"675";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;209;316,782;316,782;1,96;2564,408;293,325;340,239;285,955;347,609;23,457;30,827;294,223;288,185;274,951;264,367;57811,519;54766,115;44075,92;39255,338;341,335;349,42;369,959;387,764;87878,491;93250,397;100834,554;114896,285;267,61;264;251,988;285,313;562,789;438,998;247,343;291,214;584,125;421,385;1,855;1,858;3,611;3,484;7,448;0,06;0,885;1;0,104;0,114;1;0,909;0
"676";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;23;35,194;35,194;1,96;2564,408;32,587;37,801;31,768;38,62;2,607;3,426;32,713;32,085;30,239;28,436;713,947;641,13;537,132;463,623;37,696;38,426;40,494;42,356;1074,684;1129,181;1242,521;1359,989;29,742;29,343;28,005;31,709;562,789;438,998;27,489;32,365;584,125;421,385;1,853;1,856;3,604;3,478;0,851;0,052;0,96;1;0,105;0,113;1;0,914;0
"677";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;205;130,756;130,756;1,96;2564,408;122,237;139,275;119,56;141,952;8,519;11,196;122,519;119,044;114,353;109,292;7609,113;6927,38;5975,105;5141,818;139,445;142,335;149,103;156,534;11413,782;12186,696;13899,856;16123,944;97,189;95,178;91,515;103,618;562,789;438,998;89,828;105,761;584,125;421,385;1,744;1,779;3,547;3,744;3,732;0,052;0,96;1;0,069;0,077;1;0,864;0
"678";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;161;95,77;95,77;1,96;2564,408;89,492;102,048;87,52;104,02;6,278;8,25;89,866;87,432;84,774;82,504;4102,543;3888,273;2618,451;2181,766;102,1;104,284;107,534;111,692;6311,2;6686,173;6825,097;7452,784;71,621;66,026;67,44;76,359;562,789;438,998;66,197;77,939;584,125;421,385;1,87;2,232;4,007;5,894;6,957;0,116;0,156;1;0,028;0,268;1;0,638;0,011
"679";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;24;551,38;551,38;1,96;2564,408;490,682;612,078;471,609;631,151;60,698;79,771;489,882;476,653;446,36;430,536;332944,888;293404,436;229028,087;192883,163;614,75;630,629;683,75;727,821;653849,033;724706,103;839497,226;983064,329;692,491;687,184;652,066;738,301;562,789;438,998;640,047;753,573;584,125;421,385;3,102;3,151;11,998;12,272;18,6;0,074;0,678;1;0,359;0,558;1;0,965;0
"680";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;99;72,924;72,924;1,96;2564,408;71,518;74,33;71,076;74,772;1,406;1,848;71,632;71,255;70,179;69,529;207,922;194,721;151,92;139,343;74,376;74,754;75,955;77,116;326,852;351,639;387;456,373;16,045;15,09;15,109;17,107;562,789;438,998;14,83;17,461;584,125;421,385;1,31;1,616;4,631;6,051;1,232;0,09;0,427;1;0,782;0,863;1;0,734;0
"681";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;15;41,378;41,378;1,96;2564,408;39,18;43,576;38,49;44,266;2,198;2,888;39,132;38,78;37,303;36,439;487,728;452,995;323,068;273,992;43,508;44,221;45,612;46,527;781,477;819,021;862,811;968,294;25,072;23,403;23,608;26,731;562,789;438,998;23,173;27,284;584,125;421,385;1,955;2,168;4,574;5,869;1,768;0,088;0,456;1;0,036;0,175;1;0,716;0,01
"682";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;261;18,264;18,264;1,96;2564,408;17,49;19,038;17,246;19,282;0,774;1,018;17,53;17,322;16,745;16,286;64,374;60,991;48,103;45,543;19,072;19,316;19,887;20,509;92,334;96,748;100,951;116,762;8,833;8,41;8,317;9,417;562,789;438,998;8,164;9,612;584,125;421,385;1,323;1,391;2,429;2,733;0,458;0,08;0,579;1;0,431;0,271;1;0,692;0
"683";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;211;231,314;231,314;1,96;2564,408;213,949;248,679;208,493;254,135;17,365;22,821;214,082;210,248;200,006;191,754;31104,699;28285,729;21447,247;18886,025;248,104;253,793;267,978;276,866;48332,012;52345,604;57760,028;67437,87;198,109;190,647;186,544;211,214;562,789;438,998;183,105;215,583;584,125;421,385;1,917;2,085;4,629;5,465;10,465;0,1;0,3;1;0,661;0,744;1;0,792;0,005
"684";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;6;773,326;773,326;1,96;2564,408;724,568;822,084;709,247;837,405;48,758;64,079;723,245;705,533;684,843;655,034;264661,464;251921,466;205865,602;189121,008;821,83;845,862;884,031;915,566;356480,447;378205,417;384216,857;426592,429;556,266;530,152;523,793;593,064;562,789;438,998;514,138;605,332;584,125;421,385;1,128;1,173;0,963;1,113;29,454;0,092;0,399;1;0,342;0,234;1;0,669;0,003
"685";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;117;18,438;18,438;1,96;2564,408;17,231;19,645;16,852;20,024;1,207;1,586;17,278;16,882;16,218;15,596;149,486;137,962;94,015;79,271;19,637;20,092;21,06;21,75;230,294;245,763;259,216;312,814;13,769;12,698;12,966;14,68;562,789;438,998;12,727;14,984;584,125;421,385;1,874;2,232;4,022;5,897;1,338;0,126;0,099;1;0,028;0,277;1;0,666;0,011
"686";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;34;489,47;489,47;1,96;2564,408;470,928;508,012;465,101;513,839;18,542;24,369;470,439;467,556;456,069;447,53;39403,423;37637,336;30605,61;28704,388;507,657;515,086;530,577;543,605;50419,316;52244,126;51280,06;55924,935;211,545;200,074;199,196;225,539;562,789;438,998;195,524;230,204;584,125;421,385;0,842;0,955;-0,043;0,118;14,537;0,106;0,238;1;0,878;0,652;1;0,597;0,002
"687";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;239;127,81;127,81;1,96;2564,408;120,553;135,067;118,273;137,347;7,257;9,537;120,427;118,548;114,719;111,406;4799,535;4350,506;3149,756;2540,011;134,75;137,553;143,706;151,555;9078,401;9902,046;11366,838;13408,515;82,791;79,946;77,958;88,268;562,789;438,998;76,521;90,094;584,125;421,385;2,887;3,146;10,507;12,058;5,405;0,1;0,3;1;0,012;0,131;1;0,871;0,001
"688";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;10;51,692;51,692;1,96;2564,408;48,703;54,681;47,764;55,62;2,989;3,928;48,713;47,638;46,23;44,169;1005,686;955,655;795,321;724,203;54,822;55,646;57,501;59,393;1318,177;1378,027;1401,58;1528,431;34,097;32,68;32,107;36,353;562,789;438,998;31,515;37,105;584,125;421,385;0,97;1,031;0,336;0,442;1,778;0,08;0,579;1;0,924;0,716;1;0,667;0,003
"689";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;266;2671,656;2671,656;1,96;2564,408;2547,071;2796,241;2507,924;2835,388;124,585;163,732;2555,639;2516,245;2453,083;2402,693;1523224,24;1448401,698;1047849,094;889199,154;2801,663;2863,772;2954,849;3040,607;2587012,714;2819762,833;3179024,352;3708128,225;1421,353;1369,635;1338,379;1515,378;562,789;438,998;1313,709;1546,724;584,125;421,385;2,316;2,415;6,748;7,198;72,387;0,066;0,804;1;0,2;0,674;1;0,834;0,638
"690";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;31;487,67;487,67;1,96;2564,408;435,622;539,718;419,267;556,073;52,048;68,403;436,308;427,741;398,819;378,244;246950,949;214469,915;164964,851;136041,589;543,301;559,408;601,532;645,059;473253,362;535614,392;609355,322;759377,385;593,8;589,452;559,136;633,081;562,789;438,998;548,829;646,176;584,125;421,385;3,182;3,228;12,384;12,617;16,101;0,064;0,833;1;0,544;0,566;1;0,965;0
"691";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;2;0;0;1,96;2564,408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562,789;438,998;0;0;584,125;421,385;NA;NA;NA;NA;0;0;1;1;NA;NA;1;1;NA
"692";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;9;18,048;18,048;1,96;2564,408;17,003;19,093;16,675;19,421;1,045;1,373;17,004;16,756;16,029;15,276;122,991;120,265;96,497;89,46;19,104;19,44;20,058;20,823;159,637;166,608;166,465;183,251;11,922;11,426;11,226;12,711;562,789;438,998;11,019;12,974;584,125;421,385;0,967;1,026;0,331;0,426;0,617;0,084;0,516;1;0,94;0,723;1;0,673;0,003
"693";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;245;478,202;478,202;1,96;2564,408;466,631;489,773;462,995;493,409;11,571;15,207;466,031;463,1;456,285;451,071;15007,375;14105,008;10507,722;9479,654;490,051;493,208;499,719;505,62;20047,686;20997,645;20889,49;23344,234;132,008;121,217;124,302;140,741;562,789;438,998;122,011;143,652;584,125;421,385;0,668;0,962;0,737;1,577;13,213;0,094;0,373;1;0,593;0,27;1;0,602;0,01
"694";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;47;199,884;199,884;1,96;2564,408;185,863;213,905;181,458;218,31;14,021;18,426;187,72;183,444;176,557;169,514;17458,041;15753,987;11007,166;9602,852;214,921;218,99;229,408;244,095;37368,124;41417,787;37915,515;45896,62;159,957;141,907;150,619;170,538;562,789;438,998;147,843;174,066;584,125;421,385;3,19;2,65;17,58;10,413;12,135;0,128;0,09;1;0,571;0,388;1;0,641;0,003
"695";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;8;43,658;43,658;1,96;2564,408;41,133;46,183;40,339;46,977;2,525;3,319;41,208;40,822;38,758;37,057;727,406;696,677;569,749;532,262;46,151;46,914;49,165;50,621;935,17;969,65;992,393;1077,595;28,811;27,613;27,129;30,717;562,789;438,998;26,629;31,352;584,125;421,385;0,967;1,028;0,335;0,443;1,491;0,068;0,774;1;0,934;0,734;1;0,667;0,003
"696";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;16;0,998;0,998;1,96;2564,408;0,955;1,041;0,941;1,055;0,043;0,057;0,958;0,944;0,93;0,904;0,191;0,18;0,1;0,088;1,038;1,05;1,081;1,117;0,288;0,304;0,284;0,316;0,492;0,412;0,463;0,524;562,789;438,998;0,455;0,535;584,125;421,385;0,6;1,563;3,601;6,584;0,102;0,17;0,008;1;0,534;0,814;1;0,555;0,032
"697";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;17;436,778;436,778;1,96;2564,408;415,601;457,955;408,947;464,609;21,177;27,831;416,833;411,513;400,347;387,166;48933,997;45972,302;35188,137;33018,094;456,578;464,672;484,049;492,965;68380,518;72738,08;76659,926;91097,117;241,599;229,52;227,496;257,581;562,789;438,998;223,302;262,91;584,125;421,385;1,368;1,567;2,206;3,058;14,139;0,088;0,456;1;0,043;0,242;1;0,708;0,002
"698";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;7;189,232;189,232;1,96;2564,408;178,293;200,171;174,856;203,608;10,939;14,376;177,62;174,263;169,322;163,321;13595,237;12974,276;10586,171;9732,236;199,739;203,807;213,841;222,579;17728,384;18278,152;18860,436;20206,132;124,801;119,609;117,516;133,057;562,789;438,998;115,35;135,809;584,125;421,385;0,969;1,03;0,338;0,443;6,447;0,076;0,645;1;0,929;0,727;1;0,66;0,003
"699";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;57;264,554;264,554;1,96;2564,408;250,845;278,263;246,537;282,571;13,709;18,017;251,2;248,135;241,134;237,429;13550,727;11552,601;8704,583;7598,806;278,653;282,639;295,849;310,97;36787,293;41194,907;53972,322;79042,231;156,403;150,112;147,273;166,75;562,789;438,998;144,558;170,199;584,125;421,385;4,366;4,733;31,771;36,086;9,385;0,066;0,804;1;0;0,239;1;0,871;0,05
"700";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;206;20,694;20,694;1,96;2564,408;18,487;22,901;17,793;23,595;2,207;2,901;18,408;17,78;16,556;15,908;432,612;384,659;286,676;237,911;22,98;23,459;25,889;27,023;846,668;904,888;1130,809;1295,783;25,182;25;23,712;26,848;562,789;438,998;23,275;27,404;584,125;421,385;3,181;3,227;12,37;12,602;0,702;0,084;0,516;1;0,548;0,566;1;0,964;0
"701";"avaliaArvores/A_50_5_2_Teste";"KMeansAssimetricoLinear";3;222;242;42,908;42,908;1,96;2564,408;39,852;45,964;38,892;46,924;3,056;4,016;40,047;39,084;37,577;36,591;809,19;696,564;489,644;416,187;45,897;47,624;49,799;52,217;1736,646;1930,722;2225,83;2938,472;34,866;33,148;32,831;37,172;562,789;438,998;32,225;37,941;584,125;421,385;3,348;3,72;16,784;20,062;2,662;0,102;0,278;1;0,001;0,104;1;0,823;0,001
