NO,PROBABILIDADE
1,1.0
9,0.3333333
10,1.0
19,0.5
26,0.333
27,0.6666667
28,0.5
37,0.5
46,0.25
52,0.25
63,0.3333333
64,0.5
71,0.666
72,0.6666667
73,0.5
