iter,est,no,usina,Indep,Coef
1,4,92,6,33780.0,-30.0
1,4,93,6,21460.0,-30.0
1,4,94,6,22310.0,-30.0
1,4,95,6,6390.0,-9.999999999999998
1,4,96,6,22257.5,-30.0
1,4,97,6,9095.000000000002,-30.0
1,4,98,6,3000.0,0.0
1,4,99,6,3000.0,0.0
1,4,100,6,38880.0,-30.0
1,4,101,6,27290.0,-30.0
1,4,102,6,14929.999999999998,-30.0
1,4,103,6,28085.0,-30.0
1,3,86,6,50005.00000099999,-30.000006000000003
1,3,87,6,13043.332528999994,-23.333331
1,3,88,6,25719.999999999996,-30.0
1,3,89,6,5999.9997,0.0
1,3,90,6,63510.002702,-30.000006000000003
1,3,91,6,26060.0,-30.0
1,2,83,6,51264.44040855558,-30.0
1,2,84,6,11966.665870000004,-19.999998000000005
1,2,85,6,79846.66265933344,-30.000000999999603
1,1,1,6,97644.89705631704,-30.0
2,4,92,6,33780.0,-30.0
2,4,93,6,3000.0,0.0
2,4,94,6,22310.0,-30.0
2,4,95,6,3000.0,0.0
2,4,96,6,10752.5,-9.999999999999998
2,4,97,6,3000.0,0.0
2,4,98,6,3000.0,0.0
2,4,99,6,3000.0,0.0
2,4,100,6,38880.00000000001,-30.0
2,4,101,6,3000.0,0.0
2,4,102,6,3000.0,0.0
2,4,103,6,12694.999999999998,-9.999999999999998
2,3,86,6,50005.00183199999,-30.0
2,3,87,6,13193.332513999994,-19.999998000000005
2,3,88,6,15504.286793571428,-10.0
2,3,89,6,5999.9997,0.0
2,3,90,6,63510.001759000006,-30.0
2,3,91,6,15617.14231757143,-10.0
2,2,83,6,51314.44161922212,-30.0
2,2,84,6,12948.809070357038,-10.0
2,2,85,6,79846.6628431907,-30.0
2,1,1,6,97988.60120641236,-30.0
3,4,92,6,33780.0,-30.0
3,4,93,6,10486.666666666666,-9.999999999999998
3,4,94,6,22310.0,-30.0
3,4,95,6,3000.0,0.0
3,4,96,6,22257.5,-30.0
3,4,97,6,3000.0,0.0
3,4,98,6,3000.0,0.0
3,4,99,6,3000.0,0.0
3,4,100,6,38880.0,-30.0
3,4,101,6,12430.0,-9.999999999999998
3,4,102,6,3000.0,0.0
3,4,103,6,28084.999999999996,-30.0
3,3,86,6,50005.002232,-30.0
3,3,87,6,13193.332513999994,-19.999998000000005
3,3,88,6,22738.336880999996,-20.000004000000008
3,3,89,6,5999.9997,0.0
3,3,90,6,63510.002158999996,-30.0
3,3,91,6,22963.331537000005,-19.999998000000012
3,2,83,6,51314.441885888766,-30.0
3,2,84,6,14038.888626111038,-13.3333346666664
3,2,85,6,79846.66305566677,-30.0
3,1,1,6,98351.59785803297,-30.0
4,4,92,6,33780.0,-30.0
4,4,93,6,21460.000000000004,-30.0
4,4,94,6,22310.0,-30.0
4,4,95,6,3000.0,0.0
4,4,96,6,22257.5,-30.0
4,4,97,6,3000.0,0.0
4,4,98,6,3000.0,0.0
4,4,99,6,3000.0,0.0
4,4,100,6,38880.0,-30.0
4,4,101,6,27289.999999999996,-30.0
4,4,102,6,8309.999999999993,-9.999999999999998
4,4,103,6,28085.0,-30.0
4,3,86,6,50005.002232,-30.0
4,3,87,6,13193.332513999994,-19.999998000000005
4,3,88,6,22738.336880999996,-20.000004000000008
4,3,89,6,5999.9997,0.0
4,3,90,6,63510.002159,-30.0
4,3,91,6,24439.998055999997,-23.33333100000001
4,2,83,6,51314.441885888766,-30.0
4,2,84,6,14038.888626111038,-13.3333346666664
4,2,85,6,79846.66312233332,-30.0
4,1,1,6,98351.59788023293,-30.0
