iter,est,noUso,usina,Indep,Coef
1,1,1,6,47644.89705631704,-26.639999666999866
2,1,1,6,47988.60120641236,-23.309999999999995
3,1,1,6,48351.59785803297,-24.420000443999907
4,1,1,6,48351.597880232934,-24.420000443999907
5,1,1,6,0.0,0.0
6,1,1,6,0.0,0.0
7,1,1,6,0.0,0.0
8,1,1,6,0.0,0.0
9,1,1,6,0.0,0.0
10,1,1,6,0.0,0.0
1,2,83,6,37684.44040855558,-27.7777782222219
2,2,83,6,37734.44161922212,-26.666663333333403
3,2,83,6,37734.441885888766,-26.666663333333403
4,2,83,6,37734.441885888766,-26.666663333333403
5,2,83,6,0.0,0.0
6,2,83,6,0.0,0.0
7,2,83,6,0.0,0.0
8,2,83,6,0.0,0.0
9,2,83,6,0.0,0.0
10,2,83,6,0.0,0.0
1,2,84,6,19146.66465200001,-19.999998
2,2,84,6,12336.189862095174,-6.666666
3,2,84,6,17158.88943811088,-13.333334666666405
4,2,84,6,17158.88943811088,-13.333334666666405
5,2,84,6,0.0,0.0
6,2,84,6,0.0,0.0
7,2,84,6,0.0,0.0
8,2,84,6,0.0,0.0
9,2,84,6,0.0,0.0
10,2,84,6,0.0,0.0
1,2,85,6,51026.66336533315,-30.0000009999996
2,2,85,6,47545.710523952286,-23.333331
3,2,85,6,49994.44028555547,-26.666663333333403
4,2,85,6,50486.66240933326,-27.777774222222305
5,2,85,6,0.0,0.0
6,2,85,6,0.0,0.0
7,2,85,6,0.0,0.0
8,2,85,6,0.0,0.0
9,2,85,6,0.0,0.0
10,2,85,6,0.0,0.0
1,3,86,6,27620.005524,-30.000006000000003
2,3,86,6,18390.003678,-15.000003000000001
3,3,86,6,22133.337760000002,-20.000004
4,3,86,6,27620.005524000004,-30.000006000000003
5,3,86,6,0.0,0.0
6,3,86,6,0.0,0.0
7,3,86,6,0.0,0.0
8,3,86,6,0.0,0.0
9,3,86,6,0.0,0.0
10,3,86,6,0.0,0.0
1,3,87,6,17003.331632999998,-23.333331
2,3,87,6,15873.331746,-19.999998
3,3,87,6,15873.331746,-19.999998
4,3,87,6,15873.331746,-19.999998
5,3,87,6,0.0,0.0
6,3,87,6,0.0,0.0
7,3,87,6,0.0,0.0
8,3,87,6,0.0,0.0
9,3,87,6,0.0,0.0
10,3,87,6,0.0,0.0
1,3,88,6,17870.003574,-30.000006
2,3,88,6,8168.334967000001,-6.666667999999999
3,3,88,6,15838.336501,-20.000004
4,3,88,6,15838.336501,-20.000004
5,3,88,6,0.0,0.0
6,3,88,6,0.0,0.0
7,3,88,6,0.0,0.0
8,3,88,6,0.0,0.0
9,3,88,6,0.0,0.0
10,3,88,6,0.0,0.0
1,3,89,6,2999.9997000000003,0.0
2,3,89,6,2999.9997000000003,0.0
3,3,89,6,2999.9997000000003,0.0
4,3,89,6,2999.9997000000003,0.0
5,3,89,6,0.0,0.0
6,3,89,6,0.0,0.0
7,3,89,6,0.0,0.0
8,3,89,6,0.0,0.0
9,3,89,6,0.0,0.0
10,3,89,6,0.0,0.0
1,3,90,6,33085.00661700001,-30.000006000000003
2,3,90,6,20940.004188000006,-15.000003000000001
3,3,90,6,25655.005131000005,-20.000004
4,3,90,6,33085.00661700001,-30.000006000000003
5,3,90,6,0.0,0.0
6,3,90,6,0.0,0.0
7,3,90,6,0.0,0.0
8,3,90,6,0.0,0.0
9,3,90,6,0.0,0.0
10,3,90,6,0.0,0.0
1,3,91,6,23699.99763,-29.999997
2,3,91,6,9463.332386999999,-6.666665999999998
3,3,91,6,19723.331360999997,-19.999998
4,3,91,6,21493.331184,-23.333331
5,3,91,6,0.0,0.0
6,3,91,6,0.0,0.0
7,3,91,6,0.0,0.0
8,3,91,6,0.0,0.0
9,3,91,6,0.0,0.0
10,3,91,6,0.0,0.0
