etapa,iter,est,node,nome,usina,generation,VI,AFL,TURB,VERT,VF
FORWARD,1,1,1,UHE1,1,10.0,0.0,10.0,10.0,0.0,0.0
FORWARD,1,2,2,UHE1,1,7.0,0.0,7.0,7.0,0.0,0.0
FORWARD,2,1,1,UHE1,1,0.0,0.0,10.0,0.0,0.0,10.0
FORWARD,2,2,2,UHE1,1,17.0,10.0,7.0,17.0,0.0,0.0
