iter,est,no,usina,Indep,Coef
1,4,40,6,26570.000000000004,-30.0
1,4,76,6,36680.0,-30.0
1,4,95,6,24290.0,-30.0
1,4,96,6,11450.0,-30.0
1,4,7,6,3000.0,0.0
1,4,10,6,3000.0,0.0
1,4,97,6,33780.0,-30.0
1,4,98,6,18905.0,-30.0
1,4,99,6,22310.0,-30.0
1,4,100,6,6390.0,-9.999999999999998
1,4,101,6,28085.0,-30.0
1,4,102,6,14929.999999999998,-30.0
1,4,103,6,24590.000000000004,-30.0
1,4,104,6,37549.99999999999,-30.0
1,4,4,6,3000.0,0.0
1,3,39,6,42460.0,-30.0
1,3,75,6,72640.0,-30.0
1,3,89,6,25720.000000000007,-30.0
1,3,90,6,6000.0,0.0
1,3,91,6,51514.0,-30.000000000000004
1,3,92,6,13043.332529000001,-23.333331
1,3,93,6,26060.0,-30.0
1,3,94,6,61684.0,-30.000000000000004
1,3,3,6,6000.0,0.0
1,2,83,6,56040.0,-30.0
1,2,84,6,101460.0,-30.0
1,2,85,6,12087.500000000011,-22.5
1,2,86,6,50667.499698375,-30.0
1,2,87,6,77145.0,-30.000000000000004
1,2,88,6,9000.0,0.0
1,1,1,6,97570.899910719,-30.0
2,4,40,6,12189.999999999998,-9.999999999999998
2,4,76,6,15559.999999999993,-9.999999999999998
2,4,95,6,24290.000000000004,-30.0
2,4,96,6,3000.0,0.0
2,4,7,6,3000.0,0.0
2,4,10,6,3000.0,0.0
2,4,97,6,33780.0,-30.0
2,4,98,6,3000.0,0.0
2,4,99,6,22310.000000000004,-30.0
2,4,100,6,3000.0,0.0
2,4,101,6,12694.999999999998,-9.999999999999998
2,4,102,6,3000.0,0.0
2,4,103,6,3000.0,0.0
2,4,104,6,37550.0,-30.0
2,4,4,6,3000.0,0.0
2,3,39,6,20819.999999999996,-9.999999999999996
2,3,75,6,72640.0,-30.0
2,3,89,6,20070.00301400001,-15.000003000000003
2,3,90,6,6000.0,0.0
2,3,91,6,51514.00000000001,-30.0
2,3,92,6,13193.332514000009,-19.999998000000005
2,3,93,6,15617.14231757143,-10.0
2,3,94,6,61683.99999999999,-30.0
2,3,3,6,6000.0,0.0
2,2,83,6,56040.0,-30.0
2,2,84,6,101460.0,-30.0
2,2,85,6,14701.250890250007,-11.250002250000007
2,2,86,6,50723.74969275,-30.0
2,2,87,6,77145.0,-30.0
2,2,88,6,9000.0,0.0
2,1,1,6,98361.22017256799,-30.0
3,4,40,6,26570.0,-30.0
3,4,76,6,36680.0,-30.0
3,4,95,6,24290.000000000004,-30.0
3,4,96,6,3000.0,0.0
3,4,7,6,3000.0,0.0
3,4,10,6,3000.0,0.0
3,4,97,6,33780.0,-30.0
3,4,98,6,9635.0,-9.999999999999998
3,4,99,6,22310.0,-30.0
3,4,100,6,3000.0,0.0
3,4,101,6,28085.0,-30.0
3,4,102,6,3000.0,0.0
3,4,103,6,11530.0,-9.999999999999998
3,4,104,6,37550.0,-30.0
3,4,4,6,3000.0,0.0
3,3,39,6,42460.0,-30.0
3,3,75,6,72640.0,-30.0
3,3,89,6,20070.003014,-15.000003000000003
3,3,90,6,6000.0,0.0
3,3,91,6,51514.0,-30.0
3,3,92,6,13193.332514000009,-19.999998000000005
3,3,93,6,22963.33153700001,-19.999998000000012
3,3,94,6,61683.99999999999,-30.0
3,3,3,6,6000.0,0.0
3,2,83,6,56040.0,-30.0
3,2,84,6,101460.0,-30.0
3,2,85,6,14701.250890250007,-11.250002250000007
3,2,86,6,50723.74969275,-30.0
3,2,87,6,77145.0,-30.0
3,2,88,6,9000.0,0.0
3,1,1,6,98361.22017256799,-30.0
4,4,40,6,26570.0,-30.0
4,4,76,6,36680.0,-30.0
4,4,95,6,24290.000000000004,-30.0
4,4,96,6,3000.0,0.0
4,4,7,6,3000.0,0.0
4,4,10,6,3000.0,0.0
4,4,97,6,33780.0,-30.0
4,4,98,6,18905.0,-30.0
4,4,99,6,22310.0,-30.0
4,4,100,6,3000.0,0.0
4,4,101,6,28084.999999999996,-30.0
4,4,102,6,8309.999999999998,-9.999999999999998
4,4,103,6,24590.0,-30.0
4,4,104,6,37550.0,-30.0
4,4,4,6,3000.0,0.0
4,3,39,6,42460.0,-30.0
4,3,75,6,72640.0,-30.0
4,3,89,6,20070.003014,-15.000003000000003
4,3,90,6,6000.0,0.0
4,3,91,6,51514.0,-30.0
4,3,92,6,13193.332514000009,-19.999998000000005
4,3,93,6,24439.998056000008,-23.33333100000001
4,3,94,6,61684.0,-30.0
4,3,3,6,6000.0,0.0
4,2,83,6,56040.0,-30.0
4,2,84,6,101460.0,-30.0
4,2,85,6,14701.250890250007,-11.250002250000007
4,2,86,6,50723.74969275,-30.0
4,2,87,6,77145.0,-30.0
4,2,88,6,9000.0,0.0
4,1,1,6,98361.22017256799,-30.0
