etapa,iter,miniIter,est,node,prob,ilha,codigoBarraDE,codigoBarraPARA,capacidade,fluxo,folga
FW,7,0,1,1,1.0,1,1,2,50.0,0.0,-9999.0
FW,7,0,1,1,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,1,1,1.0,1,3,2,200.0,0.0,-9999.0
FW,7,0,1,1,1.0,1,3,4,200.0,0.0,-9999.0
FW,7,0,1,1,1.0,1,3,5,200.0,0.0,-9999.0
FW,7,0,2,2,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,2,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,2,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,2,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,2,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,5,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,5,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,5,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,5,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,5,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,8,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,8,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,8,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,8,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,8,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,11,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,11,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,11,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,11,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,11,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,14,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,14,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,14,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,14,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,14,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,17,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,17,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,17,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,17,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,17,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,20,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,20,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,20,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,20,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,20,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,23,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,23,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,23,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,23,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,23,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,26,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,26,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,26,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,26,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,26,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,2,29,0.1,1,1,2,100.0,0.0,-9999.0
FW,7,0,2,29,0.1,1,3,1,50.0,0.0,-9999.0
FW,7,0,2,29,0.1,1,3,2,100.0,0.0,-9999.0
FW,7,0,2,29,0.1,1,3,4,100.0,0.0,-9999.0
FW,7,0,2,29,0.1,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,3,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,3,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,3,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,3,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,3,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,6,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,6,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,6,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,6,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,6,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,9,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,9,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,9,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,9,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,9,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,12,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,12,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,12,1.0,1,3,2,100.0,0.0,-9999.0
FW,7,0,3,12,1.0,1,3,4,100.0,0.0,-9999.0
FW,7,0,3,12,1.0,1,3,5,100.0,0.0,-9999.0
FW,7,0,3,15,1.0,1,1,2,100.0,0.0,-9999.0
FW,7,0,3,15,1.0,1,3,1,50.0,0.0,-9999.0
FW,7,0,3,15,1.0,1,3,2,100.0,0.0,-9999.0
