iter,est,no,usina,Indep,Coef
1,4,4,211,3.333707736351243e7,-420.0
1,4,4,22,3.333707736351243e7,-300.0
1,4,4,251,3.333707736351243e7,-270.0
1,4,4,207,3.333707736351243e7,-270.0
1,4,4,28,3.333707736351243e7,-240.0
1,4,4,205,3.333707736351243e7,-300.0
1,4,4,48,3.333707736351243e7,-300.0
1,4,4,66,3.333707736351243e7,-30.0
1,4,4,131,3.333707736351243e7,-60.0
1,4,4,303,3.333707736351243e7,-60.0
1,4,4,141,3.333707736351243e7,-90.0
1,4,4,154,3.333707736351243e7,-90.0
1,4,4,155,3.333707736351243e7,0.0
1,4,4,156,3.333707736351243e7,0.0
1,4,4,158,3.333707736351243e7,0.0
1,4,4,295,3.333707736351243e7,-30.0
1,4,4,296,3.333707736351243e7,-90.0
1,4,4,23,3.333707736351243e7,-270.0
1,4,4,227,3.333707736351243e7,-120.0
1,4,4,228,3.333707736351243e7,-90.0
1,4,4,229,3.333707736351243e7,-60.0
1,4,4,230,3.333707736351243e7,-30.0
1,4,4,241,3.333707736351243e7,-150.0
1,4,4,249,3.333707736351243e7,-240.0
1,4,4,270,3.333707736351243e7,0.0
1,4,4,191,3.333707736351243e7,0.0
1,4,4,253,3.333707736351243e7,0.0
1,4,4,257,3.333707736351243e7,0.0
1,4,4,273,3.333707736351243e7,0.0
1,4,4,294,3.333707736351243e7,-180.0
1,4,4,145,3.333707736351243e7,-30.0
1,4,4,281,3.333707736351243e7,-30.0
1,4,4,285,3.333707736351243e7,-60.0
1,4,4,287,3.333707736351243e7,-30.0
1,4,4,99,3.333707736351243e7,-150.0
1,4,4,259,3.333707736351243e7,-60.0
1,4,4,252,3.333707736351243e7,-30.0
1,4,4,291,3.333707736351243e7,-30.0
1,4,4,247,3.333707736351243e7,-210.0
1,4,4,248,3.333707736351243e7,-180.0
1,4,4,261,3.333707736351243e7,-150.0
1,4,4,57,3.333707736351243e7,0.0
1,4,4,117,3.333707736351243e7,-30.0
1,4,4,318,3.333707736351243e7,-30.0
1,4,4,120,3.333707736351243e7,-120.0
1,4,4,121,3.333707736351243e7,-150.0
1,4,4,122,3.333707736351243e7,-120.0
1,4,4,123,3.333707736351243e7,-90.0
1,4,4,132,3.333707736351243e7,-90.0
1,4,4,197,3.333707736351243e7,-120.0
1,4,4,198,3.333707736351243e7,-90.0
1,4,4,126,3.333707736351243e7,-60.0
1,4,4,299,3.333707736351243e7,-30.0
1,4,4,306,3.333707736351243e7,-30.0
1,4,4,134,3.333707736351243e7,-150.0
1,4,4,263,3.333707736351243e7,-120.0
1,4,4,149,3.333707736351243e7,-120.0
1,4,4,148,3.333707736351243e7,-60.0
1,4,4,144,3.333707736351243e7,-30.0
1,4,4,262,3.333707736351243e7,-150.0
1,4,4,183,3.333707736351243e7,-120.0
1,4,4,196,3.333707736351243e7,-30.0
1,4,4,279,3.333707736351243e7,-30.0
1,4,4,255,3.333707736351243e7,0.0
1,4,4,283,3.333707736351243e7,-30.0
1,4,4,1,3.333707736351243e7,-480.0
1,4,4,2,3.333707736351243e7,-450.0
1,4,4,6,3.333707736351243e7,-390.0
1,4,4,7,3.333707736351243e7,-360.0
1,4,4,8,3.333707736351243e7,-330.0
1,4,4,9,3.333707736351243e7,-300.0
1,4,4,10,3.333707736351243e7,-270.0
1,4,4,11,3.333707736351243e7,-240.0
1,4,4,12,3.333707736351243e7,-210.0
1,4,4,14,3.333707736351243e7,-270.0
1,4,4,15,3.333707736351243e7,-240.0
1,4,4,16,3.333707736351243e7,-210.0
1,4,4,17,3.333707736351243e7,-180.0
1,4,4,18,3.333707736351243e7,-150.0
1,4,4,34,3.333707736351243e7,-120.0
1,4,4,24,3.333707736351243e7,-240.0
1,4,4,25,3.333707736351243e7,-330.0
1,4,4,206,3.333707736351243e7,-300.0
1,4,4,209,3.333707736351243e7,-240.0
1,4,4,31,3.333707736351243e7,-210.0
1,4,4,32,3.333707736351243e7,-180.0
1,4,4,33,3.333707736351243e7,-150.0
1,4,4,37,3.333707736351243e7,-270.0
1,4,4,38,3.333707736351243e7,-240.0
1,4,4,39,3.333707736351243e7,-210.0
1,4,4,40,3.333707736351243e7,-180.0
1,4,4,42,3.333707736351243e7,-150.0
1,4,4,43,3.333707736351243e7,-120.0
1,4,4,45,3.333707736351243e7,-90.0
1,4,4,46,3.333707736351243e7,-60.0
1,4,4,278,3.333707736351243e7,-30.0
1,4,4,47,3.333707736351243e7,-330.0
1,4,4,49,3.333707736351243e7,-270.0
