iter,est,no,usina,Indep,Coef
1,4,89,6,24289.999999999996,-30.0
1,4,90,6,11450.000000000002,-30.0
1,4,91,6,10083.333333333334,-9.999999999999998
1,4,92,6,3000.0,0.0
1,4,93,6,30360.000000000004,-30.0
1,4,94,6,18790.0,-30.0
1,4,95,6,39030.0,-30.0
1,4,96,6,23430.000000000004,-30.0
1,3,85,6,25720.000000000007,-30.0
1,3,86,6,7379.1675425,-5.0000009999999975
1,3,87,6,33699.99999999999,-30.0
1,3,88,6,63739.99962799999,-30.000006000000003
1,2,83,6,14807.704655541564,-17.499993499999796
1,2,84,6,74447.99778847997,-30.0000096
1,1,1,6,97893.25963966684,-30.0
2,4,89,6,24290.000000000004,-30.0
2,4,90,6,3000.0,0.0
2,4,91,6,3000.0,0.0
2,4,92,6,3000.0,0.0
2,4,93,6,30360.0,-30.0
2,4,94,6,3000.0,0.0
2,4,95,6,39030.0,-30.0
2,4,96,6,3000.0,0.0
2,3,85,6,20070.00301400001,-15.000003000000003
2,3,86,6,6000.0006,0.0
2,3,87,6,23742.5037485,-15.000003000000003
2,3,88,6,63739.99956,-30.0
2,2,83,6,15061.142699113894,-9.999999999999998
2,2,84,6,74448.00014400487,-30.0
2,1,1,6,98005.78743832927,-30.0
3,4,89,6,24290.0,-30.0
3,4,90,6,7150.0,-9.999999999999998
3,4,91,6,3000.0,0.0
3,4,92,6,3000.0,0.0
3,4,93,6,30360.0,-30.0
3,4,94,6,9596.66666666666,-9.999999999999998
3,4,95,6,39030.0,-30.0
3,4,96,6,11143.333333333327,-9.999999999999998
3,3,85,6,22620.003524000007,-20.000004000000008
3,3,86,6,6000.0006,0.0
3,3,87,6,27728.337879000006,-20.000004000000008
3,3,88,6,63739.99996,-30.0
3,2,83,6,15457.496935221334,-9.999999999999998
3,2,84,6,74448.00078400769,-30.0
3,1,1,6,98181.76907436253,-30.0
4,4,89,6,24290.0,-30.0
4,4,90,6,11450.000000000002,-30.0
4,4,91,6,3000.0,0.0
4,4,92,6,3000.0,0.0
4,4,93,6,30360.0,-30.0
4,4,94,6,18790.0,-30.0
4,4,95,6,39030.0,-30.0
4,4,96,6,23430.000000000004,-30.0
4,3,85,6,25720.002284000017,-30.0
4,3,86,6,6000.0006,0.0
4,3,87,6,33700.002156999995,-30.0
4,3,88,6,63739.999959999994,-30.0
4,2,83,6,15457.496957999425,-9.999999999999998
4,2,84,6,74448.0039958004,-30.0
4,1,1,6,98181.77086702097,-30.0
