iter,est,no,usina,Indep,Coef
1,4,89,6,11450.0,-30.0
1,4,90,6,24290.0,-30.0
1,4,91,6,3000.0,0.0
1,4,92,6,3000.0,0.0
1,4,93,6,35810.0,-30.0
1,4,94,6,22711.999999999996,-30.0
1,4,95,6,27340.000000000007,-30.0
1,4,96,6,14290.000000000004,-30.0
1,3,85,6,25719.999999999996,-30.0
1,3,86,6,5999.9997,0.0
1,3,87,6,56757.48785899999,-30.0
1,3,88,6,18734.999999999993,-30.0
1,2,83,6,11966.665870000004,-19.999998000000005
1,2,84,6,65283.33746599352,-30.000024000000003
1,1,1,6,97463.6024870617,-30.0
2,4,89,6,3000.0,0.0
2,4,90,6,24290.000000000004,-30.0
2,4,91,6,3000.0,0.0
2,4,92,6,3000.0,0.0
2,4,93,6,35810.0,-30.0
2,4,94,6,3000.0,0.0
2,4,95,6,3000.0,0.0
2,4,96,6,3000.0,0.0
2,3,85,6,20070.003014,-15.000003000000003
2,3,86,6,5999.9997,0.0
2,3,87,6,56757.479297,-29.999988
2,3,88,6,6000.0006,-2.168404344971009e-18
2,2,83,6,14289.99976233326,-10.000000999999806
2,2,84,6,65283.35031798846,-30.0
2,1,1,6,98237.2812326373,-30.0
3,4,89,6,3000.0,0.0
3,4,90,6,24290.0,-30.0
3,4,91,6,3000.0,0.0
3,4,92,6,3000.0,0.0
3,4,93,6,35810.0,-30.0
3,4,94,6,22711.999999999996,-30.0
3,4,95,6,27339.999999999996,-30.0
3,4,96,6,3000.0,0.0
3,3,85,6,20070.003013999994,-15.000003000000003
3,3,86,6,5999.9997,0.0
3,3,87,6,56757.487859,-30.0
3,3,88,6,16630.00232599999,-15.000003000000003
3,2,83,6,14289.99976233326,-10.000000999999802
3,2,84,6,65283.35713799657,-30.0
3,1,1,6,98237.2857747627,-30.0
4,4,89,6,3000.0,0.0
4,4,90,6,24290.0,-30.0
4,4,91,6,3000.0,0.0
4,4,92,6,3000.0,0.0
4,4,93,6,35809.99999999999,-30.0
4,4,94,6,22711.999999999996,-30.0
4,4,95,6,27340.0,-30.0
4,4,96,6,8096.666666666668,-9.999999999999998
4,3,85,6,20070.003013999994,-15.000003000000003
4,3,86,6,5999.9997,0.0
4,3,87,6,56757.48785899999,-30.0
4,3,88,6,17998.33593299999,-20.000004000000008
4,2,83,6,14289.99976233326,-10.000000999999802
4,2,84,6,65283.358737999064,-30.0
4,1,1,6,98237.28684036435,-30.0
