"";"TIPO";"CASO";"EST";"NOS";"POSTO";"mediaOrig";"mediaRed";"limT";"error_media";"mediaLimInf95";"mediaLimSup95";"mediaLimInf99";"mediaLimSup99";"error_margin_mean_95";"error_margin_mean_99";"Low_ci_95_mean_orig";"Low_ci_99_mean_orig";"Low_ci_95_mean_red";"Low_ci_99_mean_red";"Low_ci_95_var_orig";"Low_ci_99_var_orig";"Low_ci_95_var_red";"Low_ci_99_var_red";"Sup_ci_95_mean_orig";"Sup_ci_99_mean_orig";"Sup_ci_95_mean_red";"Sup_ci_99_mean_red";"Sup_ci_95_var_orig";"Sup_ci_99_var_orig";"Sup_ci_95_var_red";"Sup_ci_99_var_red";"stdOrig";"stdRed";"stdLimInf95";"stdLimSup95";"chi2_lower95";"chi2_upper95";"stdLimInf99";"stdLimSup99";"chi2_lower99";"chi2_upper99";"assimOrig";"assimRed";"kurtOrig";"kurtRed";"DWasserstein";"KS_Test";"KS_p_valor";"T_p_valor";"F_p_valor";"L_p_valor";"Brunner_p_valor";"P_Boot_mean";"P_Boot_Variance";"Wilcoxon_p_valor"
"1";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;269;684,186;684,36;1,96;2564,408;661,519;706,853;654,397;713,975;22,667;29,789;660,882;655,583;650,45;635,694;59790,774;57797,701;55338,19;52338,041;708,608;714,399;721,777;734,296;73641,344;76176,961;79835,308;86192,11;258,598;259,556;243,502;275,704;562,789;438,998;239,013;281,407;584,125;421,385;0,15;0,226;-0,502;-0,335;8,478;0,016;1;0,993;0,508;0,383;0,396;0,014;0,784;0,392
"2";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;204;794,78;791,63;1,96;2564,408;767,382;822,178;758,773;830,787;27,398;36,007;769,492;759,272;746,835;736,663;87155,242;84244,502;80965,025;76876,213;821,791;830,015;837,546;850,828;108014,423;110480,743;114440,231;119399,238;312,58;310,642;294,332;333,257;562,789;438,998;288,907;340,151;584,125;421,385;0,543;0,544;-0,549;-0,592;8,102;0,012;1;0,896;0,498;0,531;0,744;0,038;0,627;0,742
"3";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;191;98,474;97,782;1,96;2564,408;86,709;110,239;83,012;113,936;11,765;15,462;87,908;84,954;79,279;75,122;13324,524;12184,199;10067,695;8798,655;110,511;113,749;117,185;123,83;23674,095;25863,172;27349,927;32050,371;134,229;133,603;126,393;143,109;562,789;438,998;124,063;146,069;584,125;421,385;2,811;2,802;9,362;9,303;1,536;0,012;1;0,947;0,229;0,294;0,055;0,731;0,337;0,056
"4";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;280;2,4;2,368;1,96;2564,408;2,311;2,489;2,283;2,517;0,089;0,117;2,316;2,294;2,23;2,178;0,929;0,899;0,839;0,79;2,49;2,516;2,506;2,554;1,133;1,161;1,165;1,223;1,014;0,998;0,955;1,081;562,789;438,998;0,937;1,103;584,125;421,385;0,336;0,312;-0,548;-0,664;0,032;0,006;1;0,681;0,804;1;0,788;1;0,396;0,787
"5";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;228;104,49;104,21;1,96;2564,408;100,246;108,734;98,912;110,068;4,244;5,578;100,68;99,804;97,812;96,015;1162,25;1024,533;988,436;936,698;108,914;111,525;111,323;115,264;3900,89;4451,111;5015,013;5765,236;48,424;47,824;45,597;51,627;562,789;438,998;44,757;52,695;584,125;421,385;4,962;4,714;43,27;40,293;0,86;0,014;1;0,94;0,271;0,851;0,137;0,861;0,966;0,141
"6";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;277;130,924;130,558;1,96;2564,408;128,016;133,832;127,103;134,745;2,908;3,821;128,127;127,586;125,973;124,525;855,117;804,149;663,376;550,904;134,112;134,996;135,204;136,506;1360,808;1432,651;1405,324;1596,214;33,171;31,927;31,235;35,366;562,789;438,998;30,659;36,097;584,125;421,385;2,109;2,052;5,059;4,84;0,93;0,026;1;0,884;0,954;0,856;0,924;1;0,407;0,924
"7";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;291;498,42;499,208;1,96;2564,408;485,511;511,329;481,454;515,386;12,909;16,966;485,369;482,728;478,267;472,036;16292,399;15155,897;15093,981;14067,175;512,716;516,489;519,511;526,604;29358,388;31716,966;34546,964;39381,773;147,28;148,424;138,683;157,023;562,789;438,998;136,126;160,271;584,125;421,385;1,925;1,681;9,504;7,583;4,632;0,018;1;0,945;0,265;0,472;0,047;0,535;0,577;0,048
"8";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;271;2041,43;2027,488;1,96;2564,408;1918,369;2164,491;1879,701;2203,159;123,061;161,729;1923,316;1897,8;1831,458;1780,208;1688710,159;1630744,111;1516326,848;1371259,38;2176,012;2210,633;2218,069;2290,34;2247360,045;2349646,413;2509209,56;2680490,868;1403,963;1402,541;1322,005;1496,838;562,789;438,998;1297,636;1527,8;584,125;421,385;1,15;1,193;0,846;1,027;32,782;0,024;1;0,898;0,632;0,507;0,038;0,289;0,337;0,04
"9";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;297;6,452;6,42;1,96;2564,408;6,231;6,673;6,162;6,742;0,221;0,29;6,242;6,196;6,06;5,968;5,708;5,437;5,187;5,045;6,696;6,772;6,766;6,85;7,062;7,27;7,297;7,658;2,521;2,515;2,374;2,688;562,789;438,998;2,33;2,743;584,125;421,385;0,555;0,54;-0,529;-0,582;0,068;0,006;1;0,87;0,469;0,63;0,772;0,068;0,598;0,77
"10";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;296;43,5;43,532;1,96;2564,408;43,027;43,973;42,878;44,122;0,473;0,622;43,044;42,876;42,826;42,67;17,848;15,093;12,655;10,73;43,962;44,136;44,356;44,668;44,208;48,948;51,836;59,743;5,398;5,339;5,082;5,755;562,789;438,998;4,989;5,874;584,125;421,385;4,053;3,89;25,236;23,333;0,124;0,014;1;0,939;0,156;0,555;0,372;1;0,378;0,371
"11";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;290;686,228;690,946;1,96;2564,408;640,268;732,188;625,827;746,629;45,96;60,401;643,491;628,851;620,844;603,649;220813,232;212445,073;193018,759;173500,152;730,426;749,154;769,613;792,596;343424,127;362950,078;382321,625;441157,578;524,34;520,52;493,731;559,026;562,789;438,998;484,63;570,589;584,125;421,385;1,769;1,73;4,337;4,277;11,438;0,02;1;0,907;0,256;0,668;0,986;0,806;0,198;0,986
"12";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;285;23413,208;23417,078;1,96;2564,408;23401,132;23425,284;23397,337;23429,079;12,076;15,871;23402,199;23399,812;23397,071;23393,433;16534,989;16014,589;15294,804;14318,134;23425,814;23430,347;23437,556;23444,402;21143,301;21921,665;23032,364;24535,272;137,774;137,785;129,732;146,888;562,789;438,998;127,34;149,927;584,125;421,385;0,302;0,303;-0,008;-0,007;5,122;0,02;1;0,717;0,32;0,363;0,747;0,279;0,903;0,749
"13";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;273;800,006;794,444;1,96;2564,408;704,394;895,618;674,351;925,661;95,612;125,655;702,546;683,458;649,221;615,463;868194,29;778936,501;675653,349;575874,263;895,156;944,411;950,144;1026,873;1548354,351;1638665,438;1821212,214;2070358,997;1090,807;1085,778;1027,13;1162,966;562,789;438,998;1008,197;1187,022;584,125;421,385;2,811;2,801;9,363;9,299;12,534;0,018;1;0,947;0,229;0,293;0,055;0,206;0,613;0,056
"14";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;257;763,09;757,768;1,96;2564,408;671,891;854,289;643,234;882,946;91,199;119,856;675,003;644,004;619,001;584,441;782583,826;711198,704;613489,174;500754,63;859,017;896,111;910,749;959,114;1429384,484;1543613,565;1673057,684;1826352,366;1040,463;1035,63;979,724;1109,291;562,789;438,998;961,665;1132,237;584,125;421,385;2,811;2,801;9,361;9,299;11,962;0,016;1;0,947;0,229;0,294;0,055;0,887;0,548;0,056
"15";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;288;3184,762;3181,186;1,96;2564,408;3145,016;3224,508;3132,527;3236,997;39,746;52,235;3146,027;3136,216;3121,845;3105,602;175351,835;167981,462;161143,17;148554,809;3225,549;3238,737;3248,96;3274,142;236605,245;247211,383;263841,634;282642,306;453,451;456,848;426,98;483,448;562,789;438,998;419,11;493,448;584,125;421,385;1,052;1,074;0,975;1,072;11,776;0,02;1;0,919;0,609;0,659;0,341;0,764;0,087;0,346
"16";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;145;117,746;117,73;1,96;2564,408;113,722;121,77;112,457;123,035;4,024;5,289;114,086;113,568;112,121;111,245;588,451;527,329;477,027;419,96;121,875;123,454;124,787;127,265;3979,865;4458,34;5152,338;6137,864;45,914;45,414;43,233;48,951;562,789;438,998;42,436;49,963;584,125;421,385;7,857;7,784;81,727;80,866;0,56;0,014;1;0,996;0,01;0,543;0,384;0,181;0,04;0,382
"17";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;279;700,144;702,842;1,96;2564,408;682,084;718,204;676,409;723,879;18,06;23,735;681,779;677,863;675,803;667,964;33966,055;32670,071;30709,646;27647,482;717,27;722,914;730,75;737,505;51986,801;54377,76;57484,517;64784,85;206,04;205,97;194,012;219,67;562,789;438,998;190,436;224,214;584,125;421,385;1,231;1,239;3,812;3,769;6,446;0,028;1;0,866;0,165;0,73;0,426;0,215;0,709;0,427
"18";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;287;712,03;715,406;1,96;2564,408;698,341;725,719;694,04;730,02;13,689;17,99;698,555;695,554;693,154;688,014;20672,427;19397,694;18371,286;16928,323;726,299;732,073;737,501;742,792;28333,226;30385,658;30046,395;31688,266;156,171;154,448;147,054;166,502;562,789;438,998;144,343;169,946;584,125;421,385;-0,715;-0,728;1,1;1,143;4,592;0,02;1;0,779;0,588;0,673;0,609;0,691;0,605;0,609
"19";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;270;1104,072;1102,258;1,96;2564,408;987,646;1220,498;951,063;1257,081;116,426;153,009;993,918;962,78;921,472;866,055;1373953,053;1277051,062;1161738,518;1032134,963;1218,521;1263,18;1291,469;1354,4;2188318,385;2308581,259;2498393,549;2665927,849;1328,269;1333,123;1250,729;1416,136;562,789;438,998;1227,675;1445,429;584,125;421,385;2,08;2,134;4,636;5,047;19,818;0,012;1;0,986;0,571;0,349;0,051;0,584;0,656;0,053
"20";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;227;1124,762;1121,702;1,96;2564,408;1079,061;1170,463;1064,7;1184,824;45,701;60,062;1082,621;1064,92;1058,229;1038,086;129334,69;115927,104;116873,233;106486,099;1172,566;1181,788;1202,394;1229,609;453218,12;487004,823;565084,674;685464,88;521,392;514,888;490,955;555,883;562,789;438,998;481,905;567,381;584,125;421,385;4,961;4,707;43,253;40,204;9,12;0,018;1;0,939;0,272;0,854;0,137;0,894;0,889;0,141
"21";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;230;20,478;20,412;1,96;2564,408;19,687;21,269;19,439;21,517;0,791;1,039;19,716;19,514;19,284;18,994;44,88;39,537;34,403;30,993;21,272;21,502;21,783;22,314;129,533;145,326;161,543;194,114;9,023;9,007;8,496;9,62;562,789;438,998;8,34;9,819;584,125;421,385;4,517;4,492;33,845;33,654;0,146;0,006;1;0,925;0,226;0,811;0,038;0,469;0,549;0,039
"22";"avaliaArvores/A_25_10_2_Teste";"BKAssimetrico";3;250;253;96,7;96,032;1,96;2564,408;85,143;108,257;81,512;111,888;11,557;15,188;85,886;82,43;78,892;73,844;12733,527;11819,174;9846,079;8182,25;108,875;112,405;114,984;121,87;22838,344;24521,1;26225,103;29926,8;131,847;131,217;124,15;140,568;562,789;438,998;121,861;143,476;584,125;421,385;2,811;2,801;9,362;9,301;1,508;0,012;1;0,948;0,23;0,294;0,056;0,763;0,034;0,056
