NO,PROBABILIDADE
1,1.0
7,0.3333333
9,0.3333333
10,0.6666667
19,0.3333333
25,0.3333333
26,0.333
27,0.6666667
28,0.3333333
36,0.3333333
37,1.0
46,0.3333333
52,0.3333333
53,0.333
54,0.6666667
55,0.3333333
63,0.3333333
64,1.0
73,0.5
77,0.333
78,0.6666667
79,0.5
