iter,est,no,usina,Indep,Coef
1,4,89,6,31130.000000000007,-30.0
1,4,90,6,16700.0,-30.0
1,4,91,6,38442.50000000001,-30.0
1,4,92,6,26570.000000000004,-30.0
1,4,93,6,21859.999999999996,-30.0
1,4,94,6,32885.00000000001,-30.0
1,4,31,6,18770.0,-30.0
1,4,34,6,9170.0,-30.0
1,4,37,6,25850.0,-30.0
1,4,58,6,24740.000000000004,-30.0
1,4,61,6,14930.0,-30.0
1,4,64,6,31430.000000000004,-30.0
1,4,4,6,3000.0,0.0
1,4,7,6,3000.0,0.0
1,4,10,6,3000.0,0.0
1,4,13,6,16160.000000000002,-30.0
1,4,16,6,5530.0,-9.999999999999998
1,4,19,6,23360.0,-30.0
1,4,22,6,21290.0,-30.0
1,4,25,6,11600.0,-30.0
1,4,28,6,28220.000000000004,-30.0
1,3,85,6,56757.487859,-30.0
1,3,86,6,18734.999999999985,-30.0
1,3,87,6,5999.9997,0.0
1,3,88,6,25226.670711999996,-26.666672000000005
1,2,83,6,65283.337465993536,-30.000024000000003
1,2,84,6,12991.110743555513,-17.777779555555206
1,1,1,6,97804.74262995568,-30.0
2,4,89,6,13709.99999999999,-9.999999999999998
2,4,90,6,3000.0,0.0
2,4,91,6,38442.5,-30.0
2,4,92,6,3000.0,0.0
2,4,93,6,3000.0,0.0
2,4,94,6,14294.99999999999,-9.999999999999998
2,4,31,6,3000.0,0.0
2,4,34,6,3000.0,0.0
2,4,37,6,3000.0,0.0
2,4,58,6,3000.0,0.0
2,4,61,6,3000.0,0.0
2,4,64,6,13809.999999999995,-9.999999999999998
2,4,4,6,3000.0,0.0
2,4,7,6,3000.0,0.0
2,4,10,6,3000.0,0.0
2,4,13,6,8719.999999999998,-9.999999999999998
2,4,16,6,3000.0,0.0
2,4,19,6,23360.0,-30.0
2,4,22,6,21290.0,-30.0
2,4,25,6,3000.0,0.0
2,4,28,6,28220.0,-30.0
2,3,85,6,56757.479297,-29.999987999999988
2,3,86,6,7741.6676149999985,-1.6666669999999997
2,3,87,6,5999.9997,0.0
2,3,88,6,21181.669903,-16.666670000000003
2,2,83,6,65283.35119398762,-30.0
2,2,84,6,14354.444213222152,-11.111112222222006
2,1,1,6,98258.74181819873,-30.0
3,4,89,6,31130.000000000004,-30.0
3,4,90,6,16700.000000000004,-30.0
3,4,91,6,38442.5,-30.0
3,4,92,6,26570.0,-30.0
3,4,93,6,21860.0,-30.0
3,4,94,6,32885.0,-30.0
3,4,31,6,9589.999999999995,-9.999999999999998
3,4,34,6,3000.0,0.0
3,4,37,6,25850.0,-30.0
3,4,58,6,24740.0,-30.0
3,4,61,6,3000.0,0.0
3,4,64,6,31430.0,-30.0
3,4,4,6,3000.0,0.0
3,4,7,6,3000.0,0.0
3,4,10,6,3000.0,0.0
3,4,13,6,8719.999999999998,-9.999999999999998
3,4,16,6,3000.0,0.0
3,4,19,6,23360.0,-30.0
3,4,22,6,21290.0,-30.0
3,4,25,6,3000.0,0.0
3,4,28,6,28220.0,-30.0
3,3,85,6,56757.487859,-30.0
3,3,86,6,17335.002466999995,-16.66667
3,3,87,6,5999.9997,0.0
3,3,88,6,21181.669903,-16.666670000000003
3,2,83,6,65283.35798599735,-30.0
3,2,84,6,14354.444213222152,-11.111112222222006
3,1,1,6,98258.74634167721,-30.0
4,4,89,6,31130.000000000004,-30.0
4,4,90,6,16699.999999999996,-30.0
4,4,91,6,38442.50000000001,-30.0
4,4,92,6,26570.0,-30.0
4,4,93,6,21860.0,-30.0
4,4,94,6,32885.00000000001,-30.0
4,4,31,6,18770.0,-30.0
4,4,34,6,3000.0,0.0
4,4,37,6,25850.0,-30.0
4,4,58,6,24740.0,-30.0
4,4,61,6,8309.999999999995,-9.999999999999998
4,4,64,6,31430.000000000004,-30.0
4,4,4,6,3000.0,0.0
4,4,7,6,3000.0,0.0
4,4,10,6,3000.0,0.0
4,4,13,6,8719.999999999998,-9.999999999999998
4,4,16,6,3000.0,0.0
4,4,19,6,23360.0,-30.0
4,4,22,6,21290.0,-30.0
4,4,25,6,3000.0,0.0
4,4,28,6,28220.0,-30.0
4,3,85,6,56757.487859,-30.0
4,3,86,6,18570.002714,-21.666671000000008
4,3,87,6,5999.9997,0.0
4,3,88,6,21181.669903,-16.666670000000003
4,2,83,6,65283.3600308011,-30.0
4,2,84,6,14354.444213222152,-11.111112222222006
4,1,1,6,98258.7477035165,-30.0
5,4,89,6,31130.000000000007,-30.0
5,4,90,6,16700.0,-30.0
5,4,91,6,38442.50000000001,-30.0
5,4,92,6,26570.000000000004,-30.0
5,4,93,6,21859.999999999996,-30.0
5,4,94,6,32885.00000000001,-30.0
5,4,31,6,18770.0,-30.0
5,4,34,6,6390.0,-9.999999999999998
5,4,37,6,25850.0,-30.0
5,4,58,6,24740.0,-30.0
5,4,61,6,14929.999999999998,-30.0
5,4,64,6,31430.0,-30.0
5,4,4,6,3000.0,0.0
5,4,7,6,3000.0,0.0
5,4,10,6,3000.0,0.0
5,4,13,6,8719.999999999998,-9.999999999999998
5,4,16,6,3000.0,0.0
5,4,19,6,23360.0,-30.0
5,4,22,6,21290.0,-30.0
5,4,25,6,3000.0,0.0
5,4,28,6,28220.0,-30.0
5,3,85,6,56757.487859,-30.0
5,3,86,6,19058.33614499999,-26.666672
5,3,87,6,5999.9997,0.0
5,3,88,6,21181.669903,-16.666670000000003
5,2,83,6,65391.13930721651,-30.0
5,2,84,6,14354.444213222152,-11.111112222222006
5,1,1,6,98330.52870160918,-30.0
