NO,PROBABILIDADE
1,1.0
83,0.33299999999999996
84,0.666
85,0.6666666
86,0.3333333
87,0.6666672000000001
88,0.33333359999999995
89,0.5000001000000001
90,0.5000001000000001
91,0.3333333
92,0.6666666
93,0.5833330999999999
94,0.4166665
95,0.5000001000000001
96,0.5000001000000001
